transaction_id,order_id,merchant_id,customer_id,order_date,order_amount,currency,payment_method,payment_count,payment_total,payment_statuses,payment_dates,payment_ids,payment_methods,bank_transaction_count,bank_total,bank_references,bank_dates,bank_transaction_types,settlement_count,settlement_gross_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,settlement_net_total,settlement_dates,settlement_ids,settlement_references,settlement_statuses,clean_payment_dates,clean_payment_total,clean_settlement_date,clean_settlement_gross,clean_settlement_fee,clean_settlement_tax,clean_settlement_adjustment,clean_settlement_refund,clean_settlement_chargeback,clean_settlement_net,clean_bank_reference
TXN00194,ORD00194,MERCHANT_003,CUST0266,2026-06-09,7999,INR,WALLET,1.0,7999.0,SUCCESS,2026-06-09,PAY00194,WALLET,1,7999,TXN00194,2026-06-09,CREDIT,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,2026-06-10,SET00194,SET00194,SETTLED,2026-06-09,7999,2026-06-10,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,TXN00194
TXN00195,ORD00195,MERCHANT_001,CUST0227,2026-02-22,999,INR,CARD,1.0,999.0,SUCCESS,2026-02-23,PAY00195,CARD,1,999,TXN00195,2026-02-23,CREDIT,1.0,999.0,14.98,2.7,0.0,0.0,0.0,981.32,2026-02-23,SET00195,SET00195,SETTLED,2026-02-23,999,2026-02-23,999.0,14.98,2.7,0.0,0.0,0.0,981.32,TXN00195
TXN00196,ORD00196,MERCHANT_004,CUST0148,2026-06-28,2499,INR,UPI,1.0,2499.0,SUCCESS,2026-06-28,PAY00196,UPI,1,2499,TXN00196,2026-06-28,CREDIT,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,2026-07-09,SET00196,SET00196,SETTLED,2026-06-28,2499,2026-06-29,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,TXN00196
TXN00197,ORD00197,MERCHANT_005,CUST0015,2026-03-03,5999,INR,CARD,1.0,5999.0,SUCCESS,2026-03-03,PAY00197,CARD,1,5999,TXN00197,2026-03-03,CREDIT,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,2026-03-05,SET00197,SET00197,SETTLED,2026-03-03,5999,2026-03-05,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,TXN00197
TXN00198,ORD00198,MERCHANT_005,CUST0160,2026-01-04,2999,INR,WALLET,1.0,2999.0,SUCCESS,2026-01-04,PAY00198,WALLET,1,2999,TXN00198,2026-01-04,CREDIT,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,2026-01-05,SET00198,SET00198,SETTLED,2026-01-04,2999,2026-01-05,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,TXN00198
TXN00199,ORD00199,MERCHANT_002,CUST0048,2026-01-30,2499,INR,UPI,1.0,2499.0,SUCCESS,2026-01-30,PAY00199,UPI,1,2499,TXN00199,2026-01-30,CREDIT,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,1249.5,2026-01-31,SET00199,SET00199,SETTLED,2026-01-30,2499,2026-01-31,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,TXN00199
TXN00200,ORD00200,MERCHANT_004,CUST0079,2026-03-16,2999,INR,NETBANKING,1.0,2999.0,SUCCESS,2026-03-16,PAY00200,NETBANKING,1,2999,TXN00200,2026-03-16,CREDIT,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,2026-03-17,SET00200,SET00200,SETTLED,2026-03-16,2999,2026-03-17,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,TXN00200
TXN00201,ORD00201,MERCHANT_004,CUST0213,2026-05-01,799,INR,WALLET,2.0,1598.0,SUCCESS,2026-05-01,PAY00201|PAY00201_DUP,WALLET,1,799,TXN00201,2026-05-01,CREDIT,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,2026-05-02,SET00201,SET00201,SETTLED,2026-05-01,799,2026-05-02,799.0,11.98,2.16,0.0,0.0,0.0,784.86,TXN00201
TXN00202,ORD00202,MERCHANT_002,CUST0283,2026-04-09,799,INR,CARD,1.0,799.0,SUCCESS,2026-04-09,PAY00202,CARD,1,799,TXN00202,2026-04-09,CREDIT,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,2026-04-10,SET00202,SET00202,SETTLED,2026-04-09,799,2026-04-10,799.0,11.98,2.16,0.0,0.0,0.0,784.86,TXN00202
TXN00203,ORD00203,MERCHANT_003,CUST0036,2026-04-17,1499,INR,NETBANKING,1.0,1499.0,SUCCESS,2026-04-18,PAY00203,NETBANKING,1,1499,TXN00203,2026-04-18,CREDIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2026-04-18,1499,2026-04-18,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,TXN00203
TXN00204,ORD00204,MERCHANT_003,CUST0002,2026-03-18,9999,INR,WALLET,1.0,9999.0,SUCCESS,2026-03-18,PAY00204,WALLET,1,9999,TXN00204,2026-03-18,CREDIT,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,2026-03-20,SET00204,SET00204,SETTLED,2026-03-18,9999,2026-03-20,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,TXN00204
TXN00205,ORD00205,MERCHANT_004,CUST0077,2026-05-18,2499,INR,NETBANKING,1.0,2499.0,SUCCESS,2026-05-18,PAY00205,NETBANKING,1,2499,TXN00205,2026-05-18,CREDIT,1.0,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,2026-05-20,SET00205,SET00205,SETTLED,2026-05-18,2499,2026-05-20,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,TXN00205
TXN00206,ORD00206,MERCHANT_005,CUST0171,2026-05-20,1999,INR,WALLET,1.0,1999.0,SUCCESS,2026-05-22,PAY00206,WALLET,1,1999,TXN00206,2026-05-22,CREDIT,1.0,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,2026-05-21,SET00206,SET00206,SETTLED,2026-05-22,1999,2026-05-21,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,TXN00206
TXN00207,ORD00207,MERCHANT_002,CUST0165,2026-06-28,799,INR,WALLET,1.0,799.0,SUCCESS,2026-06-29,PAY00207,WALLET,1,799,TXN00207,2026-06-29,CREDIT,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,2026-07-01,SET00207,SET00207,SETTLED,2026-06-29,799,2026-07-01,799.0,9.59,1.73,0.0,0.0,0.0,787.68,TXN00207
TXN00208,ORD00208,MERCHANT_004,CUST0120,2026-01-12,1499,INR,WALLET,1.0,1499.0,SUCCESS,2026-01-12,PAY00208,WALLET,1,1499,TXN00208,2026-01-12,CREDIT,1.0,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,2026-01-14,SET00208,SET00208,SETTLED,2026-01-12,1499,2026-01-14,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,TXN00208
TXN00209,ORD00209,MERCHANT_004,CUST0196,2026-06-19,7999,INR,CARD,1.0,7999.0,SUCCESS,2026-06-20,PAY00209,CARD,1,7999,TXN00209,2026-06-20,CREDIT,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,2026-06-20,SET00209,SET00209,SETTLED,2026-06-20,7999,2026-06-20,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,TXN00209
TXN00210,ORD00210,MERCHANT_001,CUST0254,2026-02-02,2999,INR,NETBANKING,1.0,2999.0,SUCCESS,2026-02-02,PAY00210,NETBANKING,1,2999,TXN00210,2026-02-02,CREDIT,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,2026-02-04,SET00210,SET00210,SETTLED,2026-02-02,2999,2026-02-04,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,TXN00210
TXN00211,ORD00211,MERCHANT_004,CUST0052,2026-01-26,2999,INR,WALLET,1.0,2999.0,SUCCESS,2026-01-26,PAY00211,WALLET,1,2999,TXN00211,2026-01-26,CREDIT,2.0,5998.0,71.98,12.96,0.0,0.0,0.0,5913.06,2026-01-28,SET00211|SET00211_DUP,SET00211|SET00211_DUP,SETTLED,2026-01-26,2999,2026-01-28,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,TXN00211
TXN00212,ORD00212,MERCHANT_002,CUST0008,2026-04-15,9999,INR,CARD,2.0,12998.7,SUCCESS,2026-04-17,PAY00212|PAY00212_PART2,CARD,1,9999,TXN00212,2026-04-17,CREDIT,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,2026-04-16,SET00212,SET00212,SETTLED,2026-04-17,9999,2026-04-16,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,TXN00212
TXN00213,ORD00213,MERCHANT_004,CUST0039,2026-03-09,1499,INR,WALLET,1.0,1499.0,SUCCESS,2026-03-10,PAY00213,WALLET,1,1499,TXN00213,2026-03-10,CREDIT,1.0,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,2026-03-10,SET00213,SET00213,SETTLED,2026-03-10,1499,2026-03-10,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,TXN00213
TXN00214,ORD00214,MERCHANT_003,CUST0042,2026-06-22,9999,INR,WALLET,1.0,9999.0,SUCCESS,2026-06-23,PAY00214,WALLET,1,9999,TXN00214,2026-06-23,CREDIT,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,2026-06-23,SET00214,SET00214,SETTLED,2026-06-23,9999,2026-06-23,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,TXN00214
TXN00215,ORD00215,MERCHANT_004,CUST0163,2026-05-19,199,INR,UPI,1.0,199.0,SUCCESS,2026-05-19,PAY00215,UPI,1,199,TXN00215,2026-05-19,CREDIT,1.0,199.0,2.39,0.43,0.0,0.0,0.0,196.18,2026-05-22,SET00215,SET00215,SETTLED,2026-05-19,199,2026-05-22,199.0,2.39,0.43,0.0,0.0,0.0,196.18,TXN00215
TXN00216,ORD00216,MERCHANT_003,CUST0121,2026-02-28,5999,INR,UPI,1.0,5999.0,SUCCESS,2026-02-28,PAY00216,UPI,1,5999,TXN00216,2026-02-28,CREDIT,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,2026-03-03,SET00216,SET00216,SETTLED,2026-02-28,5999,2026-03-03,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,TXN00216
TXN00217,ORD00217,MERCHANT_001,CUST0223,2026-06-12,5999,INR,UPI,1.0,5999.0,SUCCESS,2026-06-13,PAY00217,UPI,1,5999,TXN00217,2026-06-13,CREDIT,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,2026-06-13,SET00217,SET00217,SETTLED,2026-06-13,5999,2026-06-13,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,TXN00217
TXN00218,ORD00218,MERCHANT_002,CUST0228,2026-06-27,999,INR,UPI,1.0,999.0,SUCCESS,2026-06-28,PAY00218,UPI,1,999,TXN00218,2026-06-28,CREDIT,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,2026-06-29,SET00218,SET00218,SETTLED,2026-06-28,999,2026-06-29,999.0,19.98,3.6,0.0,0.0,0.0,975.42,TXN00218
TXN00219,ORD00219,MERCHANT_003,CUST0024,2026-01-15,999,INR,NETBANKING,1.0,999.0,SUCCESS,2026-01-16,PAY00219,NETBANKING,1,999,TXN00219,2026-01-16,CREDIT,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,2026-01-18,SET00219,SET00219,SETTLED,2026-01-16,999,2026-01-18,999.0,11.99,2.16,0.0,0.0,0.0,984.85,TXN00219
TXN00220,ORD00220,MERCHANT_004,CUST0192,2026-02-07,799,INR,WALLET,1.0,799.0,SUCCESS,2026-02-07,PAY00220,WALLET,1,799,TXN00220,2026-02-07,CREDIT,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,2026-02-08,SET00220,SET00220,SETTLED,2026-02-07,799,2026-02-08,799.0,9.59,1.73,0.0,0.0,0.0,787.68,TXN00220
TXN00221,ORD00221,MERCHANT_002,CUST0290,2026-02-13,499,INR,UPI,1.0,499.0,SUCCESS,2026-02-14,PAY00221,UPI,1,499,TXN00221,2026-02-14,CREDIT,1.0,499.0,8.98,1.62,0.0,0.0,0.0,488.4,2026-02-14,SET00221,SET00221,SETTLED,2026-02-14,499,2026-02-14,499.0,8.98,1.62,0.0,0.0,0.0,488.4,TXN00221
TXN00222,ORD00222,MERCHANT_005,CUST0196,2026-06-24,799,INR,WALLET,1.0,799.0,SUCCESS,2026-06-26,PAY00222,WALLET,1,799,TXN00222,2026-06-26,CREDIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2026-06-26,799,2026-06-25,799.0,9.59,1.73,0.0,0.0,0.0,787.68,TXN00222
TXN00223,ORD00223,MERCHANT_002,CUST0299,2026-03-01,2499,INR,NETBANKING,1.0,2499.0,SUCCESS,2026-03-03,PAY00223,NETBANKING,1,2499,TXN00223,2026-03-03,CREDIT,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,2026-03-04,SET00223,SET00223,SETTLED,2026-03-03,2499,2026-03-04,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,TXN00223
TXN00224,ORD00224,MERCHANT_003,CUST0236,2026-06-20,199,INR,WALLET,1.0,199.0,SUCCESS,2026-06-20,PAY00224,WALLET,1,199,TXN00224,2026-06-20,CREDIT,1.0,199.0,2.39,0.43,0.0,0.0,0.0,196.18,2026-06-22,SET00224,SET00224,SETTLED,2026-06-20,199,2026-06-22,199.0,2.39,0.43,0.0,0.0,0.0,196.18,TXN00224
TXN00225,ORD00225,MERCHANT_005,CUST0148,2026-02-10,299,INR,WALLET,1.0,299.0,SUCCESS,2026-02-12,PAY00225,WALLET,1,299,TXN00225,2026-02-12,CREDIT,1.0,299.0,3.59,0.65,0.0,0.0,0.0,294.76,2026-02-11,SET00225,SET00225,SETTLED,2026-02-12,299,2026-02-11,299.0,3.59,0.65,0.0,0.0,0.0,294.76,TXN00225
TXN00226,ORD00226,MERCHANT_005,CUST0177,2026-03-18,4999,INR,WALLET,1.0,4999.0,SUCCESS,2026-03-18,PAY00226,WALLET,1,4999,TXN00226,2026-03-18,CREDIT,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,2026-03-21,SET00226,SET00226,SETTLED,2026-03-18,4999,2026-03-21,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,TXN00226
TXN00227,ORD00227,MERCHANT_004,CUST0129,2026-03-19,799,INR,WALLET,1.0,799.0,SUCCESS,2026-03-20,PAY00227,WALLET,1,799,TXN00227,2026-03-20,CREDIT,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,2026-03-21,SET00227,SET00227,SETTLED,2026-03-20,799,2026-03-21,799.0,7.99,1.44,0.0,0.0,0.0,789.57,TXN00227
TXN00228,ORD00228,MERCHANT_001,CUST0248,2026-03-02,1999,INR,NETBANKING,1.0,1999.0,SUCCESS,2026-03-04,PAY00228,NETBANKING,1,1999,TXN00228,2026-03-04,CREDIT,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,2026-03-04,SET00228,SET00228,SETTLED,2026-03-04,1999,2026-03-04,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,TXN00228
TXN00229,ORD00229,MERCHANT_003,CUST0295,2026-06-29,999,INR,UPI,1.0,999.0,SUCCESS,2026-07-01,PAY00229,UPI,1,999,TXN00229,2026-07-01,CREDIT,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,2026-06-30,SET00229,SET00229,SETTLED,2026-07-01,999,2026-06-30,999.0,17.98,3.24,0.0,0.0,0.0,977.78,TXN00229
TXN00230,ORD00230,MERCHANT_003,CUST0203,2026-01-03,3999,INR,UPI,1.0,3999.0,SUCCESS,2026-01-03,PAY00230,UPI,1,3999,TXN00230,2026-01-03,CREDIT,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3199.2,2026-01-04,SET00230,SET00230,SETTLED,2026-01-03,3999,2026-01-04,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,TXN00230
TXN00231,ORD00231,MERCHANT_003,CUST0255,2026-02-28,3999,INR,NETBANKING,1.0,3999.0,SUCCESS,2026-03-01,PAY00231,NETBANKING,1,3999,TXN00231,2026-03-01,CREDIT,1.0,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,2026-03-01,SET00231,SET00231,SETTLED,2026-03-01,3999,2026-03-01,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,TXN00231
TXN00232,ORD00232,MERCHANT_002,CUST0113,2026-06-08,999,INR,CARD,1.0,999.0,SUCCESS,2026-06-09,PAY00232,CARD,1,999,TXN00232,2026-06-09,CREDIT,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,2026-06-09,SET00232,SET00232,SETTLED,2026-06-09,999,2026-06-09,999.0,11.99,2.16,0.0,0.0,0.0,984.85,TXN00232
TXN00233,ORD00233,MERCHANT_001,CUST0050,2026-03-21,7999,INR,WALLET,1.0,7999.0,SUCCESS,2026-03-22,PAY00233,WALLET,1,7999,TXN00233,2026-03-22,CREDIT,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,2026-03-23,SET00233,SET00233,SETTLED,2026-03-22,7999,2026-03-23,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,TXN00233
TXN00234,ORD00234,MERCHANT_005,CUST0018,2026-04-04,5999,INR,CARD,1.0,5999.0,SUCCESS,2026-04-04,PAY00234,CARD,1,5999,TXN00234,2026-04-04,CREDIT,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,2026-04-05,SET00234,SET00234,SETTLED,2026-04-04,5999,2026-04-05,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,TXN00234
TXN00235,ORD00235,MERCHANT_003,CUST0047,2026-03-25,5999,INR,WALLET,1.0,5999.0,SUCCESS,2026-03-25,PAY00235,WALLET,1,5999,TXN00235,2026-03-25,CREDIT,1.0,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,2026-03-26,SET00235,SET00235,SETTLED,2026-03-25,5999,2026-03-26,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,TXN00235
TXN00236,ORD00236,MERCHANT_002,CUST0090,2026-02-03,7999,INR,NETBANKING,1.0,7999.0,SUCCESS,2026-02-03,PAY00236,NETBANKING,1,7999,TXN00236,2026-02-03,CREDIT,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,2026-02-06,SET00236,SET00236,SETTLED,2026-02-03,7999,2026-02-06,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,TXN00236
TXN00237,ORD00237,MERCHANT_005,CUST0272,2026-03-11,9999,INR,CARD,1.0,9999.0,SUCCESS,2026-03-11,PAY00237,CARD,1,9999,TXN00237,2026-03-11,CREDIT,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,2026-03-13,SET00237,SET00237,SETTLED,2026-03-11,9999,2026-03-13,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,TXN00237
TXN00238,ORD00238,MERCHANT_004,CUST0132,2026-03-17,5999,INR,NETBANKING,1.0,5999.0,SUCCESS,2026-03-17,PAY00238,NETBANKING,1,5999,TXN00238,2026-03-17,CREDIT,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,2026-03-18,SET00238,SET00238,SETTLED,2026-03-17,5999,2026-03-18,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,TXN00238
TXN00239,ORD00239,MERCHANT_004,CUST0059,2026-01-20,499,INR,CARD,1.0,499.0,SUCCESS,2026-01-20,PAY00239,CARD,1,499,TXN00239,2026-01-20,CREDIT,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,2026-01-21,SET00239,SET00239,SETTLED,2026-01-20,499,2026-01-21,499.0,7.48,1.35,0.0,0.0,0.0,490.17,TXN00239
TXN00240,ORD00240,MERCHANT_005,CUST0204,2026-04-04,299,INR,WALLET,1.0,299.0,SUCCESS,2026-04-05,PAY00240,WALLET,1,299,TXN00240,2026-04-05,CREDIT,1.0,299.0,5.98,1.08,0.0,0.0,0.0,291.94,2026-04-05,SET00240,SET00240,SETTLED,2026-04-05,299,2026-04-05,299.0,5.98,1.08,0.0,0.0,0.0,291.94,TXN00240
TXN00241,ORD00241,MERCHANT_003,CUST0008,2026-05-18,299,INR,WALLET,1.0,299.0,SUCCESS,2026-05-19,PAY00241,WALLET,1,299,TXN00241,2026-05-19,CREDIT,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,2026-05-19,SET00241,SET00241,SETTLED,2026-05-19,299,2026-05-19,299.0,2.99,0.54,0.0,0.0,0.0,295.47,TXN00241
TXN00242,ORD00242,MERCHANT_003,CUST0189,2026-05-30,1999,INR,NETBANKING,1.0,1999.0,SUCCESS,2026-05-30,PAY00242,NETBANKING,1,1999,TXN00242,2026-05-30,CREDIT,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,999.5,2026-05-31,SET00242,SET00242,SETTLED,2026-05-30,1999,2026-05-31,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,TXN00242
TXN00243,ORD00243,MERCHANT_002,CUST0056,2026-05-01,199,INR,NETBANKING,1.0,199.0,SUCCESS,2026-05-02,PAY00243,NETBANKING,1,199,TXN00243,2026-05-02,CREDIT,1.0,199.0,2.98,0.54,0.0,0.0,0.0,195.48,2026-05-03,SET00243,SET00243,SETTLED,2026-05-02,199,2026-05-03,199.0,2.98,0.54,0.0,0.0,0.0,195.48,TXN00243
TXN00244,ORD00244,MERCHANT_001,CUST0114,2026-06-12,9999,INR,WALLET,1.0,9999.0,SUCCESS,2026-06-12,PAY00244,WALLET,1,9999,TXN00244,2026-06-12,CREDIT,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,2026-06-15,SET00244,SET00244,SETTLED,2026-06-12,9999,2026-06-15,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,TXN00244
TXN00245,ORD00245,MERCHANT_004,CUST0155,2026-01-30,499,INR,UPI,1.0,499.0,SUCCESS,2026-01-30,PAY00245,UPI,1,499,TXN00245,2026-01-30,CREDIT,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,2026-02-01,SET00245,SET00245,SETTLED,2026-01-30,499,2026-02-01,499.0,9.98,1.8,0.0,0.0,0.0,487.22,TXN00245
TXN00246,ORD00246,MERCHANT_003,CUST0020,2026-05-07,299,INR,UPI,1.0,299.0,SUCCESS,2026-05-07,PAY00246,UPI,1,299,TXN00246,2026-05-07,CREDIT,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,2026-05-09,SET00246,SET00246,SETTLED,2026-05-07,299,2026-05-09,299.0,2.99,0.54,0.0,0.0,0.0,295.47,TXN00246
TXN00247,ORD00247,MERCHANT_005,CUST0121,2026-02-04,1999,INR,WALLET,1.0,1999.0,SUCCESS,2026-02-06,PAY00247,WALLET,1,1999,TXN00247,2026-02-06,CREDIT,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,2026-02-06,SET00247,SET00247,SETTLED,2026-02-06,1999,2026-02-06,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,TXN00247
TXN00248,ORD00248,MERCHANT_005,CUST0190,2026-04-18,3999,INR,CARD,2.0,7998.0,SUCCESS,2026-04-20,PAY00248|PAY00248_DUP,CARD,1,3999,TXN00248,2026-04-20,CREDIT,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,2026-04-19,SET00248,SET00248,SETTLED,2026-04-20,3999,2026-04-19,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,TXN00248
TXN00249,ORD00249,MERCHANT_001,CUST0213,2026-05-06,3999,INR,WALLET,1.0,3999.0,SUCCESS,2026-05-06,PAY00249,WALLET,1,3999,TXN00249,2026-05-06,CREDIT,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,2026-05-07,SET00249,SET00249,SETTLED,2026-05-06,3999,2026-05-07,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,TXN00249
TXN00250,ORD00250,MERCHANT_001,CUST0144,2026-06-26,1499,INR,CARD,1.0,1499.0,SUCCESS,2026-06-26,PAY00250,CARD,1,1499,TXN00250,2026-06-26,CREDIT,1.0,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,2026-06-27,SET00250,SET00250,SETTLED,2026-06-26,1499,2026-06-27,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,TXN00250
TXN00251,ORD00251,MERCHANT_004,CUST0228,2026-03-02,9999,INR,NETBANKING,1.0,9999.0,SUCCESS,2026-03-02,PAY00251,NETBANKING,1,9999,TXN00251,2026-03-02,CREDIT,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,2026-03-04,SET00251,SET00251,SETTLED,2026-03-02,9999,2026-03-04,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,TXN00251
TXN00252,ORD00252,MERCHANT_003,CUST0051,2026-05-20,4999,INR,NETBANKING,1.0,4999.0,SUCCESS,2026-05-20,PAY00252,NETBANKING,1,4999,TXN00252,2026-05-20,CREDIT,1.0,4999.0,89.98,16.2,-500.0,0.0,0.0,4392.82,2026-05-21,SET00252,SET00252,SETTLED,2026-05-20,4999,2026-05-21,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,TXN00252
TXN00253,ORD00253,MERCHANT_004,CUST0032,2026-03-12,799,INR,UPI,1.0,799.0,SUCCESS,2026-03-12,PAY00253,UPI,1,799,TXN00253,2026-03-12,CREDIT,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,2026-03-13,SET00253,SET00253,SETTLED,2026-03-12,799,2026-03-13,799.0,11.98,2.16,0.0,0.0,0.0,784.86,TXN00253
TXN00254,ORD00254,MERCHANT_001,CUST0233,2026-06-19,799,INR,UPI,1.0,799.0,SUCCESS,2026-06-19,PAY00254,UPI,1,799,TXN00254,2026-06-19,CREDIT,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,2026-06-21,SET00254,SET00254,SETTLED,2026-06-19,799,2026-06-21,799.0,11.98,2.16,0.0,0.0,0.0,784.86,TXN00254
TXN00255,ORD00255,MERCHANT_003,CUST0026,2026-03-04,499,INR,CARD,1.0,499.0,SUCCESS,2026-03-05,PAY00255,CARD,1,499,TXN00255,2026-03-05,CREDIT,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,2026-03-07,SET00255,SET00255,SETTLED,2026-03-05,499,2026-03-07,499.0,4.99,0.9,0.0,0.0,0.0,493.11,TXN00255
TXN00256,ORD00256,MERCHANT_005,CUST0036,2026-02-23,3999,INR,CARD,1.0,3999.0,SUCCESS,2026-02-23,PAY00256,CARD,1,3999,TXN00256,2026-02-23,CREDIT,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,2026-02-26,SET00256,SET00256,SETTLED,2026-02-23,3999,2026-02-26,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,TXN00256
TXN00257,ORD00257,MERCHANT_003,CUST0120,2026-02-07,7999,INR,UPI,1.0,7999.0,SUCCESS,2026-02-07,PAY00257,UPI,1,7999,TXN00257,2026-02-07,CREDIT,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,2026-02-14,SET00257,SET00257,SETTLED,2026-02-07,7999,2026-02-09,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,TXN00257
TXN00258,ORD00258,MERCHANT_002,CUST0142,2026-02-03,2999,INR,NETBANKING,1.0,2999.0,SUCCESS,2026-02-05,PAY00258,NETBANKING,1,2999,TXN00258,2026-02-05,CREDIT,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,2026-02-06,SET00258,SET00258,SETTLED,2026-02-05,2999,2026-02-06,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,TXN00258
