transaction_id,order_id,order_amount,payment_count,payment_total,payment_dates,clean_payment_dates,bank_references,settlement_dates,clean_settlement_date,bank_transaction_count,bank_total,settlement_count,settlement_gross_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,settlement_net_total,status,exception_type,reason,difference,clean_settlement_net,clean_settlement_gross,clean_settlement_fee,clean_settlement_tax,clean_settlement_adjustment,clean_settlement_refund,clean_settlement_chargeback
TXN00198,ORD00198,2999,1.0,2999.0,2026-01-04,2026-01-04,TXN00198,2026-01-05,2026-01-05,1,2999,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2963.61,2999.0,29.99,5.4,0.0,0.0,0.0
TXN00199,ORD00199,2499,1.0,2499.0,2026-01-30,2026-01-30,TXN00199,2026-01-31,2026-01-31,1,2499,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,1249.5,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 50% of gross amount.,1249.5,2445.92,2499.0,44.98,8.1,0.0,0.0,0.0
TXN00200,ORD00200,2999,1.0,2999.0,2026-03-16,2026-03-16,TXN00200,2026-03-17,2026-03-17,1,2999,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2963.61,2999.0,29.99,5.4,0.0,0.0,0.0
TXN00201,ORD00201,799,2.0,1598.0,2026-05-01,2026-05-01,TXN00201,2026-05-02,2026-05-02,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,EXCEPTION,DUPLICATE_PAYMENT,Duplicate payment record detected.,799.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00202,ORD00202,799,1.0,799.0,2026-04-09,2026-04-09,TXN00202,2026-04-10,2026-04-10,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00203,ORD00203,1499,1.0,1499.0,2026-04-18,2026-04-18,TXN00203,,2026-04-18,1,1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXCEPTION,MISSING_SETTLEMENT,No settlement record exists for the transaction.,1499.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00204,ORD00204,9999,1.0,9999.0,2026-03-18,2026-03-18,TXN00204,2026-03-20,2026-03-20,1,9999,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9786.62,9999.0,179.98,32.4,0.0,0.0,0.0
TXN00205,ORD00205,2499,1.0,2499.0,2026-05-18,2026-05-18,TXN00205,2026-05-20,2026-05-20,1,2499,1.0,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2469.51,2499.0,24.99,4.5,0.0,0.0,0.0
TXN00206,ORD00206,1999,1.0,1999.0,2026-05-22,2026-05-22,TXN00206,2026-05-21,2026-05-21,1,1999,1.0,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1975.41,1999.0,19.99,3.6,0.0,0.0,0.0
TXN00207,ORD00207,799,1.0,799.0,2026-06-29,2026-06-29,TXN00207,2026-07-01,2026-07-01,1,799,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
TXN00208,ORD00208,1499,1.0,1499.0,2026-01-12,2026-01-12,TXN00208,2026-01-14,2026-01-14,1,1499,1.0,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1481.31,1499.0,14.99,2.7,0.0,0.0,0.0
TXN00209,ORD00209,7999,1.0,7999.0,2026-06-20,2026-06-20,TXN00209,2026-06-20,2026-06-20,1,7999,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7810.22,7999.0,159.98,28.8,0.0,0.0,0.0
TXN00210,ORD00210,2999,1.0,2999.0,2026-02-02,2026-02-02,TXN00210,2026-02-04,2026-02-04,1,2999,1.0,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00211,ORD00211,2999,1.0,2999.0,2026-01-26,2026-01-26,TXN00211,2026-01-28,2026-01-28,1,2999,2.0,5998.0,71.98,12.96,0.0,0.0,0.0,5913.06,EXCEPTION,DUPLICATE_SETTLEMENT,Duplicate settlement record detected.,-84.94,2956.53,2999.0,35.99,6.48,0.0,0.0,0.0
TXN00212,ORD00212,9999,2.0,12998.7,2026-04-17,2026-04-17,TXN00212,2026-04-16,2026-04-16,1,9999,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,EXCEPTION,MULTIPLE_PAYMENTS,Multiple payment records exist for the same transaction.,2999.7,9822.02,9999.0,149.98,27.0,0.0,0.0,0.0
TXN00213,ORD00213,1499,1.0,1499.0,2026-03-10,2026-03-10,TXN00213,2026-03-10,2026-03-10,1,1499,1.0,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1481.31,1499.0,14.99,2.7,0.0,0.0,0.0
TXN00214,ORD00214,9999,1.0,9999.0,2026-06-23,2026-06-23,TXN00214,2026-06-23,2026-06-23,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00215,ORD00215,199,1.0,199.0,2026-05-19,2026-05-19,TXN00215,2026-05-22,2026-05-22,1,199,1.0,199.0,2.39,0.43,0.0,0.0,0.0,196.18,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.18,199.0,2.39,0.43,0.0,0.0,0.0
TXN00216,ORD00216,5999,1.0,5999.0,2026-02-28,2026-02-28,TXN00216,2026-03-03,2026-03-03,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00217,ORD00217,5999,1.0,5999.0,2026-06-13,2026-06-13,TXN00217,2026-06-13,2026-06-13,1,5999,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5857.42,5999.0,119.98,21.6,0.0,0.0,0.0
TXN00218,ORD00218,999,1.0,999.0,2026-06-28,2026-06-28,TXN00218,2026-06-29,2026-06-29,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00219,ORD00219,999,1.0,999.0,2026-01-16,2026-01-16,TXN00219,2026-01-18,2026-01-18,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00220,ORD00220,799,1.0,799.0,2026-02-07,2026-02-07,TXN00220,2026-02-08,2026-02-08,1,799,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
TXN00221,ORD00221,499,1.0,499.0,2026-02-14,2026-02-14,TXN00221,2026-02-14,2026-02-14,1,499,1.0,499.0,8.98,1.62,0.0,0.0,0.0,488.4,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,488.4,499.0,8.98,1.62,0.0,0.0,0.0
TXN00222,ORD00222,799,1.0,799.0,2026-06-26,2026-06-26,TXN00222,,2026-06-25,1,799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXCEPTION,MISSING_SETTLEMENT,No settlement record exists for the transaction.,799.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
TXN00223,ORD00223,2499,1.0,2499.0,2026-03-03,2026-03-03,TXN00223,2026-03-04,2026-03-04,1,2499,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2454.77,2499.0,37.48,6.75,0.0,0.0,0.0
TXN00224,ORD00224,199,1.0,199.0,2026-06-20,2026-06-20,TXN00224,2026-06-22,2026-06-22,1,199,1.0,199.0,2.39,0.43,0.0,0.0,0.0,196.18,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.18,199.0,2.39,0.43,0.0,0.0,0.0
TXN00225,ORD00225,299,1.0,299.0,2026-02-12,2026-02-12,TXN00225,2026-02-11,2026-02-11,1,299,1.0,299.0,3.59,0.65,0.0,0.0,0.0,294.76,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,294.76,299.0,3.59,0.65,0.0,0.0,0.0
TXN00226,ORD00226,4999,1.0,4999.0,2026-03-18,2026-03-18,TXN00226,2026-03-21,2026-03-21,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00227,ORD00227,799,1.0,799.0,2026-03-20,2026-03-20,TXN00227,2026-03-21,2026-03-21,1,799,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,789.57,799.0,7.99,1.44,0.0,0.0,0.0
TXN00228,ORD00228,1999,1.0,1999.0,2026-03-04,2026-03-04,TXN00228,2026-03-04,2026-03-04,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00229,ORD00229,999,1.0,999.0,2026-07-01,2026-07-01,TXN00229,2026-06-30,2026-06-30,1,999,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,977.78,999.0,17.98,3.24,0.0,0.0,0.0
TXN00230,ORD00230,3999,1.0,3999.0,2026-01-03,2026-01-03,TXN00230,2026-01-04,2026-01-04,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3199.2,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 80% of gross amount.,799.8,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00231,ORD00231,3999,1.0,3999.0,2026-03-01,2026-03-01,TXN00231,2026-03-01,2026-03-01,1,3999,1.0,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3942.37,3999.0,47.99,8.64,0.0,0.0,0.0
TXN00232,ORD00232,999,1.0,999.0,2026-06-09,2026-06-09,TXN00232,2026-06-09,2026-06-09,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00233,ORD00233,7999,1.0,7999.0,2026-03-22,2026-03-22,TXN00233,2026-03-23,2026-03-23,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00234,ORD00234,5999,1.0,5999.0,2026-04-04,2026-04-04,TXN00234,2026-04-05,2026-04-05,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00235,ORD00235,5999,1.0,5999.0,2026-03-25,2026-03-25,TXN00235,2026-03-26,2026-03-26,1,5999,1.0,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5892.82,5999.0,89.98,16.2,0.0,0.0,0.0
TXN00236,ORD00236,7999,1.0,7999.0,2026-02-03,2026-02-03,TXN00236,2026-02-06,2026-02-06,1,7999,1.0,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7810.22,7999.0,159.98,28.8,0.0,0.0,0.0
TXN00237,ORD00237,9999,1.0,9999.0,2026-03-11,2026-03-11,TXN00237,2026-03-13,2026-03-13,1,9999,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9763.02,9999.0,199.98,36.0,0.0,0.0,0.0
TXN00238,ORD00238,5999,1.0,5999.0,2026-03-17,2026-03-17,TXN00238,2026-03-18,2026-03-18,1,5999,1.0,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00239,ORD00239,499,1.0,499.0,2026-01-20,2026-01-20,TXN00239,2026-01-21,2026-01-21,1,499,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,490.17,499.0,7.48,1.35,0.0,0.0,0.0
TXN00240,ORD00240,299,1.0,299.0,2026-04-05,2026-04-05,TXN00240,2026-04-05,2026-04-05,1,299,1.0,299.0,5.98,1.08,0.0,0.0,0.0,291.94,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,291.94,299.0,5.98,1.08,0.0,0.0,0.0
TXN00241,ORD00241,299,1.0,299.0,2026-05-19,2026-05-19,TXN00241,2026-05-19,2026-05-19,1,299,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,295.47,299.0,2.99,0.54,0.0,0.0,0.0
TXN00242,ORD00242,1999,1.0,1999.0,2026-05-30,2026-05-30,TXN00242,2026-05-31,2026-05-31,1,1999,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,999.5,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 50% of gross amount.,999.5,1951.82,1999.0,39.98,7.2,0.0,0.0,0.0
TXN00243,ORD00243,199,1.0,199.0,2026-05-02,2026-05-02,TXN00243,2026-05-03,2026-05-03,1,199,1.0,199.0,2.98,0.54,0.0,0.0,0.0,195.48,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,195.48,199.0,2.98,0.54,0.0,0.0,0.0
TXN00244,ORD00244,9999,1.0,9999.0,2026-06-12,2026-06-12,TXN00244,2026-06-15,2026-06-15,1,9999,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9822.02,9999.0,149.98,27.0,0.0,0.0,0.0
TXN00245,ORD00245,499,1.0,499.0,2026-01-30,2026-01-30,TXN00245,2026-02-01,2026-02-01,1,499,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,487.22,499.0,9.98,1.8,0.0,0.0,0.0
TXN00246,ORD00246,299,1.0,299.0,2026-05-07,2026-05-07,TXN00246,2026-05-09,2026-05-09,1,299,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,295.47,299.0,2.99,0.54,0.0,0.0,0.0
TXN00247,ORD00247,1999,1.0,1999.0,2026-02-06,2026-02-06,TXN00247,2026-02-06,2026-02-06,1,1999,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1951.82,1999.0,39.98,7.2,0.0,0.0,0.0
TXN00248,ORD00248,3999,2.0,7998.0,2026-04-20,2026-04-20,TXN00248,2026-04-19,2026-04-19,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,EXCEPTION,DUPLICATE_PAYMENT,Duplicate payment record detected.,3999.0,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00249,ORD00249,3999,1.0,3999.0,2026-05-06,2026-05-06,TXN00249,2026-05-07,2026-05-07,1,3999,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3914.06,3999.0,71.98,12.96,0.0,0.0,0.0
TXN00250,ORD00250,1499,1.0,1499.0,2026-06-26,2026-06-26,TXN00250,2026-06-27,2026-06-27,1,1499,1.0,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1463.62,1499.0,29.98,5.4,0.0,0.0,0.0
TXN00251,ORD00251,9999,1.0,9999.0,2026-03-02,2026-03-02,TXN00251,2026-03-04,2026-03-04,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00252,ORD00252,4999,1.0,4999.0,2026-05-20,2026-05-20,TXN00252,2026-05-21,2026-05-21,1,4999,1.0,4999.0,89.98,16.2,-500.0,0.0,0.0,4392.82,EXCEPTION,UNKNOWN_ADJUSTMENT,Settlement contains an unexpected adjustment.,-500.0,4892.82,4999.0,89.98,16.2,0.0,0.0,0.0
TXN00253,ORD00253,799,1.0,799.0,2026-03-12,2026-03-12,TXN00253,2026-03-13,2026-03-13,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00254,ORD00254,799,1.0,799.0,2026-06-19,2026-06-19,TXN00254,2026-06-21,2026-06-21,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00255,ORD00255,499,1.0,499.0,2026-03-05,2026-03-05,TXN00255,2026-03-07,2026-03-07,1,499,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,493.11,499.0,4.99,0.9,0.0,0.0,0.0
TXN00256,ORD00256,3999,1.0,3999.0,2026-02-23,2026-02-23,TXN00256,2026-02-26,2026-02-26,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00257,ORD00257,7999,1.0,7999.0,2026-02-07,2026-02-07,TXN00257,2026-02-14,2026-02-09,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,EXCEPTION,SETTLEMENT_DELAY,Settlement date differs from the clean reference date.,0.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00258,ORD00258,2999,1.0,2999.0,2026-02-05,2026-02-05,TXN00258,2026-02-06,2026-02-06,1,2999,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2935.3,2999.0,53.98,9.72,0.0,0.0,0.0
TXN00259,ORD00259,9999,1.0,9999.0,2026-06-20,2026-06-20,TXN00259,2026-06-20,2026-06-20,1,9999,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9786.62,9999.0,179.98,32.4,0.0,0.0,0.0
TXN00260,ORD00260,7999,1.0,7999.0,2026-04-02,2026-04-02,TXN00260,2026-04-05,2026-04-05,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00261,ORD00261,999,1.0,999.0,2026-02-15,2026-02-15,TXN00261,2026-02-16,2026-02-16,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00262,ORD00262,299,1.0,299.0,2026-05-15,2026-05-15,TXN00262,2026-05-16,2026-05-16,1,299,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,292.65,299.0,5.38,0.97,0.0,0.0,0.0
TXN00263,ORD00263,2999,1.0,2999.0,2026-04-05,2026-04-05,TXN00263,2026-04-06,2026-04-06,1,2999,1.0,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2935.3,2999.0,53.98,9.72,0.0,0.0,0.0
TXN00264,ORD00264,3999,1.0,3999.0,2026-02-27,2026-02-27,TXN00264,2026-03-01,2026-03-01,1,3999,1.0,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3942.37,3999.0,47.99,8.64,0.0,0.0,0.0
TXN00265,ORD00265,4999,0.0,0.0,,2026-04-29,TXN00265,2026-04-30,2026-04-30,1,4999,1.0,4999.0,99.98,18.0,0.0,0.0,0.0,4881.02,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,4999.0,4881.02,4999.0,99.98,18.0,0.0,0.0,0.0
TXN00266,ORD00266,1999,1.0,1999.0,2026-04-14,2026-04-14,TXN00266,2026-04-14,2026-04-14,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00267,ORD00267,299,1.0,299.0,2026-01-19,2026-01-19,TXN00267,2026-01-21,2026-01-21,1,299,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,295.47,299.0,2.99,0.54,0.0,0.0,0.0
TXN00268,ORD00268,999,1.0,999.0,2026-02-03,2026-02-03,TXN00268,2026-02-03,2026-02-03,1,999,1.0,999.0,14.98,2.7,0.0,0.0,0.0,981.32,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,981.32,999.0,14.98,2.7,0.0,0.0,0.0
TXN00269,ORD00269,999,1.0,999.0,2026-05-17,2026-05-17,TXN00269,2026-05-17,2026-05-17,1,999,1.0,999.0,17.98,3.24,0.0,0.0,0.0,977.78,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,977.78,999.0,17.98,3.24,0.0,0.0,0.0
TXN00270,ORD00270,299,1.0,299.0,2026-04-21,2026-04-21,TXN00270,2026-04-23,2026-04-23,1,299,1.0,299.0,5.98,1.08,0.0,0.0,0.0,291.94,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,291.94,299.0,5.98,1.08,0.0,0.0,0.0
TXN00271,ORD00271,2499,1.0,2499.0,2026-04-21,2026-04-21,TXN00271,2026-04-24,2026-04-24,1,2499,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2454.77,2499.0,37.48,6.75,0.0,0.0,0.0
TXN00272,ORD00272,1999,1.0,1999.0,2026-04-27,2026-04-27,TXN00272,2026-04-29,2026-04-29,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00273,ORD00273,1499,1.0,1499.0,2026-04-22,2026-04-22,TXN00273,2026-04-22,2026-04-22,1,1499,1.0,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1477.77,1499.0,17.99,3.24,0.0,0.0,0.0
TXN00274,ORD00274,2499,1.0,2499.0,2026-06-26,2026-06-26,TXN00274,2026-06-27,2026-06-27,1,2499,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2445.92,2499.0,44.98,8.1,0.0,0.0,0.0
TXN00275,ORD00275,1999,1.0,1999.0,2026-01-24,2026-01-24,TXN00275,2026-01-27,2026-01-27,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00276,ORD00276,199,1.0,199.0,2026-05-24,2026-05-24,TXN00276,2026-05-26,2026-05-26,1,199,1.0,199.0,1.99,0.36,0.0,0.0,0.0,196.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.65,199.0,1.99,0.36,0.0,0.0,0.0
TXN00277,ORD00277,9999,1.0,9999.0,2026-04-02,2026-04-02,TXN00277,2026-04-02,2026-04-02,1,9999,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9763.02,9999.0,199.98,36.0,0.0,0.0,0.0
TXN00278,ORD00278,999,1.0,999.0,2026-06-04,2026-06-04,TXN00278,2026-06-06,2026-06-06,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00279,ORD00279,799,1.0,799.0,2026-05-12,2026-05-12,TXN00279,2026-05-11,2026-05-11,1,799,1.0,799.0,7.99,1.44,0.0,0.0,0.0,789.57,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,789.57,799.0,7.99,1.44,0.0,0.0,0.0
TXN00280,ORD00280,1499,1.0,1499.0,2026-01-28,2026-01-28,TXN00280,2026-01-29,2026-01-29,1,1499,1.0,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1472.47,1499.0,22.48,4.05,0.0,0.0,0.0
TXN00281,ORD00281,799,1.0,799.0,2026-05-29,2026-05-29,TXN00281,2026-05-28,2026-05-28,1,799,1.0,799.0,9.59,1.73,0.0,0.0,0.0,787.68,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,787.68,799.0,9.59,1.73,0.0,0.0,0.0
TXN00282,ORD00282,4999,1.0,4999.0,2026-06-09,2026-06-09,TXN00282,2026-06-08,2026-06-08,1,4999,1.0,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00283,ORD00283,999,1.0,999.0,2026-02-18,2026-02-18,TXN00283,2026-02-17,2026-02-17,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,EXCEPTION,FAILED_PAYMENT,Payment status is FAILED.,999.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00284,ORD00284,499,1.0,499.0,2026-01-02,2026-01-02,TXN00284,2026-01-04,2026-01-04,1,499,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,487.22,499.0,9.98,1.8,0.0,0.0,0.0
