transaction_id,status,exception_type,true_status,true_exception_type
TXN00436,MATCHED,MATCHED,MATCHED,NONE
TXN00437,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00438,MATCHED,MATCHED,MATCHED,NONE
TXN00439,MATCHED,MATCHED,MATCHED,NONE
TXN00440,MATCHED,MATCHED,MATCHED,NONE
TXN00441,MATCHED,MATCHED,MATCHED,NONE
TXN00442,MATCHED,MATCHED,MATCHED,NONE
TXN00443,MATCHED,MATCHED,MATCHED,NONE
TXN00444,MATCHED,MATCHED,MATCHED,NONE
TXN00445,MATCHED,MATCHED,MATCHED,NONE
TXN00446,MATCHED,MATCHED,MATCHED,NONE
TXN00447,MATCHED,MATCHED,MATCHED,NONE
TXN00448,MATCHED,MATCHED,MATCHED,NONE
TXN00449,MATCHED,MATCHED,MATCHED,NONE
TXN00450,MATCHED,MATCHED,MATCHED,NONE
TXN00451,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00452,EXCEPTION,UNKNOWN_ADJUSTMENT,EXCEPTION,UNKNOWN_ADJUSTMENT
TXN00453,MATCHED,MATCHED,MATCHED,NONE
TXN00454,MATCHED,MATCHED,MATCHED,NONE
TXN00455,MATCHED,MATCHED,MATCHED,NONE
TXN00456,MATCHED,MATCHED,MATCHED,NONE
TXN00457,MATCHED,MATCHED,MATCHED,NONE
TXN00458,MATCHED,MATCHED,MATCHED,NONE
TXN00459,MATCHED,MATCHED,MATCHED,NONE
TXN00460,MATCHED,MATCHED,MATCHED,NONE
TXN00461,MATCHED,MATCHED,MATCHED,NONE
TXN00462,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00463,MATCHED,MATCHED,MATCHED,NONE
TXN00464,EXCEPTION,CHARGEBACK,EXCEPTION,CHARGEBACK
TXN00465,MATCHED,MATCHED,MATCHED,NONE
TXN00466,MATCHED,MATCHED,MATCHED,NONE
TXN00467,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00468,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00469,MATCHED,MATCHED,MATCHED,NONE
TXN00470,MATCHED,MATCHED,MATCHED,NONE
TXN00471,MATCHED,MATCHED,MATCHED,NONE
TXN00472,MATCHED,MATCHED,MATCHED,NONE
TXN00473,MATCHED,MATCHED,MATCHED,NONE
TXN00474,MATCHED,MATCHED,MATCHED,NONE
TXN00475,EXCEPTION,DATE_MISMATCH,EXCEPTION,DATE_MISMATCH
TXN00476,EXCEPTION,DATE_MISMATCH,EXCEPTION,DATE_MISMATCH
TXN00477,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00478,MATCHED,MATCHED,MATCHED,NONE
TXN00479,MATCHED,MATCHED,MATCHED,NONE
TXN00480,MATCHED,MATCHED,MATCHED,NONE
TXN00481,MATCHED,MATCHED,MATCHED,NONE
TXN00482,MATCHED,MATCHED,MATCHED,NONE
TXN00483,MATCHED,MATCHED,MATCHED,NONE
TXN00484,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00485,MATCHED,MATCHED,MATCHED,NONE
TXN00486,MATCHED,MATCHED,MATCHED,NONE
TXN00487,MATCHED,MATCHED,MATCHED,NONE
TXN00488,MATCHED,MATCHED,MATCHED,NONE
TXN00489,MATCHED,MATCHED,MATCHED,NONE
TXN00490,EXCEPTION,UNKNOWN_ADJUSTMENT,EXCEPTION,UNKNOWN_ADJUSTMENT
TXN00491,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00492,MATCHED,MATCHED,MATCHED,NONE
TXN00493,MATCHED,MATCHED,MATCHED,NONE
TXN00494,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00495,MATCHED,MATCHED,MATCHED,NONE
TXN00496,MATCHED,MATCHED,MATCHED,NONE
TXN00497,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00498,MATCHED,MATCHED,MATCHED,NONE
TXN00499,MATCHED,MATCHED,MATCHED,NONE
TXN00500,EXCEPTION,DATE_MISMATCH,EXCEPTION,DATE_MISMATCH
TXN00501,MATCHED,MATCHED,MATCHED,NONE
TXN00502,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00503,MATCHED,MATCHED,MATCHED,NONE
TXN00504,MATCHED,MATCHED,MATCHED,NONE
TXN00505,MATCHED,MATCHED,MATCHED,NONE
TXN00506,MATCHED,MATCHED,MATCHED,NONE
TXN00507,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00508,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00509,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00510,MATCHED,MATCHED,MATCHED,NONE
TXN00511,MATCHED,MATCHED,MATCHED,NONE
TXN00512,MATCHED,MATCHED,MATCHED,NONE
TXN00513,MATCHED,MATCHED,MATCHED,NONE
TXN00514,MATCHED,MATCHED,MATCHED,NONE
TXN00515,MATCHED,MATCHED,MATCHED,NONE
TXN00516,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00517,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00518,MATCHED,MATCHED,MATCHED,NONE
TXN00519,MATCHED,MATCHED,MATCHED,NONE
TXN00520,MATCHED,MATCHED,MATCHED,NONE
TXN00521,MATCHED,MATCHED,MATCHED,NONE
TXN00522,MATCHED,MATCHED,MATCHED,NONE
TXN00523,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00524,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00525,MATCHED,MATCHED,MATCHED,NONE
TXN00526,MATCHED,MATCHED,MATCHED,NONE
TXN00527,MATCHED,MATCHED,MATCHED,NONE
TXN00528,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00529,EXCEPTION,DUPLICATE_SETTLEMENT,EXCEPTION,DUPLICATE_SETTLEMENT
TXN00530,MATCHED,MATCHED,MATCHED,NONE
TXN00531,MATCHED,MATCHED,MATCHED,NONE
TXN00532,MATCHED,MATCHED,MATCHED,NONE
TXN00533,MATCHED,MATCHED,MATCHED,NONE
TXN00534,MATCHED,MATCHED,MATCHED,NONE
TXN00535,MATCHED,MATCHED,MATCHED,NONE
TXN00536,MATCHED,MATCHED,MATCHED,NONE
TXN00537,MATCHED,MATCHED,MATCHED,NONE
TXN00538,MATCHED,MATCHED,MATCHED,NONE
TXN00539,EXCEPTION,DUPLICATE_SETTLEMENT,EXCEPTION,DUPLICATE_SETTLEMENT
TXN00540,MATCHED,MATCHED,MATCHED,NONE
TXN00541,MATCHED,MATCHED,MATCHED,NONE
TXN00542,MATCHED,MATCHED,MATCHED,NONE
TXN00543,MATCHED,MATCHED,MATCHED,NONE
TXN00544,MATCHED,MATCHED,MATCHED,NONE
TXN00545,MATCHED,MATCHED,MATCHED,NONE
TXN00546,MATCHED,MATCHED,MATCHED,NONE
TXN00547,MATCHED,MATCHED,MATCHED,NONE
TXN00548,MATCHED,MATCHED,MATCHED,NONE
TXN00549,MATCHED,MATCHED,MATCHED,NONE
TXN00550,MATCHED,MATCHED,MATCHED,NONE
TXN00551,MATCHED,MATCHED,MATCHED,NONE
TXN00552,MATCHED,MATCHED,MATCHED,NONE
TXN00553,MATCHED,MATCHED,MATCHED,NONE
TXN00554,MATCHED,MATCHED,MATCHED,NONE
TXN00555,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00556,MATCHED,MATCHED,MATCHED,NONE
TXN00557,MATCHED,MATCHED,MATCHED,NONE
TXN00558,MATCHED,MATCHED,MATCHED,NONE
TXN00559,MATCHED,MATCHED,MATCHED,NONE
TXN00560,MATCHED,MATCHED,MATCHED,NONE
TXN00561,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00562,MATCHED,MATCHED,MATCHED,NONE
TXN00563,MATCHED,MATCHED,MATCHED,NONE
TXN00564,MATCHED,MATCHED,MATCHED,NONE
TXN00565,MATCHED,MATCHED,MATCHED,NONE
TXN00566,MATCHED,MATCHED,MATCHED,NONE
TXN00567,MATCHED,MATCHED,MATCHED,NONE
TXN00568,MATCHED,MATCHED,MATCHED,NONE
TXN00569,MATCHED,MATCHED,MATCHED,NONE
TXN00570,MATCHED,MATCHED,MATCHED,NONE
TXN00571,MATCHED,MATCHED,MATCHED,NONE
TXN00572,MATCHED,MATCHED,MATCHED,NONE
TXN00573,MATCHED,MATCHED,MATCHED,NONE
TXN00574,MATCHED,MATCHED,MATCHED,NONE
TXN00575,MATCHED,MATCHED,MATCHED,NONE
TXN00576,MATCHED,MATCHED,MATCHED,NONE
TXN00577,MATCHED,MATCHED,MATCHED,NONE
TXN00578,EXCEPTION,INCORRECT_FEE,EXCEPTION,INCORRECT_FEE
TXN00579,MATCHED,MATCHED,MATCHED,NONE
TXN00580,MATCHED,MATCHED,MATCHED,NONE
TXN00581,MATCHED,MATCHED,MATCHED,NONE
TXN00582,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00583,MATCHED,MATCHED,MATCHED,NONE
TXN00584,MATCHED,MATCHED,MATCHED,NONE
TXN00585,MATCHED,MATCHED,MATCHED,NONE
TXN00586,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00587,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00588,MATCHED,MATCHED,MATCHED,NONE
TXN00589,MATCHED,MATCHED,MATCHED,NONE
TXN00590,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00591,MATCHED,MATCHED,MATCHED,NONE
TXN00592,MATCHED,MATCHED,MATCHED,NONE
TXN00593,MATCHED,MATCHED,MATCHED,NONE
TXN00594,MATCHED,MATCHED,MATCHED,NONE
TXN00595,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00596,MATCHED,MATCHED,MATCHED,NONE
TXN00597,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00598,MATCHED,MATCHED,MATCHED,NONE
TXN00599,MATCHED,MATCHED,MATCHED,NONE
TXN00600,MATCHED,MATCHED,MATCHED,NONE
TXN00601,MATCHED,MATCHED,MATCHED,NONE
TXN00602,MATCHED,MATCHED,MATCHED,NONE
TXN00603,MATCHED,MATCHED,MATCHED,NONE
TXN00604,MATCHED,MATCHED,MATCHED,NONE
TXN00605,MATCHED,MATCHED,MATCHED,NONE
TXN00606,MATCHED,MATCHED,MATCHED,NONE
TXN00607,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00608,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00609,MATCHED,MATCHED,MATCHED,NONE
TXN00610,MATCHED,MATCHED,MATCHED,NONE
TXN00611,MATCHED,MATCHED,MATCHED,NONE
TXN00612,MATCHED,MATCHED,MATCHED,NONE
TXN00613,EXCEPTION,INCORRECT_FEE,EXCEPTION,INCORRECT_FEE
TXN00614,MATCHED,MATCHED,MATCHED,NONE
TXN00615,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00616,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00617,MATCHED,MATCHED,MATCHED,NONE
TXN00618,EXCEPTION,MULTIPLE_PAYMENTS,EXCEPTION,MULTIPLE_PAYMENTS
TXN00619,MATCHED,MATCHED,MATCHED,NONE
TXN00620,MATCHED,MATCHED,MATCHED,NONE
TXN00621,MATCHED,MATCHED,MATCHED,NONE
TXN00622,MATCHED,MATCHED,MATCHED,NONE
TXN00623,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00624,MATCHED,MATCHED,MATCHED,NONE
TXN00625,MATCHED,MATCHED,MATCHED,NONE
TXN00626,MATCHED,MATCHED,MATCHED,NONE
TXN00627,MATCHED,MATCHED,MATCHED,NONE
TXN00628,MATCHED,MATCHED,MATCHED,NONE
TXN00629,MATCHED,MATCHED,MATCHED,NONE
TXN00630,MATCHED,MATCHED,MATCHED,NONE
TXN00631,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00632,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00633,MATCHED,MATCHED,MATCHED,NONE
TXN00634,MATCHED,MATCHED,MATCHED,NONE
TXN00635,MATCHED,MATCHED,MATCHED,NONE
TXN00636,MATCHED,MATCHED,MATCHED,NONE
TXN00637,MATCHED,MATCHED,MATCHED,NONE
TXN00638,EXCEPTION,WRONG_TRANSACTION_REFERENCE,EXCEPTION,WRONG_TRANSACTION_REFERENCE
TXN00639,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00640,MATCHED,MATCHED,MATCHED,NONE
TXN00641,MATCHED,MATCHED,MATCHED,NONE
TXN00642,MATCHED,MATCHED,MATCHED,NONE
TXN00643,MATCHED,MATCHED,MATCHED,NONE
TXN00644,MATCHED,MATCHED,MATCHED,NONE
TXN00645,MATCHED,MATCHED,MATCHED,NONE
TXN00646,MATCHED,MATCHED,MATCHED,NONE
TXN00647,MATCHED,MATCHED,MATCHED,NONE
TXN00648,MATCHED,MATCHED,MATCHED,NONE
TXN00649,MATCHED,MATCHED,MATCHED,NONE
TXN00650,MATCHED,MATCHED,MATCHED,NONE
TXN00651,MATCHED,MATCHED,MATCHED,NONE
TXN00652,MATCHED,MATCHED,MATCHED,NONE
TXN00653,MATCHED,MATCHED,MATCHED,NONE
TXN00654,EXCEPTION,UNKNOWN_ADJUSTMENT,EXCEPTION,UNKNOWN_ADJUSTMENT
TXN00655,MATCHED,MATCHED,MATCHED,NONE
TXN00656,MATCHED,MATCHED,MATCHED,NONE
TXN00657,MATCHED,MATCHED,MATCHED,NONE
TXN00658,MATCHED,MATCHED,MATCHED,NONE
TXN00659,MATCHED,MATCHED,MATCHED,NONE
TXN00660,MATCHED,MATCHED,MATCHED,NONE
TXN00661,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00662,MATCHED,MATCHED,MATCHED,NONE
TXN00663,MATCHED,MATCHED,MATCHED,NONE
TXN00664,MATCHED,MATCHED,MATCHED,NONE
TXN00665,MATCHED,MATCHED,MATCHED,NONE
TXN00666,MATCHED,MATCHED,MATCHED,NONE
TXN00667,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00668,MATCHED,MATCHED,MATCHED,NONE
TXN00669,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00670,MATCHED,MATCHED,MATCHED,NONE
TXN00671,EXCEPTION,WRONG_TRANSACTION_REFERENCE,EXCEPTION,WRONG_TRANSACTION_REFERENCE
TXN00672,MATCHED,MATCHED,MATCHED,NONE
TXN00673,MATCHED,MATCHED,MATCHED,NONE
TXN00674,MATCHED,MATCHED,MATCHED,NONE
TXN00675,MATCHED,MATCHED,MATCHED,NONE
TXN00676,MATCHED,MATCHED,MATCHED,NONE
TXN00677,MATCHED,MATCHED,MATCHED,NONE
TXN00678,MATCHED,MATCHED,MATCHED,NONE
TXN00679,MATCHED,MATCHED,MATCHED,NONE
TXN00680,MATCHED,MATCHED,MATCHED,NONE
TXN00681,EXCEPTION,CHARGEBACK,EXCEPTION,CHARGEBACK
TXN00682,MATCHED,MATCHED,MATCHED,NONE
TXN00683,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00684,MATCHED,MATCHED,MATCHED,NONE
TXN00685,MATCHED,MATCHED,MATCHED,NONE
TXN00686,MATCHED,MATCHED,MATCHED,NONE
TXN00687,MATCHED,MATCHED,MATCHED,NONE
TXN00688,MATCHED,MATCHED,MATCHED,NONE
TXN00689,EXCEPTION,INCORRECT_FEE,EXCEPTION,INCORRECT_FEE
TXN00690,MATCHED,MATCHED,MATCHED,NONE
TXN00691,MATCHED,MATCHED,MATCHED,NONE
TXN00692,MATCHED,MATCHED,MATCHED,NONE
TXN00693,MATCHED,MATCHED,MATCHED,NONE
TXN00694,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00695,EXCEPTION,DUPLICATE_SETTLEMENT,EXCEPTION,DUPLICATE_SETTLEMENT
TXN00696,MATCHED,MATCHED,MATCHED,NONE
TXN00697,MATCHED,MATCHED,MATCHED,NONE
TXN00698,EXCEPTION,MULTIPLE_PAYMENTS,EXCEPTION,MULTIPLE_PAYMENTS
TXN00699,MATCHED,MATCHED,MATCHED,NONE
TXN00700,MATCHED,MATCHED,MATCHED,NONE
TXN00701,MATCHED,MATCHED,MATCHED,NONE
TXN00702,MATCHED,MATCHED,MATCHED,NONE
TXN00703,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00704,MATCHED,MATCHED,MATCHED,NONE
TXN00705,MATCHED,MATCHED,MATCHED,NONE
TXN00706,MATCHED,MATCHED,MATCHED,NONE
TXN00707,MATCHED,MATCHED,MATCHED,NONE
TXN00708,MATCHED,MATCHED,MATCHED,NONE
TXN00709,MATCHED,MATCHED,MATCHED,NONE
TXN00710,MATCHED,MATCHED,MATCHED,NONE
TXN00711,MATCHED,MATCHED,MATCHED,NONE
TXN00712,MATCHED,MATCHED,MATCHED,NONE
TXN00713,MATCHED,MATCHED,MATCHED,NONE
TXN00714,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00715,MATCHED,MATCHED,MATCHED,NONE
TXN00716,MATCHED,MATCHED,MATCHED,NONE
TXN00717,MATCHED,MATCHED,MATCHED,NONE
TXN00718,MATCHED,MATCHED,MATCHED,NONE
TXN00719,MATCHED,MATCHED,MATCHED,NONE
TXN00720,MATCHED,MATCHED,MATCHED,NONE
TXN00721,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00722,MATCHED,MATCHED,MATCHED,NONE
TXN00723,MATCHED,MATCHED,MATCHED,NONE
TXN00724,MATCHED,MATCHED,MATCHED,NONE
TXN00725,MATCHED,MATCHED,MATCHED,NONE
TXN00726,MATCHED,MATCHED,MATCHED,NONE
TXN00727,MATCHED,MATCHED,MATCHED,NONE
TXN00728,EXCEPTION,CHARGEBACK,EXCEPTION,CHARGEBACK
TXN00729,MATCHED,MATCHED,MATCHED,NONE
TXN00730,MATCHED,MATCHED,MATCHED,NONE
TXN00731,MATCHED,MATCHED,MATCHED,NONE
TXN00732,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00733,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00734,MATCHED,MATCHED,MATCHED,NONE
TXN00735,MATCHED,MATCHED,MATCHED,NONE
TXN00736,MATCHED,MATCHED,MATCHED,NONE
TXN00737,MATCHED,MATCHED,MATCHED,NONE
TXN00738,MATCHED,MATCHED,MATCHED,NONE
TXN00739,MATCHED,MATCHED,MATCHED,NONE
TXN00740,MATCHED,MATCHED,MATCHED,NONE
TXN00741,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00742,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00743,MATCHED,MATCHED,MATCHED,NONE
TXN00744,MATCHED,MATCHED,MATCHED,NONE
TXN00745,EXCEPTION,SETTLEMENT_DELAY,EXCEPTION,SETTLEMENT_DELAY
TXN00746,MATCHED,MATCHED,MATCHED,NONE
TXN00747,MATCHED,MATCHED,MATCHED,NONE
TXN00748,MATCHED,MATCHED,MATCHED,NONE
TXN00749,MATCHED,MATCHED,MATCHED,NONE
TXN00750,MATCHED,MATCHED,MATCHED,NONE
TXN00751,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00752,MATCHED,MATCHED,MATCHED,NONE
TXN00753,MATCHED,MATCHED,MATCHED,NONE
TXN00754,MATCHED,MATCHED,MATCHED,NONE
TXN00755,MATCHED,MATCHED,MATCHED,NONE
TXN00756,MATCHED,MATCHED,MATCHED,NONE
TXN00757,MATCHED,MATCHED,MATCHED,NONE
TXN00758,MATCHED,MATCHED,MATCHED,NONE
TXN00759,MATCHED,MATCHED,MATCHED,NONE
TXN00760,MATCHED,MATCHED,MATCHED,NONE
TXN00761,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00762,MATCHED,MATCHED,MATCHED,NONE
TXN00763,MATCHED,MATCHED,MATCHED,NONE
TXN00764,EXCEPTION,MISSING_SETTLEMENT,EXCEPTION,MISSING_SETTLEMENT
TXN00765,MATCHED,MATCHED,MATCHED,NONE
TXN00766,EXCEPTION,DUPLICATE_SETTLEMENT,EXCEPTION,DUPLICATE_SETTLEMENT
TXN00767,MATCHED,MATCHED,MATCHED,NONE
TXN00768,MATCHED,MATCHED,MATCHED,NONE
TXN00769,MATCHED,MATCHED,MATCHED,NONE
TXN00770,EXCEPTION,WRONG_TRANSACTION_REFERENCE,EXCEPTION,WRONG_TRANSACTION_REFERENCE
TXN00771,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00772,MATCHED,MATCHED,MATCHED,NONE
TXN00773,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00774,MATCHED,MATCHED,MATCHED,NONE
TXN00775,MATCHED,MATCHED,MATCHED,NONE
TXN00776,MATCHED,MATCHED,MATCHED,NONE
TXN00777,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00778,MATCHED,MATCHED,MATCHED,NONE
TXN00779,MATCHED,MATCHED,MATCHED,NONE
TXN00780,MATCHED,MATCHED,MATCHED,NONE
TXN00781,MATCHED,MATCHED,MATCHED,NONE
TXN00782,MATCHED,MATCHED,MATCHED,NONE
TXN00783,MATCHED,MATCHED,MATCHED,NONE
TXN00784,MATCHED,MATCHED,MATCHED,NONE
TXN00785,MATCHED,MATCHED,MATCHED,NONE
TXN00786,MATCHED,MATCHED,MATCHED,NONE
TXN00787,MATCHED,MATCHED,MATCHED,NONE
TXN00788,MATCHED,MATCHED,MATCHED,NONE
TXN00789,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00790,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00791,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00792,MATCHED,MATCHED,MATCHED,NONE
TXN00793,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00794,MATCHED,MATCHED,MATCHED,NONE
TXN00795,MATCHED,MATCHED,MATCHED,NONE
TXN00796,MATCHED,MATCHED,MATCHED,NONE
TXN00797,MATCHED,MATCHED,MATCHED,NONE
TXN00798,EXCEPTION,MISSING_PAYMENT,EXCEPTION,MISSING_PAYMENT
TXN00799,MATCHED,MATCHED,MATCHED,NONE
TXN00800,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00801,MATCHED,MATCHED,MATCHED,NONE
TXN00802,MATCHED,MATCHED,MATCHED,NONE
TXN00803,MATCHED,MATCHED,MATCHED,NONE
TXN00804,MATCHED,MATCHED,MATCHED,NONE
TXN00805,MATCHED,MATCHED,MATCHED,NONE
TXN00806,MATCHED,MATCHED,MATCHED,NONE
TXN00807,MATCHED,MATCHED,MATCHED,NONE
TXN00808,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00809,MATCHED,MATCHED,MATCHED,NONE
TXN00810,EXCEPTION,AMOUNT_MISMATCH,EXCEPTION,AMOUNT_MISMATCH
TXN00811,MATCHED,MATCHED,MATCHED,NONE
TXN00812,MATCHED,MATCHED,MATCHED,NONE
TXN00813,MATCHED,MATCHED,MATCHED,NONE
TXN00814,MATCHED,MATCHED,MATCHED,NONE
TXN00815,MATCHED,MATCHED,MATCHED,NONE
TXN00816,MATCHED,MATCHED,MATCHED,NONE
TXN00817,EXCEPTION,INCORRECT_FEE,EXCEPTION,INCORRECT_FEE
TXN00818,MATCHED,MATCHED,MATCHED,NONE
TXN00819,MATCHED,MATCHED,MATCHED,NONE
TXN00820,EXCEPTION,PARTIAL_SETTLEMENT,EXCEPTION,PARTIAL_SETTLEMENT
TXN00821,MATCHED,MATCHED,MATCHED,NONE
TXN00822,MATCHED,MATCHED,MATCHED,NONE
TXN00823,MATCHED,MATCHED,MATCHED,NONE
TXN00824,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00825,MATCHED,MATCHED,MATCHED,NONE
TXN00826,MATCHED,MATCHED,MATCHED,NONE
TXN00827,MATCHED,MATCHED,MATCHED,NONE
TXN00828,MATCHED,MATCHED,MATCHED,NONE
TXN00829,MATCHED,MATCHED,MATCHED,NONE
TXN00830,MATCHED,MATCHED,MATCHED,NONE
TXN00831,MATCHED,MATCHED,MATCHED,NONE
TXN00832,MATCHED,MATCHED,MATCHED,NONE
TXN00833,MATCHED,MATCHED,MATCHED,NONE
TXN00834,MATCHED,MATCHED,MATCHED,NONE
TXN00835,MATCHED,MATCHED,MATCHED,NONE
TXN00836,MATCHED,MATCHED,MATCHED,NONE
TXN00837,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00838,MATCHED,MATCHED,MATCHED,NONE
TXN00839,MATCHED,MATCHED,MATCHED,NONE
TXN00840,MATCHED,MATCHED,MATCHED,NONE
TXN00841,MATCHED,MATCHED,MATCHED,NONE
TXN00842,MATCHED,MATCHED,MATCHED,NONE
TXN00843,EXCEPTION,DUPLICATE_PAYMENT,EXCEPTION,DUPLICATE_PAYMENT
TXN00844,MATCHED,MATCHED,MATCHED,NONE
TXN00845,MATCHED,MATCHED,MATCHED,NONE
TXN00846,MATCHED,MATCHED,MATCHED,NONE
TXN00847,MATCHED,MATCHED,MATCHED,NONE
TXN00848,MATCHED,MATCHED,MATCHED,NONE
TXN00849,EXCEPTION,FAILED_PAYMENT,EXCEPTION,FAILED_PAYMENT
TXN00850,MATCHED,MATCHED,MATCHED,NONE
TXN00851,EXCEPTION,DATE_MISMATCH,EXCEPTION,DATE_MISMATCH
TXN00852,MATCHED,MATCHED,MATCHED,NONE
TXN00853,MATCHED,MATCHED,MATCHED,NONE
TXN00854,MATCHED,MATCHED,MATCHED,NONE
TXN00855,MATCHED,MATCHED,MATCHED,NONE
TXN00856,MATCHED,MATCHED,MATCHED,NONE
TXN00857,MATCHED,MATCHED,MATCHED,NONE
TXN00858,MATCHED,MATCHED,MATCHED,NONE
TXN00859,MATCHED,MATCHED,MATCHED,NONE
TXN00860,MATCHED,MATCHED,MATCHED,NONE
TXN00861,MATCHED,MATCHED,MATCHED,NONE
TXN00862,MATCHED,MATCHED,MATCHED,NONE
TXN00863,MATCHED,MATCHED,MATCHED,NONE
TXN00864,MATCHED,MATCHED,MATCHED,NONE
TXN00865,EXCEPTION,REFUND,EXCEPTION,REFUND
TXN00866,MATCHED,MATCHED,MATCHED,NONE
TXN00867,MATCHED,MATCHED,MATCHED,NONE
TXN00868,MATCHED,MATCHED,MATCHED,NONE
