transaction_id,order_id,customer_id,merchant_id,order_date,order_amount,currency,payment_method
TXN00312,ORD00312,CUST0227,MERCHANT_003,2026-03-12,3999,INR,UPI
TXN00313,ORD00313,CUST0181,MERCHANT_005,2026-01-19,999,INR,WALLET
TXN00314,ORD00314,CUST0232,MERCHANT_001,2026-01-15,1499,INR,NETBANKING
TXN00315,ORD00315,CUST0040,MERCHANT_001,2026-06-07,3999,INR,WALLET
TXN00316,ORD00316,CUST0237,MERCHANT_005,2026-05-22,7999,INR,UPI
TXN00317,ORD00317,CUST0231,MERCHANT_005,2026-06-16,799,INR,NETBANKING
TXN00318,ORD00318,CUST0244,MERCHANT_005,2026-02-08,199,INR,WALLET
TXN00319,ORD00319,CUST0053,MERCHANT_003,2026-01-22,2999,INR,CARD
TXN00320,ORD00320,CUST0021,MERCHANT_002,2026-04-23,2499,INR,CARD
TXN00321,ORD00321,CUST0187,MERCHANT_003,2026-03-14,1999,INR,WALLET
TXN00322,ORD00322,CUST0174,MERCHANT_005,2026-01-14,7999,INR,NETBANKING
TXN00323,ORD00323,CUST0034,MERCHANT_003,2026-01-25,2999,INR,WALLET
TXN00324,ORD00324,CUST0146,MERCHANT_003,2026-06-18,3999,INR,CARD
TXN00325,ORD00325,CUST0171,MERCHANT_001,2026-05-30,4999,INR,CARD
TXN00326,ORD00326,CUST0180,MERCHANT_003,2026-06-17,5999,INR,WALLET
TXN00327,ORD00327,CUST0067,MERCHANT_005,2026-01-22,999,INR,WALLET
TXN00328,ORD00328,CUST0169,MERCHANT_002,2026-06-21,5999,INR,UPI
TXN00329,ORD00329,CUST0217,MERCHANT_005,2026-04-03,199,INR,NETBANKING
TXN00330,ORD00330,CUST0159,MERCHANT_002,2026-02-24,1499,INR,WALLET
TXN00331,ORD00331,CUST0099,MERCHANT_002,2026-02-05,499,INR,UPI
TXN00332,ORD00332,CUST0152,MERCHANT_001,2026-05-10,7999,INR,UPI
TXN00333,ORD00333,CUST0173,MERCHANT_005,2026-02-03,3999,INR,WALLET
TXN00334,ORD00334,CUST0079,MERCHANT_002,2026-02-16,9999,INR,CARD
TXN00335,ORD00335,CUST0225,MERCHANT_001,2026-04-16,1499,INR,CARD
TXN00336,ORD00336,CUST0228,MERCHANT_005,2026-03-14,7999,INR,WALLET
TXN00337,ORD00337,CUST0120,MERCHANT_005,2026-03-03,999,INR,WALLET
TXN00338,ORD00338,CUST0100,MERCHANT_003,2026-06-23,3999,INR,WALLET
TXN00339,ORD00339,CUST0237,MERCHANT_003,2026-04-08,2999,INR,WALLET
TXN00340,ORD00340,CUST0083,MERCHANT_002,2026-06-04,499,INR,NETBANKING
TXN00341,ORD00341,CUST0027,MERCHANT_004,2026-04-06,2999,INR,UPI
TXN00342,ORD00342,CUST0265,MERCHANT_001,2026-03-14,299,INR,CARD
TXN00343,ORD00343,CUST0140,MERCHANT_004,2026-05-12,499,INR,WALLET
TXN00344,ORD00344,CUST0047,MERCHANT_002,2026-04-26,1499,INR,UPI
TXN00345,ORD00345,CUST0213,MERCHANT_001,2026-04-12,2999,INR,NETBANKING
TXN00346,ORD00346,CUST0121,MERCHANT_004,2026-01-21,1499,INR,CARD
TXN00347,ORD00347,CUST0015,MERCHANT_003,2026-01-26,9999,INR,NETBANKING
TXN00348,ORD00348,CUST0075,MERCHANT_002,2026-01-10,999,INR,WALLET
TXN00349,ORD00349,CUST0072,MERCHANT_004,2026-04-25,3999,INR,UPI
TXN00350,ORD00350,CUST0041,MERCHANT_001,2026-03-07,799,INR,CARD
TXN00351,ORD00351,CUST0281,MERCHANT_005,2026-05-16,1999,INR,UPI
TXN00352,ORD00352,CUST0148,MERCHANT_002,2026-03-19,299,INR,UPI
TXN00353,ORD00353,CUST0123,MERCHANT_004,2026-06-13,7999,INR,WALLET
TXN00354,ORD00354,CUST0033,MERCHANT_001,2026-05-08,3999,INR,UPI
TXN00355,ORD00355,CUST0264,MERCHANT_005,2026-03-03,5999,INR,CARD
TXN00356,ORD00356,CUST0150,MERCHANT_004,2026-01-01,3999,INR,NETBANKING
TXN00357,ORD00357,CUST0124,MERCHANT_005,2026-04-17,499,INR,UPI
TXN00358,ORD00358,CUST0269,MERCHANT_003,2026-01-18,2999,INR,UPI
TXN00359,ORD00359,CUST0200,MERCHANT_004,2026-01-12,4999,INR,WALLET
TXN00360,ORD00360,CUST0192,MERCHANT_003,2026-01-05,1499,INR,UPI
TXN00361,ORD00361,CUST0177,MERCHANT_002,2026-06-18,4999,INR,UPI
TXN00362,ORD00362,CUST0298,MERCHANT_003,2026-02-04,199,INR,NETBANKING
TXN00363,ORD00363,CUST0280,MERCHANT_003,2026-06-14,499,INR,WALLET
TXN00364,ORD00364,CUST0246,MERCHANT_002,2026-02-04,299,INR,WALLET
TXN00365,ORD00365,CUST0019,MERCHANT_003,2026-02-21,199,INR,CARD
TXN00366,ORD00366,CUST0022,MERCHANT_003,2026-03-21,2999,INR,WALLET
TXN00367,ORD00367,CUST0279,MERCHANT_004,2026-03-06,199,INR,CARD
TXN00368,ORD00368,CUST0147,MERCHANT_003,2026-01-13,9999,INR,NETBANKING
TXN00369,ORD00369,CUST0140,MERCHANT_001,2026-04-05,1999,INR,WALLET
TXN00370,ORD00370,CUST0226,MERCHANT_004,2026-03-28,499,INR,WALLET
TXN00371,ORD00371,CUST0255,MERCHANT_003,2026-05-13,999,INR,UPI
TXN00372,ORD00372,CUST0218,MERCHANT_001,2026-04-21,3999,INR,CARD
TXN00373,ORD00373,CUST0280,MERCHANT_003,2026-03-24,299,INR,UPI
TXN00374,ORD00374,CUST0168,MERCHANT_003,2026-03-20,2499,INR,WALLET
TXN00375,ORD00375,CUST0086,MERCHANT_004,2026-03-31,2499,INR,UPI
TXN00376,ORD00376,CUST0181,MERCHANT_005,2026-04-22,999,INR,UPI
TXN00377,ORD00377,CUST0039,MERCHANT_004,2026-04-04,2999,INR,CARD
TXN00378,ORD00378,CUST0016,MERCHANT_002,2026-06-05,4999,INR,WALLET
TXN00379,ORD00379,CUST0018,MERCHANT_002,2026-01-18,799,INR,NETBANKING
TXN00380,ORD00380,CUST0186,MERCHANT_004,2026-05-26,199,INR,CARD
TXN00381,ORD00381,CUST0231,MERCHANT_003,2026-04-06,2499,INR,UPI
TXN00382,ORD00382,CUST0294,MERCHANT_002,2026-05-16,1499,INR,WALLET
TXN00383,ORD00383,CUST0161,MERCHANT_003,2026-03-05,299,INR,UPI
TXN00384,ORD00384,CUST0096,MERCHANT_004,2026-05-13,1999,INR,UPI
TXN00385,ORD00385,CUST0135,MERCHANT_003,2026-06-30,2499,INR,CARD
TXN00386,ORD00386,CUST0147,MERCHANT_004,2026-02-21,299,INR,CARD
TXN00387,ORD00387,CUST0038,MERCHANT_004,2026-02-14,5999,INR,WALLET
TXN00388,ORD00388,CUST0045,MERCHANT_003,2026-06-20,1499,INR,UPI
TXN00389,ORD00389,CUST0282,MERCHANT_005,2026-03-16,999,INR,CARD
TXN00390,ORD00390,CUST0090,MERCHANT_003,2026-05-11,799,INR,UPI
TXN00391,ORD00391,CUST0103,MERCHANT_002,2026-03-02,7999,INR,WALLET
TXN00392,ORD00392,CUST0014,MERCHANT_003,2026-05-22,3999,INR,NETBANKING
TXN00393,ORD00393,CUST0240,MERCHANT_005,2026-02-03,3999,INR,UPI
TXN00394,ORD00394,CUST0034,MERCHANT_003,2026-04-12,5999,INR,WALLET
TXN00395,ORD00395,CUST0270,MERCHANT_004,2026-04-15,9999,INR,UPI
TXN00396,ORD00396,CUST0065,MERCHANT_003,2026-06-14,299,INR,WALLET
TXN00397,ORD00397,CUST0239,MERCHANT_005,2026-03-30,499,INR,CARD
TXN00398,ORD00398,CUST0067,MERCHANT_004,2026-05-09,9999,INR,UPI
TXN00399,ORD00399,CUST0064,MERCHANT_005,2026-02-09,999,INR,CARD
TXN00400,ORD00400,CUST0083,MERCHANT_003,2026-02-27,1499,INR,NETBANKING
TXN00401,ORD00401,CUST0041,MERCHANT_003,2026-02-20,4999,INR,NETBANKING
TXN00402,ORD00402,CUST0065,MERCHANT_003,2026-06-07,2999,INR,UPI
TXN00403,ORD00403,CUST0258,MERCHANT_002,2026-06-01,3999,INR,CARD
TXN00404,ORD00404,CUST0088,MERCHANT_005,2026-06-04,1499,INR,UPI
TXN00405,ORD00405,CUST0015,MERCHANT_001,2026-01-12,4999,INR,NETBANKING
TXN00406,ORD00406,CUST0108,MERCHANT_005,2026-04-17,3999,INR,UPI
TXN00407,ORD00407,CUST0255,MERCHANT_005,2026-03-16,4999,INR,NETBANKING
TXN00408,ORD00408,CUST0248,MERCHANT_002,2026-06-25,1999,INR,NETBANKING
TXN00409,ORD00409,CUST0233,MERCHANT_001,2026-06-26,199,INR,CARD
TXN00410,ORD00410,CUST0226,MERCHANT_004,2026-05-04,2499,INR,CARD
TXN00411,ORD00411,CUST0175,MERCHANT_005,2026-02-06,1499,INR,NETBANKING
TXN00412,ORD00412,CUST0177,MERCHANT_004,2026-02-03,7999,INR,NETBANKING
TXN00413,ORD00413,CUST0264,MERCHANT_005,2026-01-28,1499,INR,CARD
TXN00414,ORD00414,CUST0239,MERCHANT_001,2026-03-10,2499,INR,CARD
TXN00415,ORD00415,CUST0073,MERCHANT_001,2026-01-13,999,INR,WALLET
TXN00416,ORD00416,CUST0215,MERCHANT_002,2026-02-10,9999,INR,NETBANKING
TXN00417,ORD00417,CUST0296,MERCHANT_003,2026-02-18,7999,INR,CARD
TXN00418,ORD00418,CUST0256,MERCHANT_005,2026-04-30,2499,INR,NETBANKING
TXN00419,ORD00419,CUST0255,MERCHANT_001,2026-01-24,1999,INR,WALLET
TXN00420,ORD00420,CUST0124,MERCHANT_002,2026-05-30,1499,INR,UPI
TXN00421,ORD00421,CUST0026,MERCHANT_003,2026-05-07,3999,INR,WALLET
TXN00422,ORD00422,CUST0147,MERCHANT_005,2026-01-03,9999,INR,UPI
TXN00423,ORD00423,CUST0221,MERCHANT_002,2026-03-09,5999,INR,NETBANKING
TXN00424,ORD00424,CUST0207,MERCHANT_003,2026-01-12,1999,INR,UPI
TXN00425,ORD00425,CUST0292,MERCHANT_005,2026-02-19,1499,INR,NETBANKING
TXN00426,ORD00426,CUST0038,MERCHANT_004,2026-05-10,2499,INR,NETBANKING
TXN00427,ORD00427,CUST0061,MERCHANT_002,2026-01-25,1999,INR,NETBANKING
TXN00428,ORD00428,CUST0174,MERCHANT_005,2026-04-04,7999,INR,CARD
TXN00429,ORD00429,CUST0102,MERCHANT_005,2026-05-11,1999,INR,UPI
TXN00430,ORD00430,CUST0024,MERCHANT_001,2026-02-05,5999,INR,NETBANKING
TXN00431,ORD00431,CUST0243,MERCHANT_005,2026-04-27,499,INR,CARD
TXN00432,ORD00432,CUST0168,MERCHANT_005,2026-03-23,499,INR,WALLET
TXN00433,ORD00433,CUST0154,MERCHANT_005,2026-03-28,2999,INR,WALLET
TXN00434,ORD00434,CUST0289,MERCHANT_003,2026-05-02,9999,INR,UPI
TXN00435,ORD00435,CUST0189,MERCHANT_003,2026-06-22,299,INR,WALLET
TXN00436,ORD00436,CUST0299,MERCHANT_003,2026-06-26,4999,INR,UPI
TXN00437,ORD00437,CUST0243,MERCHANT_003,2026-06-17,7999,INR,CARD
TXN00438,ORD00438,CUST0027,MERCHANT_005,2026-05-03,499,INR,WALLET
TXN00439,ORD00439,CUST0076,MERCHANT_002,2026-01-09,3999,INR,UPI
TXN00440,ORD00440,CUST0098,MERCHANT_001,2026-04-23,1499,INR,WALLET
TXN00441,ORD00441,CUST0078,MERCHANT_004,2026-06-26,799,INR,WALLET
TXN00442,ORD00442,CUST0257,MERCHANT_005,2026-05-01,9999,INR,UPI
TXN00443,ORD00443,CUST0071,MERCHANT_005,2026-02-23,2999,INR,NETBANKING
TXN00444,ORD00444,CUST0245,MERCHANT_005,2026-04-07,1499,INR,CARD
TXN00445,ORD00445,CUST0236,MERCHANT_005,2026-03-29,2999,INR,NETBANKING
TXN00446,ORD00446,CUST0136,MERCHANT_005,2026-05-04,799,INR,CARD
TXN00447,ORD00447,CUST0143,MERCHANT_005,2026-03-18,799,INR,NETBANKING
TXN00448,ORD00448,CUST0148,MERCHANT_002,2026-06-26,5999,INR,WALLET
TXN00449,ORD00449,CUST0163,MERCHANT_004,2026-03-31,2999,INR,NETBANKING
TXN00450,ORD00450,CUST0148,MERCHANT_001,2026-05-27,4999,INR,WALLET
TXN00451,ORD00451,CUST0203,MERCHANT_003,2026-02-07,999,INR,UPI
TXN00452,ORD00452,CUST0148,MERCHANT_001,2026-03-30,2499,INR,NETBANKING
TXN00453,ORD00453,CUST0246,MERCHANT_002,2026-02-21,9999,INR,NETBANKING
TXN00454,ORD00454,CUST0288,MERCHANT_003,2026-02-05,299,INR,CARD
TXN00455,ORD00455,CUST0125,MERCHANT_001,2026-06-21,2999,INR,CARD
TXN00456,ORD00456,CUST0120,MERCHANT_001,2026-01-26,1999,INR,NETBANKING
TXN00457,ORD00457,CUST0242,MERCHANT_001,2026-06-24,7999,INR,CARD
TXN00458,ORD00458,CUST0003,MERCHANT_005,2026-02-10,1999,INR,WALLET
TXN00459,ORD00459,CUST0245,MERCHANT_002,2026-03-15,1499,INR,NETBANKING
TXN00460,ORD00460,CUST0031,MERCHANT_001,2026-06-16,3999,INR,CARD
TXN00461,ORD00461,CUST0274,MERCHANT_001,2026-02-14,1999,INR,CARD
TXN00462,ORD00462,CUST0019,MERCHANT_004,2026-05-07,499,INR,NETBANKING
TXN00463,ORD00463,CUST0020,MERCHANT_001,2026-03-18,3999,INR,UPI
TXN00464,ORD00464,CUST0172,MERCHANT_003,2026-04-27,4999,INR,WALLET
TXN00465,ORD00465,CUST0069,MERCHANT_005,2026-04-30,999,INR,CARD
TXN00466,ORD00466,CUST0058,MERCHANT_003,2026-02-11,5999,INR,WALLET
TXN00467,ORD00467,CUST0132,MERCHANT_002,2026-01-04,5999,INR,NETBANKING
TXN00468,ORD00468,CUST0152,MERCHANT_005,2026-06-22,7999,INR,CARD
TXN00469,ORD00469,CUST0090,MERCHANT_005,2026-06-13,1999,INR,WALLET
TXN00470,ORD00470,CUST0264,MERCHANT_003,2026-01-23,1999,INR,UPI
TXN00471,ORD00471,CUST0095,MERCHANT_002,2026-05-03,1499,INR,CARD
TXN00472,ORD00472,CUST0004,MERCHANT_003,2026-04-09,799,INR,WALLET
TXN00473,ORD00473,CUST0137,MERCHANT_003,2026-03-19,3999,INR,UPI
TXN00474,ORD00474,CUST0134,MERCHANT_003,2026-06-27,799,INR,UPI
TXN00475,ORD00475,CUST0061,MERCHANT_004,2026-03-20,499,INR,WALLET
TXN00476,ORD00476,CUST0258,MERCHANT_003,2026-06-26,299,INR,NETBANKING
TXN00477,ORD00477,CUST0189,MERCHANT_005,2026-02-26,799,INR,CARD
TXN00478,ORD00478,CUST0245,MERCHANT_002,2026-04-27,5999,INR,NETBANKING
TXN00479,ORD00479,CUST0213,MERCHANT_005,2026-05-01,7999,INR,CARD
TXN00480,ORD00480,CUST0127,MERCHANT_005,2026-01-21,2999,INR,WALLET
TXN00481,ORD00481,CUST0271,MERCHANT_003,2026-01-20,3999,INR,UPI
TXN00482,ORD00482,CUST0032,MERCHANT_005,2026-05-10,799,INR,CARD
TXN00483,ORD00483,CUST0085,MERCHANT_003,2026-05-14,2499,INR,UPI
TXN00484,ORD00484,CUST0106,MERCHANT_005,2026-05-06,299,INR,WALLET
TXN00485,ORD00485,CUST0029,MERCHANT_004,2026-02-03,2999,INR,WALLET
TXN00486,ORD00486,CUST0234,MERCHANT_005,2026-01-15,2999,INR,WALLET
TXN00487,ORD00487,CUST0158,MERCHANT_001,2026-04-12,999,INR,UPI
TXN00488,ORD00488,CUST0112,MERCHANT_005,2026-01-19,199,INR,WALLET
TXN00489,ORD00489,CUST0177,MERCHANT_001,2026-05-19,199,INR,UPI
TXN00490,ORD00490,CUST0242,MERCHANT_001,2026-03-15,1999,INR,CARD
TXN00491,ORD00491,CUST0070,MERCHANT_004,2026-04-06,1999,INR,WALLET
TXN00492,ORD00492,CUST0194,MERCHANT_004,2026-01-21,4999,INR,CARD
TXN00493,ORD00493,CUST0179,MERCHANT_001,2026-02-15,2999,INR,WALLET
TXN00494,ORD00494,CUST0271,MERCHANT_002,2026-02-27,9999,INR,UPI
TXN00495,ORD00495,CUST0012,MERCHANT_003,2026-04-29,4999,INR,WALLET
TXN00496,ORD00496,CUST0273,MERCHANT_004,2026-02-28,799,INR,WALLET
TXN00497,ORD00497,CUST0178,MERCHANT_002,2026-03-12,799,INR,UPI
TXN00498,ORD00498,CUST0017,MERCHANT_004,2026-06-07,7999,INR,UPI
TXN00499,ORD00499,CUST0124,MERCHANT_002,2026-01-18,299,INR,UPI
TXN00500,ORD00500,CUST0229,MERCHANT_005,2026-06-22,5999,INR,UPI
TXN00501,ORD00501,CUST0126,MERCHANT_001,2026-04-13,2499,INR,CARD
TXN00502,ORD00502,CUST0277,MERCHANT_002,2026-01-15,499,INR,NETBANKING
TXN00503,ORD00503,CUST0120,MERCHANT_005,2026-03-23,3999,INR,NETBANKING
TXN00504,ORD00504,CUST0122,MERCHANT_003,2026-02-06,4999,INR,CARD
TXN00505,ORD00505,CUST0212,MERCHANT_003,2026-03-12,199,INR,CARD
TXN00506,ORD00506,CUST0219,MERCHANT_005,2026-05-07,199,INR,NETBANKING
TXN00507,ORD00507,CUST0196,MERCHANT_005,2026-03-23,5999,INR,WALLET
TXN00508,ORD00508,CUST0210,MERCHANT_002,2026-03-18,1999,INR,CARD
TXN00509,ORD00509,CUST0276,MERCHANT_004,2026-03-03,9999,INR,CARD
TXN00510,ORD00510,CUST0154,MERCHANT_002,2026-04-29,199,INR,WALLET
TXN00511,ORD00511,CUST0214,MERCHANT_005,2026-05-16,499,INR,WALLET
TXN00512,ORD00512,CUST0125,MERCHANT_003,2026-02-22,1499,INR,UPI
TXN00513,ORD00513,CUST0231,MERCHANT_003,2026-01-24,2999,INR,CARD
TXN00514,ORD00514,CUST0027,MERCHANT_003,2026-04-07,4999,INR,UPI
TXN00515,ORD00515,CUST0038,MERCHANT_002,2026-05-31,5999,INR,CARD
TXN00516,ORD00516,CUST0246,MERCHANT_002,2026-03-27,999,INR,UPI
TXN00517,ORD00517,CUST0109,MERCHANT_002,2026-01-31,5999,INR,WALLET
TXN00518,ORD00518,CUST0125,MERCHANT_005,2026-06-30,799,INR,WALLET
TXN00519,ORD00519,CUST0123,MERCHANT_005,2026-03-24,7999,INR,NETBANKING
TXN00520,ORD00520,CUST0195,MERCHANT_004,2026-05-17,4999,INR,NETBANKING
TXN00521,ORD00521,CUST0158,MERCHANT_003,2026-04-03,2999,INR,WALLET
TXN00522,ORD00522,CUST0239,MERCHANT_001,2026-05-01,7999,INR,NETBANKING
TXN00523,ORD00523,CUST0105,MERCHANT_003,2026-03-22,1999,INR,UPI
TXN00524,ORD00524,CUST0289,MERCHANT_002,2026-02-07,199,INR,NETBANKING
TXN00525,ORD00525,CUST0284,MERCHANT_005,2026-05-29,5999,INR,WALLET
TXN00526,ORD00526,CUST0152,MERCHANT_002,2026-02-20,1499,INR,CARD
TXN00527,ORD00527,CUST0195,MERCHANT_005,2026-03-04,2499,INR,NETBANKING
TXN00528,ORD00528,CUST0132,MERCHANT_004,2026-06-14,5999,INR,WALLET
TXN00529,ORD00529,CUST0236,MERCHANT_002,2026-04-01,499,INR,CARD
TXN00530,ORD00530,CUST0280,MERCHANT_004,2026-02-17,2999,INR,UPI
TXN00531,ORD00531,CUST0269,MERCHANT_001,2026-01-20,9999,INR,UPI
TXN00532,ORD00532,CUST0004,MERCHANT_004,2026-02-05,9999,INR,CARD
TXN00533,ORD00533,CUST0035,MERCHANT_002,2026-01-03,799,INR,WALLET
TXN00534,ORD00534,CUST0192,MERCHANT_001,2026-06-08,4999,INR,WALLET
TXN00535,ORD00535,CUST0250,MERCHANT_001,2026-01-02,2999,INR,WALLET
TXN00536,ORD00536,CUST0007,MERCHANT_001,2026-05-16,5999,INR,NETBANKING
TXN00537,ORD00537,CUST0275,MERCHANT_003,2026-01-05,2999,INR,WALLET
TXN00538,ORD00538,CUST0092,MERCHANT_001,2026-01-25,2999,INR,CARD
TXN00539,ORD00539,CUST0124,MERCHANT_002,2026-06-08,2999,INR,NETBANKING
TXN00540,ORD00540,CUST0182,MERCHANT_003,2026-04-12,299,INR,NETBANKING
TXN00541,ORD00541,CUST0208,MERCHANT_004,2026-05-25,799,INR,CARD
TXN00542,ORD00542,CUST0154,MERCHANT_001,2026-06-17,9999,INR,UPI
TXN00543,ORD00543,CUST0048,MERCHANT_004,2026-04-08,1999,INR,WALLET
TXN00544,ORD00544,CUST0029,MERCHANT_001,2026-06-29,499,INR,UPI
TXN00545,ORD00545,CUST0256,MERCHANT_004,2026-06-15,7999,INR,NETBANKING
TXN00546,ORD00546,CUST0290,MERCHANT_001,2026-05-16,199,INR,CARD
TXN00547,ORD00547,CUST0109,MERCHANT_005,2026-05-02,999,INR,UPI
TXN00548,ORD00548,CUST0039,MERCHANT_003,2026-05-20,3999,INR,UPI
TXN00549,ORD00549,CUST0092,MERCHANT_003,2026-01-05,799,INR,CARD
TXN00550,ORD00550,CUST0204,MERCHANT_001,2026-03-18,499,INR,CARD
TXN00551,ORD00551,CUST0291,MERCHANT_004,2026-06-23,2999,INR,NETBANKING
TXN00552,ORD00552,CUST0197,MERCHANT_002,2026-06-26,5999,INR,UPI
TXN00553,ORD00553,CUST0257,MERCHANT_003,2026-01-14,299,INR,WALLET
TXN00554,ORD00554,CUST0119,MERCHANT_001,2026-03-29,3999,INR,WALLET
TXN00555,ORD00555,CUST0168,MERCHANT_001,2026-06-12,999,INR,WALLET
TXN00556,ORD00556,CUST0252,MERCHANT_002,2026-04-02,2999,INR,WALLET
TXN00557,ORD00557,CUST0222,MERCHANT_002,2026-06-24,3999,INR,WALLET
TXN00558,ORD00558,CUST0044,MERCHANT_005,2026-03-17,7999,INR,CARD
TXN00559,ORD00559,CUST0038,MERCHANT_001,2026-03-10,499,INR,WALLET
TXN00560,ORD00560,CUST0079,MERCHANT_004,2026-03-23,1499,INR,UPI
TXN00561,ORD00561,CUST0047,MERCHANT_001,2026-03-20,2499,INR,NETBANKING
TXN00562,ORD00562,CUST0139,MERCHANT_001,2026-02-03,299,INR,CARD
TXN00563,ORD00563,CUST0221,MERCHANT_004,2026-05-23,2999,INR,WALLET
TXN00564,ORD00564,CUST0053,MERCHANT_001,2026-01-23,1499,INR,UPI
TXN00565,ORD00565,CUST0167,MERCHANT_004,2026-01-04,999,INR,WALLET
TXN00566,ORD00566,CUST0199,MERCHANT_001,2026-05-24,799,INR,CARD
TXN00567,ORD00567,CUST0195,MERCHANT_002,2026-02-05,999,INR,NETBANKING
TXN00568,ORD00568,CUST0138,MERCHANT_004,2026-02-07,299,INR,CARD
TXN00569,ORD00569,CUST0223,MERCHANT_003,2026-04-18,999,INR,WALLET
TXN00570,ORD00570,CUST0040,MERCHANT_003,2026-03-06,799,INR,WALLET
TXN00571,ORD00571,CUST0101,MERCHANT_004,2026-01-28,499,INR,NETBANKING
TXN00572,ORD00572,CUST0004,MERCHANT_004,2026-03-27,9999,INR,WALLET
TXN00573,ORD00573,CUST0169,MERCHANT_004,2026-03-27,1999,INR,CARD
TXN00574,ORD00574,CUST0154,MERCHANT_003,2026-06-04,5999,INR,CARD
TXN00575,ORD00575,CUST0246,MERCHANT_003,2026-02-15,1999,INR,NETBANKING
TXN00576,ORD00576,CUST0150,MERCHANT_004,2026-05-28,7999,INR,CARD
TXN00577,ORD00577,CUST0167,MERCHANT_004,2026-03-13,9999,INR,WALLET
TXN00578,ORD00578,CUST0187,MERCHANT_001,2026-05-25,799,INR,CARD
TXN00579,ORD00579,CUST0282,MERCHANT_001,2026-04-29,5999,INR,CARD
TXN00580,ORD00580,CUST0225,MERCHANT_003,2026-06-27,299,INR,WALLET
TXN00581,ORD00581,CUST0256,MERCHANT_002,2026-06-12,999,INR,CARD
TXN00582,ORD00582,CUST0130,MERCHANT_002,2026-04-19,7999,INR,WALLET
TXN00583,ORD00583,CUST0038,MERCHANT_004,2026-06-03,2499,INR,WALLET
TXN00584,ORD00584,CUST0274,MERCHANT_005,2026-06-27,1999,INR,UPI
TXN00585,ORD00585,CUST0185,MERCHANT_005,2026-06-02,4999,INR,UPI
TXN00586,ORD00586,CUST0056,MERCHANT_002,2026-06-18,4999,INR,NETBANKING
TXN00587,ORD00587,CUST0086,MERCHANT_005,2026-01-12,3999,INR,WALLET
TXN00588,ORD00588,CUST0170,MERCHANT_004,2026-01-28,199,INR,UPI
TXN00589,ORD00589,CUST0133,MERCHANT_002,2026-05-11,5999,INR,CARD
TXN00590,ORD00590,CUST0229,MERCHANT_003,2026-04-11,2499,INR,CARD
TXN00591,ORD00591,CUST0177,MERCHANT_001,2026-05-04,299,INR,NETBANKING
TXN00592,ORD00592,CUST0213,MERCHANT_001,2026-01-30,9999,INR,CARD
TXN00593,ORD00593,CUST0179,MERCHANT_003,2026-03-29,2499,INR,CARD
TXN00594,ORD00594,CUST0267,MERCHANT_004,2026-03-31,2499,INR,UPI
TXN00595,ORD00595,CUST0225,MERCHANT_004,2026-03-23,299,INR,NETBANKING
TXN00596,ORD00596,CUST0023,MERCHANT_001,2026-01-06,9999,INR,NETBANKING
TXN00597,ORD00597,CUST0056,MERCHANT_002,2026-03-04,2999,INR,CARD
TXN00598,ORD00598,CUST0283,MERCHANT_002,2026-03-26,2999,INR,WALLET
TXN00599,ORD00599,CUST0237,MERCHANT_002,2026-04-14,4999,INR,CARD
TXN00600,ORD00600,CUST0096,MERCHANT_004,2026-04-12,199,INR,CARD
TXN00601,ORD00601,CUST0231,MERCHANT_005,2026-04-20,1999,INR,UPI
TXN00602,ORD00602,CUST0110,MERCHANT_002,2026-03-13,7999,INR,UPI
TXN00603,ORD00603,CUST0296,MERCHANT_001,2026-05-18,499,INR,NETBANKING
TXN00604,ORD00604,CUST0167,MERCHANT_002,2026-04-28,299,INR,NETBANKING
TXN00605,ORD00605,CUST0251,MERCHANT_005,2026-06-13,1499,INR,WALLET
TXN00606,ORD00606,CUST0201,MERCHANT_005,2026-01-30,1499,INR,NETBANKING
TXN00607,ORD00607,CUST0235,MERCHANT_005,2026-02-14,9999,INR,NETBANKING
TXN00608,ORD00608,CUST0044,MERCHANT_002,2026-03-22,299,INR,CARD
TXN00609,ORD00609,CUST0157,MERCHANT_001,2026-02-16,1499,INR,CARD
TXN00610,ORD00610,CUST0262,MERCHANT_004,2026-04-18,3999,INR,CARD
TXN00611,ORD00611,CUST0295,MERCHANT_004,2026-04-19,499,INR,WALLET
TXN00612,ORD00612,CUST0276,MERCHANT_002,2026-05-23,499,INR,WALLET
TXN00613,ORD00613,CUST0148,MERCHANT_002,2026-02-17,1499,INR,WALLET
TXN00614,ORD00614,CUST0028,MERCHANT_003,2026-01-03,2499,INR,CARD
TXN00615,ORD00615,CUST0100,MERCHANT_004,2026-05-24,2999,INR,WALLET
TXN00616,ORD00616,CUST0210,MERCHANT_004,2026-04-17,5999,INR,WALLET
TXN00617,ORD00617,CUST0251,MERCHANT_002,2026-01-22,3999,INR,UPI
TXN00618,ORD00618,CUST0113,MERCHANT_003,2026-01-09,999,INR,CARD
TXN00619,ORD00619,CUST0276,MERCHANT_003,2026-02-13,7999,INR,WALLET
TXN00620,ORD00620,CUST0290,MERCHANT_004,2026-05-21,2999,INR,UPI
TXN00621,ORD00621,CUST0294,MERCHANT_001,2026-03-10,7999,INR,NETBANKING
TXN00622,ORD00622,CUST0278,MERCHANT_001,2026-04-23,2999,INR,CARD
TXN00623,ORD00623,CUST0218,MERCHANT_001,2026-06-17,7999,INR,CARD
TXN00624,ORD00624,CUST0153,MERCHANT_001,2026-04-26,999,INR,NETBANKING
