settlement_id,transaction_id,merchant_id,settlement_date,gross_amount,fee,tax,adjustment,refund,chargeback,net_amount,settlement_status,settlement_reference,currency
SET00202,TXN00202,MERCHANT_002,2026-04-10,799.0,11.98,2.16,0.0,0.0,0.0,784.86,SETTLED,SET00202,INR
SET00204,TXN00204,MERCHANT_003,2026-03-20,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,SETTLED,SET00204,INR
SET00205,TXN00205,MERCHANT_004,2026-05-20,2499.0,24.99,4.5,0.0,0.0,0.0,2469.51,SETTLED,SET00205,INR
SET00206,TXN00206,MERCHANT_005,2026-05-21,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,SETTLED,SET00206,INR
SET00207,TXN00207,MERCHANT_002,2026-07-01,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00207,INR
SET00208,TXN00208,MERCHANT_004,2026-01-14,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,SETTLED,SET00208,INR
SET00209,TXN00209,MERCHANT_004,2026-06-20,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,SETTLED,SET00209,INR
SET00210,TXN00210,MERCHANT_001,2026-02-04,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,SETTLED,SET00210,INR
SET00211,TXN00211,MERCHANT_004,2026-01-28,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,SETTLED,SET00211,INR
SET00212,TXN00212,MERCHANT_002,2026-04-16,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00212,INR
SET00213,TXN00213,MERCHANT_004,2026-03-10,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,SETTLED,SET00213,INR
SET00214,TXN00214,MERCHANT_003,2026-06-23,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,SETTLED,SET00214,INR
SET00215,TXN00215,MERCHANT_004,2026-05-22,199.0,2.39,0.43,0.0,0.0,0.0,196.18,SETTLED,SET00215,INR
SET00216,TXN00216,MERCHANT_003,2026-03-03,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00216,INR
SET00217,TXN00217,MERCHANT_001,2026-06-13,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,SETTLED,SET00217,INR
SET00218,TXN00218,MERCHANT_002,2026-06-29,999.0,19.98,3.6,0.0,0.0,0.0,975.42,SETTLED,SET00218,INR
SET00219,TXN00219,MERCHANT_003,2026-01-18,999.0,11.99,2.16,0.0,0.0,0.0,984.85,SETTLED,SET00219,INR
SET00220,TXN00220,MERCHANT_004,2026-02-08,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00220,INR
SET00221,TXN00221,MERCHANT_002,2026-02-14,499.0,8.98,1.62,0.0,0.0,0.0,488.4,SETTLED,SET00221,INR
SET00223,TXN00223,MERCHANT_002,2026-03-04,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,SETTLED,SET00223,INR
SET00224,TXN00224,MERCHANT_003,2026-06-22,199.0,2.39,0.43,0.0,0.0,0.0,196.18,SETTLED,SET00224,INR
SET00225,TXN00225,MERCHANT_005,2026-02-11,299.0,3.59,0.65,0.0,0.0,0.0,294.76,SETTLED,SET00225,INR
SET00226,TXN00226,MERCHANT_005,2026-03-21,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,SETTLED,SET00226,INR
SET00227,TXN00227,MERCHANT_004,2026-03-21,799.0,7.99,1.44,0.0,0.0,0.0,789.57,SETTLED,SET00227,INR
SET00228,TXN00228,MERCHANT_001,2026-03-04,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00228,INR
SET00229,TXN00229,MERCHANT_003,2026-06-30,999.0,17.98,3.24,0.0,0.0,0.0,977.78,SETTLED,SET00229,INR
SET00230,TXN00230,MERCHANT_003,2026-01-04,3999.0,59.98,10.8,0.0,0.0,0.0,3199.2,SETTLED,SET00230,INR
SET00231,TXN00231,MERCHANT_003,2026-03-01,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,SETTLED,SET00231,INR
SET00232,TXN00232,MERCHANT_002,2026-06-09,999.0,11.99,2.16,0.0,0.0,0.0,984.85,SETTLED,SET00232,INR
SET00233,TXN00233,MERCHANT_001,2026-03-23,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00233,INR
SET00234,TXN00234,MERCHANT_005,2026-04-05,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00234,INR
SET00235,TXN00235,MERCHANT_003,2026-03-26,5999.0,89.98,16.2,0.0,0.0,0.0,5892.82,SETTLED,SET00235,INR
SET00236,TXN00236,MERCHANT_002,2026-02-06,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,SETTLED,SET00236,INR
SET00237,TXN00237,MERCHANT_005,2026-03-13,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,SETTLED,SET00237,INR
SET00238,TXN00238,MERCHANT_004,2026-03-18,5999.0,59.99,10.8,0.0,0.0,0.0,5928.21,SETTLED,SET00238,INR
SET00239,TXN00239,MERCHANT_004,2026-01-21,499.0,7.48,1.35,0.0,0.0,0.0,490.17,SETTLED,SET00239,INR
SET00240,TXN00240,MERCHANT_005,2026-04-05,299.0,5.98,1.08,0.0,0.0,0.0,291.94,SETTLED,SET00240,INR
SET00241,TXN00241,MERCHANT_003,2026-05-19,299.0,2.99,0.54,0.0,0.0,0.0,295.47,SETTLED,SET00241,INR
SET00242,TXN00242,MERCHANT_003,2026-05-31,1999.0,39.98,7.2,0.0,0.0,0.0,999.5,SETTLED,SET00242,INR
SET00243,TXN00243,MERCHANT_002,2026-05-03,199.0,2.98,0.54,0.0,0.0,0.0,195.48,SETTLED,SET00243,INR
SET00244,TXN00244,MERCHANT_001,2026-06-15,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00244,INR
SET00245,TXN00245,MERCHANT_004,2026-02-01,499.0,9.98,1.8,0.0,0.0,0.0,487.22,SETTLED,SET00245,INR
SET00246,TXN00246,MERCHANT_003,2026-05-09,299.0,2.99,0.54,0.0,0.0,0.0,295.47,SETTLED,SET00246,INR
SET00247,TXN00247,MERCHANT_005,2026-02-06,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00247,INR
SET00248,TXN00248,MERCHANT_005,2026-04-19,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,SETTLED,SET00248,INR
SET00249,TXN00249,MERCHANT_001,2026-05-07,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00249,INR
SET00250,TXN00250,MERCHANT_001,2026-06-27,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,SETTLED,SET00250,INR
SET00251,TXN00251,MERCHANT_004,2026-03-04,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,SETTLED,SET00251,INR
SET00252,TXN00252,MERCHANT_003,2026-05-21,4999.0,89.98,16.2,-500.0,0.0,0.0,4392.82,SETTLED,SET00252,INR
SET00253,TXN00253,MERCHANT_004,2026-03-13,799.0,11.98,2.16,0.0,0.0,0.0,784.86,SETTLED,SET00253,INR
SET00254,TXN00254,MERCHANT_001,2026-06-21,799.0,11.98,2.16,0.0,0.0,0.0,784.86,SETTLED,SET00254,INR
SET00255,TXN00255,MERCHANT_003,2026-03-07,499.0,4.99,0.9,0.0,0.0,0.0,493.11,SETTLED,SET00255,INR
SET00256,TXN00256,MERCHANT_005,2026-02-26,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,SETTLED,SET00256,INR
SET00257,TXN00257,MERCHANT_003,2026-02-14,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00257,INR
SET00258,TXN00258,MERCHANT_002,2026-02-06,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00258,INR
SET00259,TXN00259,MERCHANT_001,2026-06-20,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,SETTLED,SET00259,INR
SET00260,TXN00260,MERCHANT_001,2026-04-05,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00260,INR
SET00261,TXN00261,MERCHANT_001,2026-02-16,999.0,11.99,2.16,0.0,0.0,0.0,984.85,SETTLED,SET00261,INR
SET00262,TXN00262,MERCHANT_004,2026-05-16,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00262,INR
SET00263,TXN00263,MERCHANT_004,2026-04-06,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00263,INR
SET00264,TXN00264,MERCHANT_005,2026-03-01,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,SETTLED,SET00264,INR
SET00265,TXN00265,MERCHANT_003,2026-04-30,4999.0,99.98,18.0,0.0,0.0,0.0,4881.02,SETTLED,SET00265,INR
SET00266,TXN00266,MERCHANT_004,2026-04-14,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00266,INR
SET00267,TXN00267,MERCHANT_004,2026-01-21,299.0,2.99,0.54,0.0,0.0,0.0,295.47,SETTLED,SET00267,INR
SET00268,TXN00268,MERCHANT_001,2026-02-03,999.0,14.98,2.7,0.0,0.0,0.0,981.32,SETTLED,SET00268,INR
SET00269,TXN00269,MERCHANT_005,2026-05-17,999.0,17.98,3.24,0.0,0.0,0.0,977.78,SETTLED,SET00269,INR
SET00270,TXN00270,MERCHANT_005,2026-04-23,299.0,5.98,1.08,0.0,0.0,0.0,291.94,SETTLED,SET00270,INR
SET00271,TXN00271,MERCHANT_002,2026-04-24,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,SETTLED,SET00271,INR
SET00272,TXN00272,MERCHANT_003,2026-04-29,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00272,INR
SET00273,TXN00273,MERCHANT_003,2026-04-22,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,SETTLED,SET00273,INR
SET00274,TXN00274,MERCHANT_002,2026-06-27,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00274,INR
SET00275,TXN00275,MERCHANT_001,2026-01-27,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00275,INR
SET00276,TXN00276,MERCHANT_002,2026-05-26,199.0,1.99,0.36,0.0,0.0,0.0,196.65,SETTLED,SET00276,INR
SET00277,TXN00277,MERCHANT_004,2026-04-02,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,SETTLED,SET00277,INR
SET00278,TXN00278,MERCHANT_003,2026-06-06,999.0,19.98,3.6,0.0,0.0,0.0,975.42,SETTLED,SET00278,INR
SET00279,TXN00279,MERCHANT_005,2026-05-11,799.0,7.99,1.44,0.0,0.0,0.0,789.57,SETTLED,SET00279,INR
SET00280,TXN00280,MERCHANT_002,2026-01-29,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00280,INR
SET00281,TXN00281,MERCHANT_003,2026-05-28,799.0,9.59,1.73,0.0,0.0,0.0,787.68,SETTLED,SET00281,INR
SET00282,TXN00282,MERCHANT_005,2026-06-08,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,SETTLED,SET00282,INR
SET00283,TXN00283,MERCHANT_001,2026-02-17,999.0,11.99,2.16,0.0,0.0,0.0,984.85,SETTLED,SET00283,INR
SET00284,TXN00284,MERCHANT_003,2026-01-04,499.0,9.98,1.8,0.0,0.0,0.0,487.22,SETTLED,SET00284,INR
SET00285,TXN00285,MERCHANT_004,2026-01-19,499.0,8.98,1.62,0.0,0.0,0.0,488.4,SETTLED,SET00285,INR
SET00286,TXN00286,MERCHANT_005,2026-02-27,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00286,INR
SET00287,TXN00287,MERCHANT_003,2026-02-11,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00287,INR
SET00288,TXN00288,MERCHANT_005,2026-06-04,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00288,INR
SET00289,TXN00289,MERCHANT_002,2026-06-09,199.0,2.39,0.43,0.0,0.0,0.0,196.18,SETTLED,SET00289,INR
SET00290,TXN00290,MERCHANT_004,2026-06-22,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,SETTLED,SET00290,INR
SET00291,TXN00291,MERCHANT_004,2026-03-12,799.0,14.38,2.59,0.0,0.0,0.0,782.03,SETTLED,SET00291,INR
SET00292,TXN00292,MERCHANT_004,2026-01-30,999.0,11.99,2.16,0.0,0.0,0.0,984.85,SETTLED,SET00292,INR
SET00293,TXN00293,MERCHANT_003,2026-01-15,799.0,15.98,2.88,0.0,0.0,0.0,780.14,SETTLED,SET00293,INR
SET00294,TXN00294,MERCHANT_001,2026-02-24,999.0,9.99,1.8,0.0,0.0,0.0,987.21,SETTLED,SET00294,INR
SET00295,TXN00295,MERCHANT_003,2026-03-18,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,SETTLED,SET00295,INR
SET00296,TXN00296,MERCHANT_004,2026-04-22,499.0,8.98,1.62,0.0,0.0,0.0,488.4,SETTLED,SET00296,INR
SET00297,TXN00297,MERCHANT_005,2026-07-01,799.0,14.38,2.59,0.0,0.0,0.0,782.03,SETTLED,SET00297,INR
SET00298,TXN00298,MERCHANT_004,2026-01-14,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00298,INR
SET00299,TXN00299,MERCHANT_001,2026-03-24,3999.0,79.98,14.4,0.0,0.0,0.0,3904.62,SETTLED,SET00299,INR
SET00301,TXN00301,MERCHANT_004,2026-01-08,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,SETTLED,SET00301,INR
SET00302,TXN00302,MERCHANT_003,2026-01-25,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,SETTLED,SET00302,INR
SET00303,TXN00303,MERCHANT_004,2026-06-02,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,SETTLED,SET00303,INR
SET00304,TXN00304,MERCHANT_003,2026-03-31,799.0,14.38,2.59,0.0,0.0,0.0,782.03,SETTLED,SET00304,INR
SET00305,TXN00305,MERCHANT_001,2026-05-13,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,SETTLED,SET00305,INR
SET00306,TXN00306,MERCHANT_005,2026-02-20,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00306,INR
SET00307,TXN00307,MERCHANT_002,2026-03-04,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00307,INR
SET00308,TXN00308,MERCHANT_002,2026-02-17,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,SETTLED,SET00308,INR
SET00309,TXN00309,MERCHANT_002,2026-06-11,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00309,INR
SET00310,TXN00310,MERCHANT_005,2026-04-26,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,SETTLED,SET00310,INR
SET00311,TXN00311,MERCHANT_002,2026-04-24,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00311,INR
SET00312,TXN00312,MERCHANT_003,2026-03-13,3999.0,59.98,10.8,0.0,0.0,2999.25,928.97,SETTLED,SET00312,INR
SET00313,TXN00313,MERCHANT_005,2026-01-21,999.0,9.99,1.8,0.0,0.0,0.0,987.21,SETTLED,SET00313,INR
SET00314,TXN00314,MERCHANT_001,2026-01-16,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,SETTLED,SET00314,INR
SET00315,TXN00315,MERCHANT_001,2026-06-08,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00315,INR
SET00316,TXN00316,MERCHANT_005,2026-05-25,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,SETTLED,SET00316,INR
SET00317,TXN00317,MERCHANT_005,2026-06-19,799.0,9.59,1.73,0.0,0.0,0.0,639.2,SETTLED,SET00317,INR
SET00318,TXN00318,MERCHANT_005,2026-02-09,199.0,3.58,0.64,0.0,0.0,0.0,194.78,SETTLED,SET00318,INR
SET00319,TXN00319,MERCHANT_003,2026-01-24,2999.0,44.98,8.1,0.0,0.0,0.0,2945.92,SETTLED,SET00319,INR
SET00320,TXN00320,MERCHANT_002,2026-04-25,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00320,INR
SET00321,TXN00321,MERCHANT_003,2026-03-16,1999.0,19.99,3.6,0.0,0.0,0.0,1975.41,SETTLED,SET00321,INR
SET00322,TXN00322,MERCHANT_005,2026-01-15,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,SETTLED,SET00322,INR
SET00323,TXN00323,MERCHANT_003,2026-01-27,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,SETTLED,SET00323,INR
SET00324,TXN00324,MERCHANT_003,2026-06-21,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,SETTLED,SET00324,INR
SET00325,TXN00325,MERCHANT_001,2026-06-01,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,SETTLED,SET00325,INR
SET00326,TXN00326,MERCHANT_003,2026-06-19,5999.0,59.99,10.8,0.0,599.9,0.0,5328.31,SETTLED,SET00326,INR
SET00327,TXN00327,MERCHANT_005,2026-01-23,999.0,14.98,2.7,0.0,0.0,0.0,981.32,SETTLED,SET00327,INR
SET00328,TXN00328,MERCHANT_002,2026-06-23,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,SETTLED,SET00328,INR
SET00329,TXN00329,MERCHANT_005,2026-04-05,199.0,3.98,0.72,0.0,0.0,0.0,194.3,SETTLED,SET00329,INR
SET00330,TXN00330,MERCHANT_002,2026-02-26,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,SETTLED,SET00330,INR
SET00331,TXN00331,MERCHANT_002,2026-02-07,499.0,5.99,1.08,0.0,0.0,249.5,242.43,SETTLED,SET00331,INR
SET00332,TXN00332,MERCHANT_001,2026-05-11,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,SETTLED,SET00332,INR
SET00333,TXN00333,MERCHANT_005,2026-02-05,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,SETTLED,SET00333,INR
SET00334,TXN00334,MERCHANT_002,2026-02-18,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00334,INR
SET00336,TXN00336,MERCHANT_005,2026-03-17,7999.0,95.99,17.28,0.0,0.0,0.0,7885.73,SETTLED,SET00336,INR
SET00337,TXN00337,MERCHANT_005,2026-03-05,999.0,11.99,2.16,0.0,0.0,0.0,734.85,SETTLED,SET00337,INR
SET00338,TXN00338,MERCHANT_003,2026-06-25,3999.0,79.98,14.4,0.0,0.0,0.0,3904.62,SETTLED,SET00338,INR
SET00339,TXN00339,MERCHANT_003,2026-04-09,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00339,INR
SET00340,TXN00340,MERCHANT_002,2026-06-06,499.0,9.98,1.8,0.0,0.0,0.0,487.22,SETTLED,SET00340,INR
SET00341,TXN00341,MERCHANT_004,2026-04-09,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,SETTLED,SET00341,INR
SET00342,TXN00342,MERCHANT_001,2026-03-15,299.0,5.38,0.97,0.0,0.0,0.0,292.65,SETTLED,SET00342,INR
SET00343,TXN00343,MERCHANT_004,2026-05-13,499.0,8.98,1.62,0.0,0.0,0.0,488.4,SETTLED,SET00343,INR
SET00344,TXN00344,MERCHANT_002,2026-04-27,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,SETTLED,SET00344,INR
SET00345,TXN00345,MERCHANT_001,2026-04-13,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00345,INR
SET00346,TXN00346,MERCHANT_004,2026-01-22,1499.0,17.99,3.24,0.0,0.0,0.0,1477.77,SETTLED,SET00346,INR
SET00347,TXN00347,MERCHANT_003,2026-01-28,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00347,INR
SET00348,TXN00348,MERCHANT_002,2026-01-11,999.0,17.98,3.24,0.0,0.0,0.0,977.78,SETTLED,SET00348,INR
SET00349,TXN00349,MERCHANT_004,2026-04-26,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,SETTLED,SET00349,INR
SET00350,TXN00350,MERCHANT_001,2026-03-08,799.0,7.99,1.44,0.0,0.0,0.0,789.57,SETTLED,SET00350,INR
SET00351,TXN00351,MERCHANT_005,2026-05-18,1999.0,19.99,3.6,0.0,0.0,0.0,1875.41,SETTLED,SET00351,INR
SET00352,TXN00352,MERCHANT_002,2026-03-22,299.0,5.98,1.08,0.0,0.0,0.0,291.94,SETTLED,SET00352,INR
SET00353,TXN00353,MERCHANT_004,2026-06-14,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,SETTLED,SET00353,INR
SET00354,TXN00354,MERCHANT_001,2026-05-09,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,SETTLED,SET00354,INR
SET00355,TXN00355,MERCHANT_005,2026-03-06,5999.0,59.99,10.8,0.0,0.0,0.0,5428.21,SETTLED,SET00355,INR
SET00356,TXN00356,MERCHANT_004,2026-01-02,3999.0,47.99,8.64,0.0,1199.7,0.0,2742.67,SETTLED,SET00356,INR
SET00357,TXN00357,MERCHANT_005,2026-04-18,499.0,4.99,0.9,0.0,0.0,0.0,493.11,SETTLED,SET00357,INR
SET00358,TXN00358,MERCHANT_003,2026-01-20,2999.0,35.99,6.48,0.0,0.0,0.0,2956.53,SETTLED,SET00358,INR
SET00359,TXN00359,MERCHANT_004,2026-01-13,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,SETTLED,SET00359,INR
SET00360,TXN00360,MERCHANT_003,2026-01-07,1499.0,14.99,2.7,0.0,449.7,0.0,1031.61,SETTLED,SET00360,INR
SET00361,TXN00361,MERCHANT_002,2026-06-20,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,SETTLED,SET00361,INR
SET00362,TXN00362,MERCHANT_003,2026-02-06,199.0,19.9,0.54,0.0,0.0,0.0,178.56,SETTLED,SET00362,INR
SET00363,TXN00363,MERCHANT_003,2026-06-15,499.0,5.99,1.08,0.0,0.0,0.0,491.93,SETTLED,SET00363,INR
SET00364,TXN00364,MERCHANT_002,2026-02-06,299.0,5.98,1.08,0.0,0.0,0.0,291.94,SETTLED,SET00364,INR
SET00366,TXN00366,MERCHANT_003,2026-03-22,2999.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00366,INR
SET00367,TXN00367,MERCHANT_004,2026-03-07,199.0,3.98,0.72,0.0,0.0,0.0,194.3,SETTLED,SET00367,INR
SET00368,TXN00368,MERCHANT_003,2026-01-14,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,SETTLED,SET00368,INR
SET00369,TXN00369,MERCHANT_001,2026-04-07,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00369,INR
SET00370,TXN00370,MERCHANT_004,2026-03-30,499.0,5.99,1.08,0.0,0.0,0.0,491.93,SETTLED,SET00370,INR
SET00371,TXN00371,MERCHANT_003,2026-05-14,999.0,19.98,3.6,0.0,0.0,0.0,975.42,SETTLED,SET00371,INR
SET00372,TXN00372,MERCHANT_001,2026-04-24,3999.0,47.99,8.64,0.0,0.0,0.0,3942.37,SETTLED,SET00372,INR
SET00373,TXN00373,MERCHANT_003,2026-03-25,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00373,INR
SET00374,TXN00374,MERCHANT_003,2026-03-23,2499.0,49.98,9.0,0.0,0.0,0.0,2440.02,SETTLED,SET00374,INR
SET00375,TXN00375,MERCHANT_004,2026-04-01,2499.0,49.98,9.0,0.0,0.0,0.0,1749.3,SETTLED,SET00375,INR
SET00376,TXN00376,MERCHANT_005,2026-04-23,999.0,14.98,2.7,0.0,0.0,0.0,981.32,SETTLED,SET00376,INR
SET00377,TXN00377,MERCHANT_004,2026-04-06,2999.0,53.98,9.72,0.0,0.0,0.0,2935.3,SETTLED,SET00377,INR
SET00378,TXN00378,MERCHANT_002,2026-06-08,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,SETTLED,SET00378,INR
SET00379,TXN00379,MERCHANT_002,2026-01-19,799.0,15.98,2.88,0.0,0.0,0.0,780.14,SETTLED,SET00379,INR
SET00380,TXN00380,MERCHANT_004,2026-05-29,199.0,2.98,0.54,0.0,0.0,0.0,195.48,SETTLED,SET00380,INR
SET00381,TXN00381,MERCHANT_003,2026-04-07,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,SETTLED,SET00381,INR
SET00382,TXN00382,MERCHANT_002,2026-05-18,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,SETTLED,SET00382,INR
SET00383,TXN00383,MERCHANT_003,2026-03-07,299.0,4.48,0.81,0.0,0.0,0.0,293.71,SETTLED,SET00383,INR
SET00384,TXN00384,MERCHANT_004,2026-05-16,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,SETTLED,SET00384,INR
SET00385,TXN00385,MERCHANT_003,2026-07-03,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,SETTLED,SET00385,INR
SET00386,TXN00386,MERCHANT_004,2026-02-23,299.0,3.59,0.65,0.0,0.0,0.0,294.76,SETTLED,SET00386,INR
SET00388,TXN00388,MERCHANT_003,2026-06-23,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00388,INR
SET00389,TXN00389,MERCHANT_005,2026-03-18,999.0,19.98,3.6,0.0,0.0,0.0,975.42,SETTLED,SET00389,INR
SET00390,TXN00390,MERCHANT_003,2026-05-13,799.0,14.38,2.59,0.0,0.0,0.0,782.03,SETTLED,SET00390,INR
SET00391,TXN00391,MERCHANT_002,2026-03-04,7999.0,159.98,28.8,0.0,0.0,0.0,7810.22,SETTLED,SET00391,INR
SET00392,TXN00392,MERCHANT_003,2026-05-23,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,SETTLED,SET00392,INR
SET00393,TXN00393,MERCHANT_005,2026-02-04,3999.0,279.93,7.2,0.0,0.0,0.0,3711.87,SETTLED,SET00393,INR
SET00394,TXN00394,MERCHANT_003,2026-04-13,5999.0,107.98,19.44,0.0,0.0,4499.25,1372.33,SETTLED,SET00394,INR
SET00395,TXN00395,MERCHANT_004,2026-04-16,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,SETTLED,SET00395,INR
SET00396,TXN00396,MERCHANT_003,2026-06-16,299.0,5.98,1.08,0.0,0.0,0.0,291.94,SETTLED,SET00396,INR
SET00397,TXN00397,MERCHANT_005,2026-04-02,499.0,8.98,1.62,0.0,0.0,374.25,114.15,SETTLED,SET00397,INR
SET00398,TXN00398,MERCHANT_004,2026-05-10,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,SETTLED,SET00398,INR
SET00399,TXN00399,MERCHANT_005,2026-02-11,999.0,14.98,2.7,0.0,0.0,0.0,981.32,SETTLED,SET00399,INR
SET00400,TXN00400,MERCHANT_003,2026-02-28,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,SETTLED,SET00400,INR
SET00401,TXN00401,MERCHANT_003,2026-02-21,4999.0,74.98,13.5,0.0,0.0,0.0,4910.52,SETTLED,SET00401,INR
SET00402,TXN00402,MERCHANT_003,2026-06-08,2999.0,299.9,8.1,0.0,0.0,0.0,2691.0,SETTLED,SET00402,INR
SET00403,TXN00403,MERCHANT_002,2026-06-02,3999.0,79.98,14.4,0.0,0.0,0.0,3904.62,SETTLED,SET00403,INR
SET00404,TXN00404,MERCHANT_005,2026-06-07,1499.0,22.48,4.05,0.0,0.0,0.0,1472.47,SETTLED,SET00404,INR
SET00405,TXN00405,MERCHANT_001,2026-01-14,4999.0,49.99,9.0,0.0,0.0,0.0,4940.01,SETTLED,SET00405,INR
