transaction_id,order_id,payment_id,settlement_id,true_status,true_exception_type,true_difference
TXN00355,ORD00355,PAY00355,SET00355,EXCEPTION,AMOUNT_MISMATCH,500.0
TXN00356,ORD00356,PAY00356,SET00356,EXCEPTION,REFUND,1199.7
TXN00357,ORD00357,PAY00357,SET00357,MATCHED,NONE,0.0
TXN00358,ORD00358,PAY00358,SET00358,MATCHED,NONE,0.0
TXN00359,ORD00359,PAY00359,SET00359,MATCHED,NONE,0.0
TXN00360,ORD00360,PAY00360,SET00360,EXCEPTION,REFUND,449.7
TXN00361,ORD00361,PAY00361,SET00361,MATCHED,NONE,0.0
TXN00362,ORD00362,PAY00362,SET00362,EXCEPTION,INCORRECT_FEE,16.92
TXN00363,ORD00363,PAY00363,SET00363,MATCHED,NONE,0.0
TXN00364,ORD00364,PAY00364,SET00364,MATCHED,NONE,0.0
TXN00365,ORD00365,PAY00365,,EXCEPTION,MISSING_SETTLEMENT,196.65
TXN00366,ORD00366,PAY00366,SET00366,EXCEPTION,AMOUNT_MISMATCH,500.0
TXN00367,ORD00367,PAY00367,SET00367,MATCHED,NONE,0.0
TXN00368,ORD00368,PAY00368,SET00368,MATCHED,NONE,0.0
TXN00369,ORD00369,PAY00369,SET00369,MATCHED,NONE,0.0
TXN00370,ORD00370,,SET00370,EXCEPTION,MISSING_PAYMENT,499.0
TXN00371,ORD00371,PAY00371,SET00371,MATCHED,NONE,0.0
TXN00372,ORD00372,PAY00372,SET00372,MATCHED,NONE,0.0
TXN00373,ORD00373,PAY00373,SET00373,MATCHED,NONE,0.0
TXN00374,ORD00374,PAY00374,SET00374,MATCHED,NONE,0.0
TXN00375,ORD00375,PAY00375,SET00375,EXCEPTION,PARTIAL_SETTLEMENT,690.72
TXN00376,ORD00376,PAY00376,SET00376,EXCEPTION,DATE_MISMATCH,10.0
TXN00377,ORD00377,PAY00377,SET00377,MATCHED,NONE,0.0
TXN00378,ORD00378,PAY00378,SET00378,MATCHED,NONE,0.0
TXN00379,ORD00379,PAY00379,SET00379,MATCHED,NONE,0.0
TXN00380,ORD00380,PAY00380,SET00380,MATCHED,NONE,0.0
TXN00381,ORD00381,PAY00381,SET00381,MATCHED,NONE,0.0
TXN00382,ORD00382,PAY00382|PAY00382_PART2,SET00382,EXCEPTION,MULTIPLE_PAYMENTS,449.7
TXN00383,ORD00383,PAY00383,SET00383,MATCHED,NONE,0.0
TXN00384,ORD00384,PAY00384,SET00384,MATCHED,NONE,0.0
TXN00385,ORD00385,PAY00385,SET00385,MATCHED,NONE,0.0
TXN00386,ORD00386,PAY00386,SET00386,MATCHED,NONE,0.0
TXN00387,ORD00387,PAY00387,,EXCEPTION,MISSING_SETTLEMENT,5857.42
TXN00388,ORD00388,PAY00388,SET00388,MATCHED,NONE,0.0
TXN00389,ORD00389,PAY00389,SET00389,MATCHED,NONE,0.0
TXN00390,ORD00390,PAY00390,SET00390,MATCHED,NONE,0.0
TXN00391,ORD00391,PAY00391,SET00391,MATCHED,NONE,0.0
TXN00392,ORD00392,PAY00392,SET00392,MATCHED,NONE,0.0
TXN00393,ORD00393,PAY00393,SET00393,EXCEPTION,INCORRECT_FEE,239.94
TXN00394,ORD00394,PAY00394,SET00394,EXCEPTION,CHARGEBACK,4499.25
TXN00395,ORD00395,PAY00395,SET00395,MATCHED,NONE,0.0
TXN00396,ORD00396,PAY00396,SET00396,MATCHED,NONE,0.0
TXN00397,ORD00397,PAY00397,SET00397,EXCEPTION,CHARGEBACK,374.25
TXN00398,ORD00398,PAY00398,SET00398,MATCHED,NONE,0.0
TXN00399,ORD00399,PAY00399,SET00399,EXCEPTION,FAILED_PAYMENT,999.0
TXN00400,ORD00400,PAY00400,SET00400,MATCHED,NONE,0.0
TXN00401,ORD00401,PAY00401,SET00401,MATCHED,NONE,0.0
TXN00402,ORD00402,PAY00402,SET00402,EXCEPTION,INCORRECT_FEE,254.92
TXN00403,ORD00403,PAY00403,SET00403,MATCHED,NONE,0.0
TXN00404,ORD00404,PAY00404,SET00404,MATCHED,NONE,0.0
TXN00405,ORD00405,PAY00405,SET00405,MATCHED,NONE,0.0
TXN00406,ORD00406,PAY00406,SET00406,MATCHED,NONE,0.0
TXN00407,ORD00407,PAY00407,SET00407,MATCHED,NONE,0.0
TXN00408,ORD00408,PAY00408,SET00408,MATCHED,NONE,0.0
TXN00409,ORD00409,PAY00409,SET00409,MATCHED,NONE,0.0
TXN00410,ORD00410,PAY00410,SET00410,MATCHED,NONE,0.0
TXN00411,ORD00411,PAY00411,SET00411,MATCHED,NONE,0.0
TXN00412,ORD00412,PAY00412,SET00412,MATCHED,NONE,0.0
TXN00413,ORD00413,PAY00413,SET00413,MATCHED,NONE,0.0
TXN00414,ORD00414,PAY00414,SET00414,MATCHED,NONE,0.0
TXN00415,ORD00415,PAY00415,,EXCEPTION,MISSING_SETTLEMENT,984.85
TXN00416,ORD00416,PAY00416,SET00416,MATCHED,NONE,0.0
TXN00417,ORD00417,PAY00417,SET00417,MATCHED,NONE,0.0
TXN00418,ORD00418,PAY00418,SET00418,EXCEPTION,PARTIAL_SETTLEMENT,690.72
TXN00419,ORD00419,PAY00419,SET00419,EXCEPTION,AMOUNT_MISMATCH,500.0
TXN00420,ORD00420,PAY00420,SET00420,MATCHED,NONE,0.0
TXN00421,ORD00421,PAY00421,SET00421,MATCHED,NONE,0.0
TXN00422,ORD00422,PAY00422,SET00422,MATCHED,NONE,0.0
TXN00423,ORD00423,PAY00423,SET00423,MATCHED,NONE,0.0
TXN00424,ORD00424,PAY00424,SET00424,MATCHED,NONE,0.0
TXN00425,ORD00425,PAY00425,SET00425|SET00425_DUP,EXCEPTION,DUPLICATE_SETTLEMENT,1477.77
TXN00426,ORD00426,PAY00426,SET00426,MATCHED,NONE,0.0
TXN00427,ORD00427,,SET00427,EXCEPTION,MISSING_PAYMENT,1999.0
TXN00428,ORD00428,PAY00428,SET00428,MATCHED,NONE,0.0
TXN00429,ORD00429,PAY00429,,EXCEPTION,MISSING_SETTLEMENT,1970.69
TXN00430,ORD00430,PAY00430,SET00430,MATCHED,NONE,0.0
TXN00431,ORD00431,PAY00431,SET00431,MATCHED,NONE,0.0
TXN00432,ORD00432,PAY00432,SET00432,MATCHED,NONE,0.0
TXN00433,ORD00433,PAY00433,SET00433,MATCHED,NONE,0.0
TXN00434,ORD00434,PAY00434,SET00434,MATCHED,NONE,0.0
TXN00435,ORD00435,PAY00435,SET00435,MATCHED,NONE,0.0
TXN00436,ORD00436,PAY00436,SET00436,MATCHED,NONE,0.0
TXN00437,ORD00437,PAY00437,SET00437,EXCEPTION,PARTIAL_SETTLEMENT,2210.92
TXN00438,ORD00438,PAY00438,SET00438,MATCHED,NONE,0.0
TXN00439,ORD00439,PAY00439,SET00439,MATCHED,NONE,0.0
TXN00440,ORD00440,PAY00440,SET00440,MATCHED,NONE,0.0
TXN00441,ORD00441,PAY00441,SET00441,MATCHED,NONE,0.0
TXN00442,ORD00442,PAY00442,SET00442,MATCHED,NONE,0.0
TXN00443,ORD00443,PAY00443,SET00443,MATCHED,NONE,0.0
TXN00444,ORD00444,PAY00444,SET00444,MATCHED,NONE,0.0
TXN00445,ORD00445,PAY00445,SET00445,MATCHED,NONE,0.0
TXN00446,ORD00446,PAY00446,SET00446,MATCHED,NONE,0.0
TXN00447,ORD00447,PAY00447,SET00447,MATCHED,NONE,0.0
TXN00448,ORD00448,PAY00448,SET00448,MATCHED,NONE,0.0
TXN00449,ORD00449,PAY00449,SET00449,MATCHED,NONE,0.0
TXN00450,ORD00450,PAY00450,SET00450,MATCHED,NONE,0.0
TXN00451,ORD00451,PAY00451,SET00451,EXCEPTION,AMOUNT_MISMATCH,500.0
TXN00452,ORD00452,PAY00452,SET00452,EXCEPTION,UNKNOWN_ADJUSTMENT,-250.0
TXN00453,ORD00453,PAY00453,SET00453,MATCHED,NONE,0.0
TXN00454,ORD00454,PAY00454,SET00454,MATCHED,NONE,0.0
TXN00455,ORD00455,PAY00455,SET00455,MATCHED,NONE,0.0
TXN00456,ORD00456,PAY00456,SET00456,MATCHED,NONE,0.0
TXN00457,ORD00457,PAY00457,SET00457,MATCHED,NONE,0.0
TXN00458,ORD00458,PAY00458,SET00458,MATCHED,NONE,0.0
TXN00459,ORD00459,PAY00459,SET00459,MATCHED,NONE,0.0
TXN00460,ORD00460,PAY00460,SET00460,MATCHED,NONE,0.0
TXN00461,ORD00461,PAY00461,SET00461,MATCHED,NONE,0.0
TXN00462,ORD00462,PAY00462,SET00462,EXCEPTION,SETTLEMENT_DELAY,14.0
TXN00463,ORD00463,PAY00463,SET00463,MATCHED,NONE,0.0
TXN00464,ORD00464,PAY00464,SET00464,EXCEPTION,CHARGEBACK,4999.0
TXN00465,ORD00465,PAY00465,SET00465,MATCHED,NONE,0.0
TXN00466,ORD00466,PAY00466,SET00466,MATCHED,NONE,0.0
TXN00467,ORD00467,,SET00467,EXCEPTION,MISSING_PAYMENT,5999.0
TXN00468,ORD00468,PAY00468,SET00468,EXCEPTION,AMOUNT_MISMATCH,100.0
TXN00469,ORD00469,PAY00469,SET00469,MATCHED,NONE,0.0
TXN00470,ORD00470,PAY00470,SET00470,MATCHED,NONE,0.0
TXN00471,ORD00471,PAY00471,SET00471,MATCHED,NONE,0.0
TXN00472,ORD00472,PAY00472,SET00472,MATCHED,NONE,0.0
TXN00473,ORD00473,PAY00473,SET00473,MATCHED,NONE,0.0
TXN00474,ORD00474,PAY00474,SET00474,MATCHED,NONE,0.0
TXN00475,ORD00475,PAY00475,SET00475,EXCEPTION,DATE_MISMATCH,10.0
TXN00476,ORD00476,PAY00476,SET00476,EXCEPTION,DATE_MISMATCH,10.0
TXN00477,ORD00477,PAY00477,SET00477,EXCEPTION,AMOUNT_MISMATCH,500.0
TXN00478,ORD00478,PAY00478,SET00478,MATCHED,NONE,0.0
TXN00479,ORD00479,PAY00479,SET00479,MATCHED,NONE,0.0
TXN00480,ORD00480,PAY00480,SET00480,MATCHED,NONE,0.0
TXN00481,ORD00481,PAY00481,SET00481,MATCHED,NONE,0.0
TXN00482,ORD00482,PAY00482,SET00482,MATCHED,NONE,0.0
TXN00483,ORD00483,PAY00483,SET00483,MATCHED,NONE,0.0
TXN00484,ORD00484,PAY00484,SET00484,EXCEPTION,AMOUNT_MISMATCH,100.0
TXN00485,ORD00485,PAY00485,SET00485,MATCHED,NONE,0.0
TXN00486,ORD00486,PAY00486,SET00486,MATCHED,NONE,0.0
TXN00487,ORD00487,PAY00487,SET00487,MATCHED,NONE,0.0
TXN00488,ORD00488,PAY00488,SET00488,MATCHED,NONE,0.0
TXN00489,ORD00489,PAY00489,SET00489,MATCHED,NONE,0.0
TXN00490,ORD00490,PAY00490,SET00490,EXCEPTION,UNKNOWN_ADJUSTMENT,-100.0
TXN00491,ORD00491,PAY00491,SET00491,EXCEPTION,SETTLEMENT_DELAY,10.0
TXN00492,ORD00492,PAY00492,SET00492,MATCHED,NONE,0.0
TXN00493,ORD00493,PAY00493,SET00493,MATCHED,NONE,0.0
TXN00494,ORD00494,PAY00494|PAY00494_DUP,SET00494,EXCEPTION,DUPLICATE_PAYMENT,9999.0
TXN00495,ORD00495,PAY00495,SET00495,MATCHED,NONE,0.0
TXN00496,ORD00496,PAY00496,SET00496,MATCHED,NONE,0.0
TXN00497,ORD00497,,SET00497,EXCEPTION,MISSING_PAYMENT,799.0
TXN00498,ORD00498,PAY00498,SET00498,MATCHED,NONE,0.0
TXN00499,ORD00499,PAY00499,SET00499,MATCHED,NONE,0.0
TXN00500,ORD00500,PAY00500,SET00500,EXCEPTION,DATE_MISMATCH,10.0
TXN00501,ORD00501,PAY00501,SET00501,MATCHED,NONE,0.0
TXN00502,ORD00502,PAY00502,SET00502,EXCEPTION,AMOUNT_MISMATCH,488.4
TXN00503,ORD00503,PAY00503,SET00503,MATCHED,NONE,0.0
TXN00504,ORD00504,PAY00504,SET00504,MATCHED,NONE,0.0
TXN00505,ORD00505,PAY00505,SET00505,MATCHED,NONE,0.0
TXN00506,ORD00506,PAY00506,SET00506,MATCHED,NONE,0.0
TXN00507,ORD00507,PAY00507|PAY00507_DUP,SET00507,EXCEPTION,DUPLICATE_PAYMENT,5999.0
TXN00508,ORD00508,PAY00508,SET00508,EXCEPTION,AMOUNT_MISMATCH,750.0
TXN00509,ORD00509,PAY00509|PAY00509_DUP,SET00509,EXCEPTION,DUPLICATE_PAYMENT,9999.0
TXN00510,ORD00510,PAY00510,SET00510,MATCHED,NONE,0.0
TXN00511,ORD00511,PAY00511,SET00511,MATCHED,NONE,0.0
TXN00512,ORD00512,PAY00512,SET00512,MATCHED,NONE,0.0
TXN00513,ORD00513,PAY00513,SET00513,MATCHED,NONE,0.0
TXN00514,ORD00514,PAY00514,SET00514,MATCHED,NONE,0.0
TXN00515,ORD00515,PAY00515,SET00515,MATCHED,NONE,0.0
TXN00516,ORD00516,PAY00516,SET00516,EXCEPTION,REFUND,299.7
TXN00517,ORD00517,PAY00517,SET00517,EXCEPTION,PARTIAL_SETTLEMENT,1728.91
TXN00518,ORD00518,PAY00518,SET00518,MATCHED,NONE,0.0
TXN00519,ORD00519,PAY00519,SET00519,MATCHED,NONE,0.0
TXN00520,ORD00520,PAY00520,SET00520,MATCHED,NONE,0.0
TXN00521,ORD00521,PAY00521,SET00521,MATCHED,NONE,0.0
TXN00522,ORD00522,PAY00522,SET00522,MATCHED,NONE,0.0
TXN00523,ORD00523,PAY00523,SET00523,EXCEPTION,SETTLEMENT_DELAY,5.0
TXN00524,ORD00524,PAY00524,SET00524,EXCEPTION,AMOUNT_MISMATCH,194.78
TXN00525,ORD00525,PAY00525,SET00525,MATCHED,NONE,0.0
TXN00526,ORD00526,PAY00526,SET00526,MATCHED,NONE,0.0
TXN00527,ORD00527,PAY00527,SET00527,MATCHED,NONE,0.0
TXN00528,ORD00528,PAY00528,SET00528,EXCEPTION,FAILED_PAYMENT,5999.0
TXN00529,ORD00529,PAY00529,SET00529|SET00529_DUP,EXCEPTION,DUPLICATE_SETTLEMENT,493.11
TXN00530,ORD00530,PAY00530,SET00530,MATCHED,NONE,0.0
TXN00531,ORD00531,PAY00531,SET00531,MATCHED,NONE,0.0
TXN00532,ORD00532,PAY00532,SET00532,MATCHED,NONE,0.0
TXN00533,ORD00533,PAY00533,SET00533,MATCHED,NONE,0.0
TXN00534,ORD00534,PAY00534,SET00534,MATCHED,NONE,0.0
TXN00535,ORD00535,PAY00535,SET00535,MATCHED,NONE,0.0
TXN00536,ORD00536,PAY00536,SET00536,MATCHED,NONE,0.0
TXN00537,ORD00537,PAY00537,SET00537,MATCHED,NONE,0.0
TXN00538,ORD00538,PAY00538,SET00538,MATCHED,NONE,0.0
TXN00539,ORD00539,PAY00539,SET00539|SET00539_DUP,EXCEPTION,DUPLICATE_SETTLEMENT,2945.92
TXN00540,ORD00540,PAY00540,SET00540,MATCHED,NONE,0.0
TXN00541,ORD00541,PAY00541,SET00541,MATCHED,NONE,0.0
TXN00542,ORD00542,PAY00542,SET00542,MATCHED,NONE,0.0
TXN00543,ORD00543,PAY00543,SET00543,MATCHED,NONE,0.0
TXN00544,ORD00544,PAY00544,SET00544,MATCHED,NONE,0.0
TXN00545,ORD00545,PAY00545,SET00545,MATCHED,NONE,0.0
TXN00546,ORD00546,PAY00546,SET00546,MATCHED,NONE,0.0
TXN00547,ORD00547,PAY00547,SET00547,MATCHED,NONE,0.0
TXN00548,ORD00548,PAY00548,SET00548,MATCHED,NONE,0.0
TXN00549,ORD00549,PAY00549,SET00549,MATCHED,NONE,0.0
TXN00550,ORD00550,PAY00550,SET00550,MATCHED,NONE,0.0
TXN00551,ORD00551,PAY00551,SET00551,MATCHED,NONE,0.0
TXN00552,ORD00552,PAY00552,SET00552,MATCHED,NONE,0.0
TXN00553,ORD00553,PAY00553,SET00553,MATCHED,NONE,0.0
TXN00554,ORD00554,PAY00554,SET00554,MATCHED,NONE,0.0
TXN00555,ORD00555,PAY00555,SET00555,EXCEPTION,AMOUNT_MISMATCH,981.32
TXN00556,ORD00556,PAY00556,SET00556,MATCHED,NONE,0.0
TXN00557,ORD00557,PAY00557,SET00557,MATCHED,NONE,0.0
TXN00558,ORD00558,PAY00558,SET00558,MATCHED,NONE,0.0
TXN00559,ORD00559,PAY00559,SET00559,MATCHED,NONE,0.0
TXN00560,ORD00560,PAY00560,SET00560,MATCHED,NONE,0.0
TXN00561,ORD00561,PAY00561,SET00561,EXCEPTION,PARTIAL_SETTLEMENT,1196.42
TXN00562,ORD00562,PAY00562,SET00562,MATCHED,NONE,0.0
TXN00563,ORD00563,PAY00563,SET00563,MATCHED,NONE,0.0
TXN00564,ORD00564,PAY00564,SET00564,MATCHED,NONE,0.0
TXN00565,ORD00565,PAY00565,SET00565,MATCHED,NONE,0.0
TXN00566,ORD00566,PAY00566,SET00566,MATCHED,NONE,0.0
TXN00567,ORD00567,PAY00567,SET00567,MATCHED,NONE,0.0
TXN00568,ORD00568,PAY00568,SET00568,MATCHED,NONE,0.0
TXN00569,ORD00569,PAY00569,SET00569,MATCHED,NONE,0.0
TXN00570,ORD00570,PAY00570,SET00570,MATCHED,NONE,0.0
TXN00571,ORD00571,PAY00571,SET00571,MATCHED,NONE,0.0
TXN00572,ORD00572,PAY00572,SET00572,MATCHED,NONE,0.0
TXN00573,ORD00573,PAY00573,SET00573,MATCHED,NONE,0.0
TXN00574,ORD00574,PAY00574,SET00574,MATCHED,NONE,0.0
TXN00575,ORD00575,PAY00575,SET00575,MATCHED,NONE,0.0
TXN00576,ORD00576,PAY00576,SET00576,MATCHED,NONE,0.0
TXN00577,ORD00577,PAY00577,SET00577,MATCHED,NONE,0.0
TXN00578,ORD00578,PAY00578,SET00578,EXCEPTION,INCORRECT_FEE,63.92
TXN00579,ORD00579,PAY00579,SET00579,MATCHED,NONE,0.0
TXN00580,ORD00580,PAY00580,SET00580,MATCHED,NONE,0.0
TXN00581,ORD00581,PAY00581,SET00581,MATCHED,NONE,0.0
TXN00582,ORD00582,PAY00582,,EXCEPTION,MISSING_SETTLEMENT,7904.61
TXN00583,ORD00583,PAY00583,SET00583,MATCHED,NONE,0.0
TXN00584,ORD00584,PAY00584,SET00584,MATCHED,NONE,0.0
TXN00585,ORD00585,PAY00585,SET00585,MATCHED,NONE,0.0
TXN00586,ORD00586,PAY00586,SET00586,EXCEPTION,PARTIAL_SETTLEMENT,1940.61
TXN00587,ORD00587,PAY00587,,EXCEPTION,MISSING_SETTLEMENT,3942.37
TXN00588,ORD00588,PAY00588,SET00588,MATCHED,NONE,0.0
TXN00589,ORD00589,PAY00589,SET00589,MATCHED,NONE,0.0
TXN00590,ORD00590,PAY00590,,EXCEPTION,MISSING_SETTLEMENT,2469.51
TXN00591,ORD00591,PAY00591,SET00591,MATCHED,NONE,0.0
TXN00592,ORD00592,PAY00592,SET00592,MATCHED,NONE,0.0
TXN00593,ORD00593,PAY00593,SET00593,MATCHED,NONE,0.0
TXN00594,ORD00594,PAY00594,SET00594,MATCHED,NONE,0.0
TXN00595,ORD00595,PAY00595,SET00595,EXCEPTION,REFUND,89.7
TXN00596,ORD00596,PAY00596,SET00596,MATCHED,NONE,0.0
TXN00597,ORD00597,,SET00597,EXCEPTION,MISSING_PAYMENT,2999.0
TXN00598,ORD00598,PAY00598,SET00598,MATCHED,NONE,0.0
TXN00599,ORD00599,PAY00599,SET00599,MATCHED,NONE,0.0
TXN00600,ORD00600,PAY00600,SET00600,MATCHED,NONE,0.0
TXN00601,ORD00601,PAY00601,SET00601,MATCHED,NONE,0.0
TXN00602,ORD00602,PAY00602,SET00602,MATCHED,NONE,0.0
TXN00603,ORD00603,PAY00603,SET00603,MATCHED,NONE,0.0
TXN00604,ORD00604,PAY00604,SET00604,MATCHED,NONE,0.0
TXN00605,ORD00605,PAY00605,SET00605,MATCHED,NONE,0.0
TXN00606,ORD00606,PAY00606,SET00606,MATCHED,NONE,0.0
TXN00607,ORD00607,PAY00607,SET00607,EXCEPTION,FAILED_PAYMENT,9999.0
TXN00608,ORD00608,PAY00608,SET00608,EXCEPTION,FAILED_PAYMENT,299.0
TXN00609,ORD00609,PAY00609,SET00609,MATCHED,NONE,0.0
TXN00610,ORD00610,PAY00610,SET00610,MATCHED,NONE,0.0
TXN00611,ORD00611,PAY00611,SET00611,MATCHED,NONE,0.0
TXN00612,ORD00612,PAY00612,SET00612,MATCHED,NONE,0.0
TXN00613,ORD00613,PAY00613,SET00613,EXCEPTION,INCORRECT_FEE,77.95
TXN00614,ORD00614,PAY00614,SET00614,MATCHED,NONE,0.0
TXN00615,ORD00615,PAY00615,SET00615,EXCEPTION,AMOUNT_MISMATCH,1000.0
TXN00616,ORD00616,PAY00616,SET00616,EXCEPTION,AMOUNT_MISMATCH,1000.0
TXN00617,ORD00617,PAY00617,SET00617,MATCHED,NONE,0.0
TXN00618,ORD00618,PAY00618|PAY00618_PART2,SET00618,EXCEPTION,MULTIPLE_PAYMENTS,299.7
TXN00619,ORD00619,PAY00619,SET00619,MATCHED,NONE,0.0
TXN00620,ORD00620,PAY00620,SET00620,MATCHED,NONE,0.0
TXN00621,ORD00621,PAY00621,SET00621,MATCHED,NONE,0.0
TXN00622,ORD00622,PAY00622,SET00622,MATCHED,NONE,0.0
TXN00623,ORD00623,PAY00623,SET00623,EXCEPTION,AMOUNT_MISMATCH,250.0
TXN00624,ORD00624,PAY00624,SET00624,MATCHED,NONE,0.0
TXN00625,ORD00625,PAY00625,SET00625,MATCHED,NONE,0.0
TXN00626,ORD00626,PAY00626,SET00626,MATCHED,NONE,0.0
TXN00627,ORD00627,PAY00627,SET00627,MATCHED,NONE,0.0
TXN00628,ORD00628,PAY00628,SET00628,MATCHED,NONE,0.0
TXN00629,ORD00629,PAY00629,SET00629,MATCHED,NONE,0.0
TXN00630,ORD00630,PAY00630,SET00630,MATCHED,NONE,0.0
TXN00631,ORD00631,,SET00631,EXCEPTION,MISSING_PAYMENT,999.0
TXN00632,ORD00632,PAY00632,SET00632,EXCEPTION,SETTLEMENT_DELAY,10.0
TXN00633,ORD00633,PAY00633,SET00633,MATCHED,NONE,0.0
TXN00634,ORD00634,PAY00634,SET00634,MATCHED,NONE,0.0
TXN00635,ORD00635,PAY00635,SET00635,MATCHED,NONE,0.0
TXN00636,ORD00636,PAY00636,SET00636,MATCHED,NONE,0.0
TXN00637,ORD00637,PAY00637,SET00637,MATCHED,NONE,0.0
TXN00638,ORD00638,PAY00638,SET00638,EXCEPTION,WRONG_TRANSACTION_REFERENCE,
TXN00639,ORD00639,PAY00639,,EXCEPTION,MISSING_SETTLEMENT,1472.47
TXN00640,ORD00640,PAY00640,SET00640,MATCHED,NONE,0.0
TXN00641,ORD00641,PAY00641,SET00641,MATCHED,NONE,0.0
TXN00642,ORD00642,PAY00642,SET00642,MATCHED,NONE,0.0
TXN00643,ORD00643,PAY00643,SET00643,MATCHED,NONE,0.0
TXN00644,ORD00644,PAY00644,SET00644,MATCHED,NONE,0.0
TXN00645,ORD00645,PAY00645,SET00645,MATCHED,NONE,0.0
TXN00646,ORD00646,PAY00646,SET00646,MATCHED,NONE,0.0
TXN00647,ORD00647,PAY00647,SET00647,MATCHED,NONE,0.0
TXN00648,ORD00648,PAY00648,SET00648,MATCHED,NONE,0.0
TXN00649,ORD00649,PAY00649,SET00649,MATCHED,NONE,0.0
TXN00650,ORD00650,PAY00650,SET00650,MATCHED,NONE,0.0
TXN00651,ORD00651,PAY00651,SET00651,MATCHED,NONE,0.0
TXN00652,ORD00652,PAY00652,SET00652,MATCHED,NONE,0.0
TXN00653,ORD00653,PAY00653,SET00653,MATCHED,NONE,0.0
TXN00654,ORD00654,PAY00654,SET00654,EXCEPTION,UNKNOWN_ADJUSTMENT,250.0
TXN00655,ORD00655,PAY00655,SET00655,MATCHED,NONE,0.0
TXN00656,ORD00656,PAY00656,SET00656,MATCHED,NONE,0.0
TXN00657,ORD00657,PAY00657,SET00657,MATCHED,NONE,0.0
TXN00658,ORD00658,PAY00658,SET00658,MATCHED,NONE,0.0
TXN00659,ORD00659,PAY00659,SET00659,MATCHED,NONE,0.0
TXN00660,ORD00660,PAY00660,SET00660,MATCHED,NONE,0.0
TXN00661,ORD00661,PAY00661,SET00661,EXCEPTION,PARTIAL_SETTLEMENT,1457.03
TXN00662,ORD00662,PAY00662,SET00662,MATCHED,NONE,0.0
TXN00663,ORD00663,PAY00663,SET00663,MATCHED,NONE,0.0
TXN00664,ORD00664,PAY00664,SET00664,MATCHED,NONE,0.0
TXN00665,ORD00665,PAY00665,SET00665,MATCHED,NONE,0.0
TXN00666,ORD00666,PAY00666,SET00666,MATCHED,NONE,0.0
TXN00667,ORD00667,PAY00667,,EXCEPTION,MISSING_SETTLEMENT,195.48
TXN00668,ORD00668,PAY00668,SET00668,MATCHED,NONE,0.0
TXN00669,ORD00669,PAY00669,SET00669,EXCEPTION,FAILED_PAYMENT,5999.0
TXN00670,ORD00670,PAY00670,SET00670,MATCHED,NONE,0.0
TXN00671,ORD00671,PAY00671,SET00671,EXCEPTION,WRONG_TRANSACTION_REFERENCE,
TXN00672,ORD00672,PAY00672,SET00672,MATCHED,NONE,0.0
TXN00673,ORD00673,PAY00673,SET00673,MATCHED,NONE,0.0
TXN00674,ORD00674,PAY00674,SET00674,MATCHED,NONE,0.0
TXN00675,ORD00675,PAY00675,SET00675,MATCHED,NONE,0.0
TXN00676,ORD00676,PAY00676,SET00676,MATCHED,NONE,0.0
TXN00677,ORD00677,PAY00677,SET00677,MATCHED,NONE,0.0
TXN00678,ORD00678,PAY00678,SET00678,MATCHED,NONE,0.0
TXN00679,ORD00679,PAY00679,SET00679,MATCHED,NONE,0.0
TXN00680,ORD00680,PAY00680,SET00680,MATCHED,NONE,0.0
TXN00681,ORD00681,PAY00681,SET00681,EXCEPTION,CHARGEBACK,1499.0
TXN00682,ORD00682,PAY00682,SET00682,MATCHED,NONE,0.0
TXN00683,ORD00683,PAY00683,SET00683,EXCEPTION,AMOUNT_MISMATCH,196.18
TXN00684,ORD00684,PAY00684,SET00684,MATCHED,NONE,0.0
TXN00685,ORD00685,PAY00685,SET00685,MATCHED,NONE,0.0
TXN00686,ORD00686,PAY00686,SET00686,MATCHED,NONE,0.0
TXN00687,ORD00687,PAY00687,SET00687,MATCHED,NONE,0.0
TXN00688,ORD00688,PAY00688,SET00688,MATCHED,NONE,0.0
TXN00689,ORD00689,PAY00689,SET00689,EXCEPTION,INCORRECT_FEE,379.96
TXN00690,ORD00690,PAY00690,SET00690,MATCHED,NONE,0.0
TXN00691,ORD00691,PAY00691,SET00691,MATCHED,NONE,0.0
TXN00692,ORD00692,PAY00692,SET00692,MATCHED,NONE,0.0
TXN00693,ORD00693,PAY00693,SET00693,MATCHED,NONE,0.0
TXN00694,ORD00694,PAY00694,SET00694,EXCEPTION,SETTLEMENT_DELAY,14.0
TXN00695,ORD00695,PAY00695,SET00695|SET00695_DUP,EXCEPTION,DUPLICATE_SETTLEMENT,7857.42
TXN00696,ORD00696,PAY00696,SET00696,MATCHED,NONE,0.0
TXN00697,ORD00697,PAY00697,SET00697,MATCHED,NONE,0.0
TXN00698,ORD00698,PAY00698|PAY00698_PART2,SET00698,EXCEPTION,MULTIPLE_PAYMENTS,2999.7
TXN00699,ORD00699,PAY00699,SET00699,MATCHED,NONE,0.0
TXN00700,ORD00700,PAY00700,SET00700,MATCHED,NONE,0.0
TXN00701,ORD00701,PAY00701,SET00701,MATCHED,NONE,0.0
TXN00702,ORD00702,PAY00702,SET00702,MATCHED,NONE,0.0
TXN00703,ORD00703,PAY00703,SET00703,EXCEPTION,REFUND,249.9
TXN00704,ORD00704,PAY00704,SET00704,MATCHED,NONE,0.0
TXN00705,ORD00705,PAY00705,SET00705,MATCHED,NONE,0.0
