bank_transaction_id,transaction_id,merchant_id,transaction_date,credit_amount,transaction_type,reference,currency
BANK00305,TXN00305,MERCHANT_001,2026-05-11,4999,CREDIT,TXN00305,INR
BANK00306,TXN00306,MERCHANT_005,2026-02-21,7999,CREDIT,TXN00306,INR
BANK00307,TXN00307,MERCHANT_002,2026-03-03,299,CREDIT,TXN00307,INR
BANK00308,TXN00308,MERCHANT_002,2026-02-14,3999,CREDIT,TXN00308,INR
BANK00309,TXN00309,MERCHANT_002,2026-06-10,2499,CREDIT,TXN00309,INR
BANK00310,TXN00310,MERCHANT_005,2026-04-25,4999,CREDIT,TXN00310,INR
BANK00311,TXN00311,MERCHANT_002,2026-04-23,299,CREDIT,TXN00311,INR
BANK00312,TXN00312,MERCHANT_003,2026-03-13,3999,CREDIT,TXN00312,INR
BANK00313,TXN00313,MERCHANT_005,2026-01-20,999,CREDIT,TXN00313,INR
BANK00314,TXN00314,MERCHANT_001,2026-01-16,1499,CREDIT,TXN00314,INR
BANK00315,TXN00315,MERCHANT_001,2026-06-07,3999,CREDIT,TXN00315,INR
BANK00316,TXN00316,MERCHANT_005,2026-05-23,7999,CREDIT,TXN00316,INR
BANK00317,TXN00317,MERCHANT_005,2026-06-16,799,CREDIT,TXN00317,INR
BANK00318,TXN00318,MERCHANT_005,2026-02-08,199,CREDIT,TXN00318,INR
BANK00319,TXN00319,MERCHANT_003,2026-01-23,2999,CREDIT,TXN00319,INR
BANK00320,TXN00320,MERCHANT_002,2026-04-23,2499,CREDIT,TXN00320,INR
BANK00321,TXN00321,MERCHANT_003,2026-03-15,1999,CREDIT,TXN00321,INR
BANK00322,TXN00322,MERCHANT_005,2026-01-14,7999,CREDIT,TXN00322,INR
BANK00323,TXN00323,MERCHANT_003,2026-01-26,2999,CREDIT,TXN00323,INR
BANK00324,TXN00324,MERCHANT_003,2026-06-18,3999,CREDIT,TXN00324,INR
BANK00325,TXN00325,MERCHANT_001,2026-05-31,4999,CREDIT,TXN00325,INR
BANK00326,TXN00326,MERCHANT_003,2026-06-19,5999,CREDIT,TXN00326,INR
BANK00327,TXN00327,MERCHANT_005,2026-01-24,999,CREDIT,TXN00327,INR
BANK00328,TXN00328,MERCHANT_002,2026-06-22,5999,CREDIT,TXN00328,INR
BANK00329,TXN00329,MERCHANT_005,2026-04-05,199,CREDIT,TXN00329,INR
BANK00330,TXN00330,MERCHANT_002,2026-02-26,1499,CREDIT,TXN00330,INR
BANK00331,TXN00331,MERCHANT_002,2026-02-06,499,CREDIT,TXN00331,INR
BANK00332,TXN00332,MERCHANT_001,2026-05-10,7999,CREDIT,TXN00332,INR
BANK00333,TXN00333,MERCHANT_005,2026-02-03,3999,CREDIT,TXN00333,INR
BANK00334,TXN00334,MERCHANT_002,2026-02-16,9999,CREDIT,TXN00334,INR
BANK00335,TXN00335,MERCHANT_001,2026-04-16,1499,CREDIT,TXN00335,INR
BANK00336,TXN00336,MERCHANT_005,2026-03-14,7999,CREDIT,TXN00336,INR
BANK00337,TXN00337,MERCHANT_005,2026-03-04,999,CREDIT,TXN00337,INR
BANK00338,TXN00338,MERCHANT_003,2026-06-25,3999,CREDIT,TXN00338,INR
BANK00339,TXN00339,MERCHANT_003,2026-04-09,2999,CREDIT,TXN00339,INR
BANK00340,TXN00340,MERCHANT_002,2026-06-04,499,CREDIT,TXN00340,INR
BANK00341,TXN00341,MERCHANT_004,2026-04-08,2999,CREDIT,TXN00341,INR
BANK00342,TXN00342,MERCHANT_001,2026-03-14,299,CREDIT,TXN00342,INR
BANK00343,TXN00343,MERCHANT_004,2026-05-12,499,CREDIT,TXN00343,INR
BANK00344,TXN00344,MERCHANT_002,2026-04-26,1499,CREDIT,TXN00344,INR
BANK00345,TXN00345,MERCHANT_001,2026-04-13,2999,CREDIT,TXN00345,INR
BANK00346,TXN00346,MERCHANT_004,2026-01-22,1499,CREDIT,TXN00346,INR
BANK00347,TXN00347,MERCHANT_003,2026-01-27,9999,CREDIT,TXN00347,INR
BANK00348,TXN00348,MERCHANT_002,2026-01-11,999,CREDIT,TXN00348,INR
BANK00349,TXN00349,MERCHANT_004,2026-04-25,3999,CREDIT,TXN00349,INR
BANK00350,TXN00350,MERCHANT_001,2026-03-07,799,CREDIT,TXN00350,INR
BANK00351,TXN00351,MERCHANT_005,2026-05-17,1999,CREDIT,TXN00351,INR
BANK00352,TXN00352,MERCHANT_002,2026-03-19,299,CREDIT,TXN00352,INR
BANK00353,TXN00353,MERCHANT_004,2026-06-13,7999,CREDIT,TXN00353,INR
BANK00354,TXN00354,MERCHANT_001,2026-05-08,3999,CREDIT,TXN00354,INR
BANK00355,TXN00355,MERCHANT_005,2026-03-04,5999,CREDIT,TXN00355,INR
BANK00356,TXN00356,MERCHANT_004,2026-01-01,3999,CREDIT,TXN00356,INR
BANK00357,TXN00357,MERCHANT_005,2026-04-19,499,CREDIT,TXN00357,INR
BANK00358,TXN00358,MERCHANT_003,2026-01-18,2999,CREDIT,TXN00358,INR
BANK00359,TXN00359,MERCHANT_004,2026-01-13,4999,CREDIT,TXN00359,INR
BANK00360,TXN00360,MERCHANT_003,2026-01-05,1499,CREDIT,TXN00360,INR
BANK00361,TXN00361,MERCHANT_002,2026-06-19,4999,CREDIT,TXN00361,INR
BANK00362,TXN00362,MERCHANT_003,2026-02-04,199,CREDIT,TXN00362,INR
BANK00363,TXN00363,MERCHANT_003,2026-06-15,499,CREDIT,TXN00363,INR
BANK00364,TXN00364,MERCHANT_002,2026-02-05,299,CREDIT,TXN00364,INR
BANK00365,TXN00365,MERCHANT_003,2026-02-21,199,CREDIT,TXN00365,INR
BANK00366,TXN00366,MERCHANT_003,2026-03-22,2999,CREDIT,TXN00366,INR
BANK00367,TXN00367,MERCHANT_004,2026-03-06,199,CREDIT,TXN00367,INR
BANK00368,TXN00368,MERCHANT_003,2026-01-14,9999,CREDIT,TXN00368,INR
BANK00369,TXN00369,MERCHANT_001,2026-04-07,1999,CREDIT,TXN00369,INR
BANK00370,TXN00370,MERCHANT_004,2026-03-29,499,CREDIT,TXN00370,INR
BANK00371,TXN00371,MERCHANT_003,2026-05-14,999,CREDIT,TXN00371,INR
BANK00372,TXN00372,MERCHANT_001,2026-04-22,3999,CREDIT,TXN00372,INR
BANK00373,TXN00373,MERCHANT_003,2026-03-24,299,CREDIT,TXN00373,INR
BANK00374,TXN00374,MERCHANT_003,2026-03-20,2499,CREDIT,TXN00374,INR
BANK00375,TXN00375,MERCHANT_004,2026-03-31,2499,CREDIT,TXN00375,INR
BANK00376,TXN00376,MERCHANT_005,2026-04-24,999,CREDIT,TXN00376,INR
BANK00377,TXN00377,MERCHANT_004,2026-04-06,2999,CREDIT,TXN00377,INR
BANK00378,TXN00378,MERCHANT_002,2026-06-05,4999,CREDIT,TXN00378,INR
BANK00379,TXN00379,MERCHANT_002,2026-01-18,799,CREDIT,TXN00379,INR
BANK00380,TXN00380,MERCHANT_004,2026-05-26,199,CREDIT,TXN00380,INR
BANK00381,TXN00381,MERCHANT_003,2026-04-07,2499,CREDIT,TXN00381,INR
BANK00382,TXN00382,MERCHANT_002,2026-05-16,1499,CREDIT,TXN00382,INR
BANK00383,TXN00383,MERCHANT_003,2026-03-07,299,CREDIT,TXN00383,INR
BANK00384,TXN00384,MERCHANT_004,2026-05-15,1999,CREDIT,TXN00384,INR
BANK00385,TXN00385,MERCHANT_003,2026-06-30,2499,CREDIT,TXN00385,INR
BANK00386,TXN00386,MERCHANT_004,2026-02-22,299,CREDIT,TXN00386,INR
BANK00387,TXN00387,MERCHANT_004,2026-02-14,5999,CREDIT,TXN00387,INR
BANK00388,TXN00388,MERCHANT_003,2026-06-20,1499,CREDIT,TXN00388,INR
BANK00389,TXN00389,MERCHANT_005,2026-03-16,999,CREDIT,TXN00389,INR
BANK00390,TXN00390,MERCHANT_003,2026-05-12,799,CREDIT,TXN00390,INR
BANK00391,TXN00391,MERCHANT_002,2026-03-03,7999,CREDIT,TXN00391,INR
BANK00392,TXN00392,MERCHANT_003,2026-05-23,3999,CREDIT,TXN00392,INR
BANK00393,TXN00393,MERCHANT_005,2026-02-03,3999,CREDIT,TXN00393,INR
BANK00394,TXN00394,MERCHANT_003,2026-04-12,5999,CREDIT,TXN00394,INR
BANK00395,TXN00395,MERCHANT_004,2026-04-16,9999,CREDIT,TXN00395,INR
BANK00396,TXN00396,MERCHANT_003,2026-06-14,299,CREDIT,TXN00396,INR
BANK00397,TXN00397,MERCHANT_005,2026-03-31,499,CREDIT,TXN00397,INR
BANK00398,TXN00398,MERCHANT_004,2026-05-09,9999,CREDIT,TXN00398,INR
BANK00399,TXN00399,MERCHANT_005,2026-02-09,999,CREDIT,TXN00399,INR
BANK00400,TXN00400,MERCHANT_003,2026-02-27,1499,CREDIT,TXN00400,INR
BANK00401,TXN00401,MERCHANT_003,2026-02-20,4999,CREDIT,TXN00401,INR
BANK00402,TXN00402,MERCHANT_003,2026-06-07,2999,CREDIT,TXN00402,INR
BANK00403,TXN00403,MERCHANT_002,2026-06-01,3999,CREDIT,TXN00403,INR
BANK00404,TXN00404,MERCHANT_005,2026-06-04,1499,CREDIT,TXN00404,INR
BANK00405,TXN00405,MERCHANT_001,2026-01-12,4999,CREDIT,TXN00405,INR
BANK00406,TXN00406,MERCHANT_005,2026-04-18,3999,CREDIT,TXN00406,INR
BANK00407,TXN00407,MERCHANT_005,2026-03-17,4999,CREDIT,TXN00407,INR
BANK00408,TXN00408,MERCHANT_002,2026-06-27,1999,CREDIT,TXN00408,INR
BANK00409,TXN00409,MERCHANT_001,2026-06-26,199,CREDIT,TXN00409,INR
BANK00410,TXN00410,MERCHANT_004,2026-05-05,2499,CREDIT,TXN00410,INR
BANK00411,TXN00411,MERCHANT_005,2026-02-08,1499,CREDIT,TXN00411,INR
BANK00412,TXN00412,MERCHANT_004,2026-02-04,7999,CREDIT,TXN00412,INR
BANK00413,TXN00413,MERCHANT_005,2026-01-28,1499,CREDIT,TXN00413,INR
BANK00414,TXN00414,MERCHANT_001,2026-03-12,2499,CREDIT,TXN00414,INR
BANK00415,TXN00415,MERCHANT_001,2026-01-14,999,CREDIT,TXN00415,INR
BANK00416,TXN00416,MERCHANT_002,2026-02-10,9999,CREDIT,TXN00416,INR
BANK00417,TXN00417,MERCHANT_003,2026-02-20,7999,CREDIT,TXN00417,INR
BANK00418,TXN00418,MERCHANT_005,2026-04-30,2499,CREDIT,TXN00418,INR
BANK00419,TXN00419,MERCHANT_001,2026-01-24,1999,CREDIT,TXN00419,INR
BANK00420,TXN00420,MERCHANT_002,2026-05-30,1499,CREDIT,TXN00420,INR
BANK00421,TXN00421,MERCHANT_003,2026-05-07,3999,CREDIT,TXN00421,INR
BANK00422,TXN00422,MERCHANT_005,2026-01-03,9999,CREDIT,TXN00422,INR
BANK00423,TXN00423,MERCHANT_002,2026-03-11,5999,CREDIT,TXN00423,INR
BANK00424,TXN00424,MERCHANT_003,2026-01-13,1999,CREDIT,TXN00424,INR
BANK00425,TXN00425,MERCHANT_005,2026-02-19,1499,CREDIT,TXN00425,INR
BANK00426,TXN00426,MERCHANT_004,2026-05-10,2499,CREDIT,TXN00426,INR
BANK00427,TXN00427,MERCHANT_002,2026-01-25,1999,CREDIT,TXN00427,INR
BANK00428,TXN00428,MERCHANT_005,2026-04-05,7999,CREDIT,TXN00428,INR
BANK00429,TXN00429,MERCHANT_005,2026-05-11,1999,CREDIT,TXN00429,INR
BANK00430,TXN00430,MERCHANT_001,2026-02-07,5999,CREDIT,TXN00430,INR
BANK00431,TXN00431,MERCHANT_005,2026-04-27,499,CREDIT,TXN00431,INR
BANK00432,TXN00432,MERCHANT_005,2026-03-23,499,CREDIT,TXN00432,INR
BANK00433,TXN00433,MERCHANT_005,2026-03-30,2999,CREDIT,TXN00433,INR
BANK00434,TXN00434,MERCHANT_003,2026-05-04,9999,CREDIT,TXN00434,INR
BANK00435,TXN00435,MERCHANT_003,2026-06-22,299,CREDIT,TXN00435,INR
BANK00436,TXN00436,MERCHANT_003,2026-06-27,4999,CREDIT,TXN00436,INR
BANK00437,TXN00437,MERCHANT_003,2026-06-18,7999,CREDIT,TXN00437,INR
BANK00438,TXN00438,MERCHANT_005,2026-05-03,499,CREDIT,TXN00438,INR
BANK00439,TXN00439,MERCHANT_002,2026-01-09,3999,CREDIT,TXN00439,INR
BANK00440,TXN00440,MERCHANT_001,2026-04-23,1499,CREDIT,TXN00440,INR
BANK00441,TXN00441,MERCHANT_004,2026-06-28,799,CREDIT,TXN00441,INR
BANK00442,TXN00442,MERCHANT_005,2026-05-02,9999,CREDIT,TXN00442,INR
BANK00443,TXN00443,MERCHANT_005,2026-02-23,2999,CREDIT,TXN00443,INR
BANK00444,TXN00444,MERCHANT_005,2026-04-07,1499,CREDIT,TXN00444,INR
BANK00445,TXN00445,MERCHANT_005,2026-03-29,2999,CREDIT,TXN00445,INR
BANK00446,TXN00446,MERCHANT_005,2026-05-04,799,CREDIT,TXN00446,INR
BANK00447,TXN00447,MERCHANT_005,2026-03-18,799,CREDIT,TXN00447,INR
BANK00448,TXN00448,MERCHANT_002,2026-06-28,5999,CREDIT,TXN00448,INR
BANK00449,TXN00449,MERCHANT_004,2026-03-31,2999,CREDIT,TXN00449,INR
BANK00450,TXN00450,MERCHANT_001,2026-05-27,4999,CREDIT,TXN00450,INR
BANK00451,TXN00451,MERCHANT_003,2026-02-09,999,CREDIT,TXN00451,INR
BANK00452,TXN00452,MERCHANT_001,2026-03-31,2499,CREDIT,TXN00452,INR
BANK00453,TXN00453,MERCHANT_002,2026-02-22,9999,CREDIT,TXN00453,INR
BANK00454,TXN00454,MERCHANT_003,2026-02-07,299,CREDIT,TXN00454,INR
BANK00455,TXN00455,MERCHANT_001,2026-06-22,2999,CREDIT,TXN00455,INR
BANK00456,TXN00456,MERCHANT_001,2026-01-27,1999,CREDIT,TXN00456,INR
BANK00457,TXN00457,MERCHANT_001,2026-06-24,7999,CREDIT,TXN00457,INR
BANK00458,TXN00458,MERCHANT_005,2026-02-10,1999,CREDIT,TXN00458,INR
BANK00459,TXN00459,MERCHANT_002,2026-03-15,1499,CREDIT,TXN00459,INR
BANK00460,TXN00460,MERCHANT_001,2026-06-18,3999,CREDIT,TXN00460,INR
BANK00461,TXN00461,MERCHANT_001,2026-02-14,1999,CREDIT,TXN00461,INR
BANK00462,TXN00462,MERCHANT_004,2026-05-08,499,CREDIT,TXN00462,INR
BANK00463,TXN00463,MERCHANT_001,2026-03-18,3999,CREDIT,TXN00463,INR
BANK00464,TXN00464,MERCHANT_003,2026-04-27,4999,CREDIT,TXN00464,INR
BANK00465,TXN00465,MERCHANT_005,2026-05-01,999,CREDIT,TXN00465,INR
BANK00466,TXN00466,MERCHANT_003,2026-02-12,5999,CREDIT,TXN00466,INR
BANK00467,TXN00467,MERCHANT_002,2026-01-04,5999,CREDIT,TXN00467,INR
BANK00468,TXN00468,MERCHANT_005,2026-06-23,7999,CREDIT,TXN00468,INR
BANK00469,TXN00469,MERCHANT_005,2026-06-13,1999,CREDIT,TXN00469,INR
BANK00470,TXN00470,MERCHANT_003,2026-01-23,1999,CREDIT,TXN00470,INR
BANK00471,TXN00471,MERCHANT_002,2026-05-03,1499,CREDIT,TXN00471,INR
BANK00472,TXN00472,MERCHANT_003,2026-04-09,799,CREDIT,TXN00472,INR
BANK00473,TXN00473,MERCHANT_003,2026-03-19,3999,CREDIT,TXN00473,INR
BANK00474,TXN00474,MERCHANT_003,2026-06-27,799,CREDIT,TXN00474,INR
BANK00475,TXN00475,MERCHANT_004,2026-03-20,499,CREDIT,TXN00475,INR
BANK00476,TXN00476,MERCHANT_003,2026-06-28,299,CREDIT,TXN00476,INR
BANK00477,TXN00477,MERCHANT_005,2026-02-26,799,CREDIT,TXN00477,INR
BANK00478,TXN00478,MERCHANT_002,2026-04-29,5999,CREDIT,TXN00478,INR
BANK00479,TXN00479,MERCHANT_005,2026-05-01,7999,CREDIT,TXN00479,INR
BANK00480,TXN00480,MERCHANT_005,2026-01-21,2999,CREDIT,TXN00480,INR
BANK00481,TXN00481,MERCHANT_003,2026-01-21,3999,CREDIT,TXN00481,INR
BANK00482,TXN00482,MERCHANT_005,2026-05-11,799,CREDIT,TXN00482,INR
BANK00483,TXN00483,MERCHANT_003,2026-05-15,2499,CREDIT,TXN00483,INR
BANK00484,TXN00484,MERCHANT_005,2026-05-08,299,CREDIT,TXN00484,INR
BANK00485,TXN00485,MERCHANT_004,2026-02-03,2999,CREDIT,TXN00485,INR
BANK00486,TXN00486,MERCHANT_005,2026-01-15,2999,CREDIT,TXN00486,INR
BANK00487,TXN00487,MERCHANT_001,2026-04-12,999,CREDIT,TXN00487,INR
BANK00488,TXN00488,MERCHANT_005,2026-01-19,199,CREDIT,TXN00488,INR
BANK00489,TXN00489,MERCHANT_001,2026-05-20,199,CREDIT,TXN00489,INR
BANK00490,TXN00490,MERCHANT_001,2026-03-15,1999,CREDIT,TXN00490,INR
BANK00491,TXN00491,MERCHANT_004,2026-04-06,1999,CREDIT,TXN00491,INR
BANK00492,TXN00492,MERCHANT_004,2026-01-23,4999,CREDIT,TXN00492,INR
BANK00493,TXN00493,MERCHANT_001,2026-02-15,2999,CREDIT,TXN00493,INR
BANK00494,TXN00494,MERCHANT_002,2026-02-28,9999,CREDIT,TXN00494,INR
BANK00495,TXN00495,MERCHANT_003,2026-05-01,4999,CREDIT,TXN00495,INR
BANK00496,TXN00496,MERCHANT_004,2026-03-02,799,CREDIT,TXN00496,INR
BANK00497,TXN00497,MERCHANT_002,2026-03-12,799,CREDIT,TXN00497,INR
BANK00498,TXN00498,MERCHANT_004,2026-06-07,7999,CREDIT,TXN00498,INR
BANK00499,TXN00499,MERCHANT_002,2026-01-18,299,CREDIT,TXN00499,INR
BANK00500,TXN00500,MERCHANT_005,2026-06-24,5999,CREDIT,TXN00500,INR
BANK00501,TXN00501,MERCHANT_001,2026-04-13,2499,CREDIT,TXN00501,INR
BANK00502,TXN00502,MERCHANT_002,2026-01-16,499,CREDIT,TXN00502,INR
BANK00503,TXN00503,MERCHANT_005,2026-03-23,3999,CREDIT,TXN00503,INR
BANK00504,TXN00504,MERCHANT_003,2026-02-07,4999,CREDIT,TXN00504,INR
BANK00505,TXN00505,MERCHANT_003,2026-03-12,199,CREDIT,TXN00505,INR
BANK00506,TXN00506,MERCHANT_005,2026-05-07,199,CREDIT,TXN00506,INR
BANK00507,TXN00507,MERCHANT_005,2026-03-24,5999,CREDIT,TXN00507,INR
BANK00508,TXN00508,MERCHANT_002,2026-03-18,1999,CREDIT,TXN00508,INR
BANK00509,TXN00509,MERCHANT_004,2026-03-03,9999,CREDIT,TXN00509,INR
BANK00510,TXN00510,MERCHANT_002,2026-04-29,199,CREDIT,TXN00510,INR
BANK00511,TXN00511,MERCHANT_005,2026-05-16,499,CREDIT,TXN00511,INR
BANK00512,TXN00512,MERCHANT_003,2026-02-22,1499,CREDIT,TXN00512,INR
BANK00513,TXN00513,MERCHANT_003,2026-01-26,2999,CREDIT,TXN00513,INR
BANK00514,TXN00514,MERCHANT_003,2026-04-07,4999,CREDIT,TXN00514,INR
BANK00515,TXN00515,MERCHANT_002,2026-06-01,5999,CREDIT,TXN00515,INR
BANK00516,TXN00516,MERCHANT_002,2026-03-27,999,CREDIT,TXN00516,INR
BANK00517,TXN00517,MERCHANT_002,2026-01-31,5999,CREDIT,TXN00517,INR
BANK00518,TXN00518,MERCHANT_005,2026-06-30,799,CREDIT,TXN00518,INR
BANK00519,TXN00519,MERCHANT_005,2026-03-24,7999,CREDIT,TXN00519,INR
BANK00520,TXN00520,MERCHANT_004,2026-05-17,4999,CREDIT,TXN00520,INR
BANK00521,TXN00521,MERCHANT_003,2026-04-05,2999,CREDIT,TXN00521,INR
BANK00522,TXN00522,MERCHANT_001,2026-05-02,7999,CREDIT,TXN00522,INR
BANK00523,TXN00523,MERCHANT_003,2026-03-23,1999,CREDIT,TXN00523,INR
BANK00524,TXN00524,MERCHANT_002,2026-02-09,199,CREDIT,TXN00524,INR
BANK00525,TXN00525,MERCHANT_005,2026-05-30,5999,CREDIT,TXN00525,INR
BANK00526,TXN00526,MERCHANT_002,2026-02-20,1499,CREDIT,TXN00526,INR
BANK00527,TXN00527,MERCHANT_005,2026-03-04,2499,CREDIT,TXN00527,INR
BANK00528,TXN00528,MERCHANT_004,2026-06-14,5999,CREDIT,TXN00528,INR
BANK00529,TXN00529,MERCHANT_002,2026-04-01,499,CREDIT,TXN00529,INR
BANK00530,TXN00530,MERCHANT_004,2026-02-17,2999,CREDIT,TXN00530,INR
BANK00531,TXN00531,MERCHANT_001,2026-01-21,9999,CREDIT,TXN00531,INR
BANK00532,TXN00532,MERCHANT_004,2026-02-05,9999,CREDIT,TXN00532,INR
BANK00533,TXN00533,MERCHANT_002,2026-01-03,799,CREDIT,TXN00533,INR
BANK00534,TXN00534,MERCHANT_001,2026-06-08,4999,CREDIT,TXN00534,INR
BANK00535,TXN00535,MERCHANT_001,2026-01-03,2999,CREDIT,TXN00535,INR
BANK00536,TXN00536,MERCHANT_001,2026-05-17,5999,CREDIT,TXN00536,INR
BANK00537,TXN00537,MERCHANT_003,2026-01-05,2999,CREDIT,TXN00537,INR
BANK00538,TXN00538,MERCHANT_001,2026-01-27,2999,CREDIT,TXN00538,INR
BANK00539,TXN00539,MERCHANT_002,2026-06-08,2999,CREDIT,TXN00539,INR
BANK00540,TXN00540,MERCHANT_003,2026-04-13,299,CREDIT,TXN00540,INR
BANK00541,TXN00541,MERCHANT_004,2026-05-26,799,CREDIT,TXN00541,INR
BANK00542,TXN00542,MERCHANT_001,2026-06-18,9999,CREDIT,TXN00542,INR
BANK00543,TXN00543,MERCHANT_004,2026-04-08,1999,CREDIT,TXN00543,INR
BANK00544,TXN00544,MERCHANT_001,2026-06-30,499,CREDIT,TXN00544,INR
BANK00545,TXN00545,MERCHANT_004,2026-06-16,7999,CREDIT,TXN00545,INR
BANK00546,TXN00546,MERCHANT_001,2026-05-16,199,CREDIT,TXN00546,INR
BANK00547,TXN00547,MERCHANT_005,2026-05-02,999,CREDIT,TXN00547,INR
BANK00548,TXN00548,MERCHANT_003,2026-05-20,3999,CREDIT,TXN00548,INR
BANK00549,TXN00549,MERCHANT_003,2026-01-07,799,CREDIT,TXN00549,INR
BANK00550,TXN00550,MERCHANT_001,2026-03-19,499,CREDIT,TXN00550,INR
BANK00551,TXN00551,MERCHANT_004,2026-06-23,2999,CREDIT,TXN00551,INR
BANK00552,TXN00552,MERCHANT_002,2026-06-27,5999,CREDIT,TXN00552,INR
BANK00553,TXN00553,MERCHANT_003,2026-01-15,299,CREDIT,TXN00553,INR
BANK00554,TXN00554,MERCHANT_001,2026-03-31,3999,CREDIT,TXN00554,INR
BANK00555,TXN00555,MERCHANT_001,2026-06-14,999,CREDIT,TXN00555,INR
BANK00556,TXN00556,MERCHANT_002,2026-04-04,2999,CREDIT,TXN00556,INR
BANK00557,TXN00557,MERCHANT_002,2026-06-26,3999,CREDIT,TXN00557,INR
BANK00558,TXN00558,MERCHANT_005,2026-03-19,7999,CREDIT,TXN00558,INR
BANK00559,TXN00559,MERCHANT_001,2026-03-10,499,CREDIT,TXN00559,INR
BANK00560,TXN00560,MERCHANT_004,2026-03-23,1499,CREDIT,TXN00560,INR
BANK00561,TXN00561,MERCHANT_001,2026-03-21,2499,CREDIT,TXN00561,INR
BANK00562,TXN00562,MERCHANT_001,2026-02-03,299,CREDIT,TXN00562,INR
BANK00563,TXN00563,MERCHANT_004,2026-05-25,2999,CREDIT,TXN00563,INR
BANK00564,TXN00564,MERCHANT_001,2026-01-23,1499,CREDIT,TXN00564,INR
BANK00565,TXN00565,MERCHANT_004,2026-01-05,999,CREDIT,TXN00565,INR
BANK00566,TXN00566,MERCHANT_001,2026-05-24,799,CREDIT,TXN00566,INR
BANK00567,TXN00567,MERCHANT_002,2026-02-07,999,CREDIT,TXN00567,INR
BANK00568,TXN00568,MERCHANT_004,2026-02-07,299,CREDIT,TXN00568,INR
BANK00569,TXN00569,MERCHANT_003,2026-04-20,999,CREDIT,TXN00569,INR
BANK00570,TXN00570,MERCHANT_003,2026-03-06,799,CREDIT,TXN00570,INR
BANK00571,TXN00571,MERCHANT_004,2026-01-29,499,CREDIT,TXN00571,INR
BANK00572,TXN00572,MERCHANT_004,2026-03-27,9999,CREDIT,TXN00572,INR
BANK00573,TXN00573,MERCHANT_004,2026-03-29,1999,CREDIT,TXN00573,INR
BANK00574,TXN00574,MERCHANT_003,2026-06-05,5999,CREDIT,TXN00574,INR
BANK00575,TXN00575,MERCHANT_003,2026-02-15,1999,CREDIT,TXN00575,INR
BANK00576,TXN00576,MERCHANT_004,2026-05-29,7999,CREDIT,TXN00576,INR
BANK00577,TXN00577,MERCHANT_004,2026-03-15,9999,CREDIT,TXN00577,INR
BANK00578,TXN00578,MERCHANT_001,2026-05-25,799,CREDIT,TXN00578,INR
BANK00579,TXN00579,MERCHANT_001,2026-04-30,5999,CREDIT,TXN00579,INR
BANK00580,TXN00580,MERCHANT_003,2026-06-27,299,CREDIT,TXN00580,INR
BANK00581,TXN00581,MERCHANT_002,2026-06-12,999,CREDIT,TXN00581,INR
BANK00582,TXN00582,MERCHANT_002,2026-04-20,7999,CREDIT,TXN00582,INR
BANK00583,TXN00583,MERCHANT_004,2026-06-05,2499,CREDIT,TXN00583,INR
BANK00584,TXN00584,MERCHANT_005,2026-06-28,1999,CREDIT,TXN00584,INR
BANK00585,TXN00585,MERCHANT_005,2026-06-04,4999,CREDIT,TXN00585,INR
BANK00586,TXN00586,MERCHANT_002,2026-06-20,4999,CREDIT,TXN00586,INR
BANK00587,TXN00587,MERCHANT_005,2026-01-12,3999,CREDIT,TXN00587,INR
BANK00588,TXN00588,MERCHANT_004,2026-01-29,199,CREDIT,TXN00588,INR
BANK00589,TXN00589,MERCHANT_002,2026-05-12,5999,CREDIT,TXN00589,INR
BANK00590,TXN00590,MERCHANT_003,2026-04-11,2499,CREDIT,TXN00590,INR
BANK00591,TXN00591,MERCHANT_001,2026-05-05,299,CREDIT,TXN00591,INR
BANK00592,TXN00592,MERCHANT_001,2026-01-31,9999,CREDIT,TXN00592,INR
BANK00593,TXN00593,MERCHANT_003,2026-03-29,2499,CREDIT,TXN00593,INR
BANK00594,TXN00594,MERCHANT_004,2026-03-31,2499,CREDIT,TXN00594,INR
BANK00595,TXN00595,MERCHANT_004,2026-03-23,299,CREDIT,TXN00595,INR
BANK00596,TXN00596,MERCHANT_001,2026-01-06,9999,CREDIT,TXN00596,INR
BANK00597,TXN00597,MERCHANT_002,2026-03-05,2999,CREDIT,TXN00597,INR
BANK00598,TXN00598,MERCHANT_002,2026-03-27,2999,CREDIT,TXN00598,INR
BANK00599,TXN00599,MERCHANT_002,2026-04-15,4999,CREDIT,TXN00599,INR
BANK00600,TXN00600,MERCHANT_004,2026-04-14,199,CREDIT,TXN00600,INR
BANK00601,TXN00601,MERCHANT_005,2026-04-20,1999,CREDIT,TXN00601,INR
BANK00602,TXN00602,MERCHANT_002,2026-03-14,7999,CREDIT,TXN00602,INR
BANK00603,TXN00603,MERCHANT_001,2026-05-19,499,CREDIT,TXN00603,INR
BANK00604,TXN00604,MERCHANT_002,2026-04-29,299,CREDIT,TXN00604,INR
BANK00605,TXN00605,MERCHANT_005,2026-06-15,1499,CREDIT,TXN00605,INR
BANK00606,TXN00606,MERCHANT_005,2026-01-30,1499,CREDIT,TXN00606,INR
BANK00607,TXN00607,MERCHANT_005,2026-02-15,9999,CREDIT,TXN00607,INR
BANK00608,TXN00608,MERCHANT_002,2026-03-23,299,CREDIT,TXN00608,INR
BANK00609,TXN00609,MERCHANT_001,2026-02-18,1499,CREDIT,TXN00609,INR
