order_id,transaction_id,merchant_id,customer_id,order_date,order_amount,currency,payment_method
ORD00312,TXN00312,MERCHANT_003,CUST0227,2026-03-12,3999,INR,UPI
ORD00313,TXN00313,MERCHANT_005,CUST0181,2026-01-19,999,INR,WALLET
ORD00314,TXN00314,MERCHANT_001,CUST0232,2026-01-15,1499,INR,NETBANKING
ORD00315,TXN00315,MERCHANT_001,CUST0040,2026-06-07,3999,INR,WALLET
ORD00316,TXN00316,MERCHANT_005,CUST0237,2026-05-22,7999,INR,UPI
ORD00317,TXN00317,MERCHANT_005,CUST0231,2026-06-16,799,INR,NETBANKING
ORD00318,TXN00318,MERCHANT_005,CUST0244,2026-02-08,199,INR,WALLET
ORD00319,TXN00319,MERCHANT_003,CUST0053,2026-01-22,2999,INR,CARD
ORD00320,TXN00320,MERCHANT_002,CUST0021,2026-04-23,2499,INR,CARD
ORD00321,TXN00321,MERCHANT_003,CUST0187,2026-03-14,1999,INR,WALLET
ORD00322,TXN00322,MERCHANT_005,CUST0174,2026-01-14,7999,INR,NETBANKING
ORD00323,TXN00323,MERCHANT_003,CUST0034,2026-01-25,2999,INR,WALLET
ORD00324,TXN00324,MERCHANT_003,CUST0146,2026-06-18,3999,INR,CARD
ORD00325,TXN00325,MERCHANT_001,CUST0171,2026-05-30,4999,INR,CARD
ORD00326,TXN00326,MERCHANT_003,CUST0180,2026-06-17,5999,INR,WALLET
ORD00327,TXN00327,MERCHANT_005,CUST0067,2026-01-22,999,INR,WALLET
ORD00328,TXN00328,MERCHANT_002,CUST0169,2026-06-21,5999,INR,UPI
ORD00329,TXN00329,MERCHANT_005,CUST0217,2026-04-03,199,INR,NETBANKING
ORD00330,TXN00330,MERCHANT_002,CUST0159,2026-02-24,1499,INR,WALLET
ORD00331,TXN00331,MERCHANT_002,CUST0099,2026-02-05,499,INR,UPI
ORD00332,TXN00332,MERCHANT_001,CUST0152,2026-05-10,7999,INR,UPI
ORD00333,TXN00333,MERCHANT_005,CUST0173,2026-02-03,3999,INR,WALLET
ORD00334,TXN00334,MERCHANT_002,CUST0079,2026-02-16,9999,INR,CARD
ORD00335,TXN00335,MERCHANT_001,CUST0225,2026-04-16,1499,INR,CARD
ORD00336,TXN00336,MERCHANT_005,CUST0228,2026-03-14,7999,INR,WALLET
ORD00337,TXN00337,MERCHANT_005,CUST0120,2026-03-03,999,INR,WALLET
ORD00338,TXN00338,MERCHANT_003,CUST0100,2026-06-23,3999,INR,WALLET
ORD00339,TXN00339,MERCHANT_003,CUST0237,2026-04-08,2999,INR,WALLET
ORD00340,TXN00340,MERCHANT_002,CUST0083,2026-06-04,499,INR,NETBANKING
ORD00341,TXN00341,MERCHANT_004,CUST0027,2026-04-06,2999,INR,UPI
ORD00342,TXN00342,MERCHANT_001,CUST0265,2026-03-14,299,INR,CARD
ORD00343,TXN00343,MERCHANT_004,CUST0140,2026-05-12,499,INR,WALLET
ORD00344,TXN00344,MERCHANT_002,CUST0047,2026-04-26,1499,INR,UPI
ORD00345,TXN00345,MERCHANT_001,CUST0213,2026-04-12,2999,INR,NETBANKING
ORD00346,TXN00346,MERCHANT_004,CUST0121,2026-01-21,1499,INR,CARD
ORD00347,TXN00347,MERCHANT_003,CUST0015,2026-01-26,9999,INR,NETBANKING
ORD00348,TXN00348,MERCHANT_002,CUST0075,2026-01-10,999,INR,WALLET
ORD00349,TXN00349,MERCHANT_004,CUST0072,2026-04-25,3999,INR,UPI
ORD00350,TXN00350,MERCHANT_001,CUST0041,2026-03-07,799,INR,CARD
ORD00351,TXN00351,MERCHANT_005,CUST0281,2026-05-16,1999,INR,UPI
ORD00352,TXN00352,MERCHANT_002,CUST0148,2026-03-19,299,INR,UPI
ORD00353,TXN00353,MERCHANT_004,CUST0123,2026-06-13,7999,INR,WALLET
ORD00354,TXN00354,MERCHANT_001,CUST0033,2026-05-08,3999,INR,UPI
ORD00355,TXN00355,MERCHANT_005,CUST0264,2026-03-03,5999,INR,CARD
ORD00356,TXN00356,MERCHANT_004,CUST0150,2026-01-01,3999,INR,NETBANKING
ORD00357,TXN00357,MERCHANT_005,CUST0124,2026-04-17,499,INR,UPI
ORD00358,TXN00358,MERCHANT_003,CUST0269,2026-01-18,2999,INR,UPI
ORD00359,TXN00359,MERCHANT_004,CUST0200,2026-01-12,4999,INR,WALLET
ORD00360,TXN00360,MERCHANT_003,CUST0192,2026-01-05,1499,INR,UPI
ORD00361,TXN00361,MERCHANT_002,CUST0177,2026-06-18,4999,INR,UPI
ORD00362,TXN00362,MERCHANT_003,CUST0298,2026-02-04,199,INR,NETBANKING
ORD00363,TXN00363,MERCHANT_003,CUST0280,2026-06-14,499,INR,WALLET
ORD00364,TXN00364,MERCHANT_002,CUST0246,2026-02-04,299,INR,WALLET
ORD00365,TXN00365,MERCHANT_003,CUST0019,2026-02-21,199,INR,CARD
ORD00366,TXN00366,MERCHANT_003,CUST0022,2026-03-21,2999,INR,WALLET
ORD00367,TXN00367,MERCHANT_004,CUST0279,2026-03-06,199,INR,CARD
ORD00368,TXN00368,MERCHANT_003,CUST0147,2026-01-13,9999,INR,NETBANKING
ORD00369,TXN00369,MERCHANT_001,CUST0140,2026-04-05,1999,INR,WALLET
ORD00370,TXN00370,MERCHANT_004,CUST0226,2026-03-28,499,INR,WALLET
ORD00371,TXN00371,MERCHANT_003,CUST0255,2026-05-13,999,INR,UPI
ORD00372,TXN00372,MERCHANT_001,CUST0218,2026-04-21,3999,INR,CARD
ORD00373,TXN00373,MERCHANT_003,CUST0280,2026-03-24,299,INR,UPI
ORD00374,TXN00374,MERCHANT_003,CUST0168,2026-03-20,2499,INR,WALLET
ORD00375,TXN00375,MERCHANT_004,CUST0086,2026-03-31,2499,INR,UPI
ORD00376,TXN00376,MERCHANT_005,CUST0181,2026-04-22,999,INR,UPI
ORD00377,TXN00377,MERCHANT_004,CUST0039,2026-04-04,2999,INR,CARD
ORD00378,TXN00378,MERCHANT_002,CUST0016,2026-06-05,4999,INR,WALLET
ORD00379,TXN00379,MERCHANT_002,CUST0018,2026-01-18,799,INR,NETBANKING
ORD00380,TXN00380,MERCHANT_004,CUST0186,2026-05-26,199,INR,CARD
ORD00381,TXN00381,MERCHANT_003,CUST0231,2026-04-06,2499,INR,UPI
ORD00382,TXN00382,MERCHANT_002,CUST0294,2026-05-16,1499,INR,WALLET
ORD00383,TXN00383,MERCHANT_003,CUST0161,2026-03-05,299,INR,UPI
ORD00384,TXN00384,MERCHANT_004,CUST0096,2026-05-13,1999,INR,UPI
ORD00385,TXN00385,MERCHANT_003,CUST0135,2026-06-30,2499,INR,CARD
ORD00386,TXN00386,MERCHANT_004,CUST0147,2026-02-21,299,INR,CARD
ORD00387,TXN00387,MERCHANT_004,CUST0038,2026-02-14,5999,INR,WALLET
ORD00388,TXN00388,MERCHANT_003,CUST0045,2026-06-20,1499,INR,UPI
ORD00389,TXN00389,MERCHANT_005,CUST0282,2026-03-16,999,INR,CARD
ORD00390,TXN00390,MERCHANT_003,CUST0090,2026-05-11,799,INR,UPI
ORD00391,TXN00391,MERCHANT_002,CUST0103,2026-03-02,7999,INR,WALLET
ORD00392,TXN00392,MERCHANT_003,CUST0014,2026-05-22,3999,INR,NETBANKING
ORD00393,TXN00393,MERCHANT_005,CUST0240,2026-02-03,3999,INR,UPI
ORD00394,TXN00394,MERCHANT_003,CUST0034,2026-04-12,5999,INR,WALLET
ORD00395,TXN00395,MERCHANT_004,CUST0270,2026-04-15,9999,INR,UPI
ORD00396,TXN00396,MERCHANT_003,CUST0065,2026-06-14,299,INR,WALLET
ORD00397,TXN00397,MERCHANT_005,CUST0239,2026-03-30,499,INR,CARD
ORD00398,TXN00398,MERCHANT_004,CUST0067,2026-05-09,9999,INR,UPI
ORD00399,TXN00399,MERCHANT_005,CUST0064,2026-02-09,999,INR,CARD
ORD00400,TXN00400,MERCHANT_003,CUST0083,2026-02-27,1499,INR,NETBANKING
ORD00401,TXN00401,MERCHANT_003,CUST0041,2026-02-20,4999,INR,NETBANKING
ORD00402,TXN00402,MERCHANT_003,CUST0065,2026-06-07,2999,INR,UPI
ORD00403,TXN00403,MERCHANT_002,CUST0258,2026-06-01,3999,INR,CARD
ORD00404,TXN00404,MERCHANT_005,CUST0088,2026-06-04,1499,INR,UPI
ORD00405,TXN00405,MERCHANT_001,CUST0015,2026-01-12,4999,INR,NETBANKING
ORD00406,TXN00406,MERCHANT_005,CUST0108,2026-04-17,3999,INR,UPI
ORD00407,TXN00407,MERCHANT_005,CUST0255,2026-03-16,4999,INR,NETBANKING
ORD00408,TXN00408,MERCHANT_002,CUST0248,2026-06-25,1999,INR,NETBANKING
ORD00409,TXN00409,MERCHANT_001,CUST0233,2026-06-26,199,INR,CARD
ORD00410,TXN00410,MERCHANT_004,CUST0226,2026-05-04,2499,INR,CARD
ORD00411,TXN00411,MERCHANT_005,CUST0175,2026-02-06,1499,INR,NETBANKING
ORD00412,TXN00412,MERCHANT_004,CUST0177,2026-02-03,7999,INR,NETBANKING
ORD00413,TXN00413,MERCHANT_005,CUST0264,2026-01-28,1499,INR,CARD
ORD00414,TXN00414,MERCHANT_001,CUST0239,2026-03-10,2499,INR,CARD
ORD00415,TXN00415,MERCHANT_001,CUST0073,2026-01-13,999,INR,WALLET
ORD00416,TXN00416,MERCHANT_002,CUST0215,2026-02-10,9999,INR,NETBANKING
ORD00417,TXN00417,MERCHANT_003,CUST0296,2026-02-18,7999,INR,CARD
ORD00418,TXN00418,MERCHANT_005,CUST0256,2026-04-30,2499,INR,NETBANKING
ORD00419,TXN00419,MERCHANT_001,CUST0255,2026-01-24,1999,INR,WALLET
ORD00420,TXN00420,MERCHANT_002,CUST0124,2026-05-30,1499,INR,UPI
ORD00421,TXN00421,MERCHANT_003,CUST0026,2026-05-07,3999,INR,WALLET
ORD00422,TXN00422,MERCHANT_005,CUST0147,2026-01-03,9999,INR,UPI
ORD00423,TXN00423,MERCHANT_002,CUST0221,2026-03-09,5999,INR,NETBANKING
ORD00424,TXN00424,MERCHANT_003,CUST0207,2026-01-12,1999,INR,UPI
ORD00425,TXN00425,MERCHANT_005,CUST0292,2026-02-19,1499,INR,NETBANKING
ORD00426,TXN00426,MERCHANT_004,CUST0038,2026-05-10,2499,INR,NETBANKING
ORD00427,TXN00427,MERCHANT_002,CUST0061,2026-01-25,1999,INR,NETBANKING
ORD00428,TXN00428,MERCHANT_005,CUST0174,2026-04-04,7999,INR,CARD
ORD00429,TXN00429,MERCHANT_005,CUST0102,2026-05-11,1999,INR,UPI
ORD00430,TXN00430,MERCHANT_001,CUST0024,2026-02-05,5999,INR,NETBANKING
ORD00431,TXN00431,MERCHANT_005,CUST0243,2026-04-27,499,INR,CARD
ORD00432,TXN00432,MERCHANT_005,CUST0168,2026-03-23,499,INR,WALLET
ORD00433,TXN00433,MERCHANT_005,CUST0154,2026-03-28,2999,INR,WALLET
ORD00434,TXN00434,MERCHANT_003,CUST0289,2026-05-02,9999,INR,UPI
ORD00435,TXN00435,MERCHANT_003,CUST0189,2026-06-22,299,INR,WALLET
ORD00436,TXN00436,MERCHANT_003,CUST0299,2026-06-26,4999,INR,UPI
ORD00437,TXN00437,MERCHANT_003,CUST0243,2026-06-17,7999,INR,CARD
ORD00438,TXN00438,MERCHANT_005,CUST0027,2026-05-03,499,INR,WALLET
ORD00439,TXN00439,MERCHANT_002,CUST0076,2026-01-09,3999,INR,UPI
ORD00440,TXN00440,MERCHANT_001,CUST0098,2026-04-23,1499,INR,WALLET
ORD00441,TXN00441,MERCHANT_004,CUST0078,2026-06-26,799,INR,WALLET
ORD00442,TXN00442,MERCHANT_005,CUST0257,2026-05-01,9999,INR,UPI
ORD00443,TXN00443,MERCHANT_005,CUST0071,2026-02-23,2999,INR,NETBANKING
ORD00444,TXN00444,MERCHANT_005,CUST0245,2026-04-07,1499,INR,CARD
ORD00445,TXN00445,MERCHANT_005,CUST0236,2026-03-29,2999,INR,NETBANKING
ORD00446,TXN00446,MERCHANT_005,CUST0136,2026-05-04,799,INR,CARD
ORD00447,TXN00447,MERCHANT_005,CUST0143,2026-03-18,799,INR,NETBANKING
ORD00448,TXN00448,MERCHANT_002,CUST0148,2026-06-26,5999,INR,WALLET
ORD00449,TXN00449,MERCHANT_004,CUST0163,2026-03-31,2999,INR,NETBANKING
ORD00450,TXN00450,MERCHANT_001,CUST0148,2026-05-27,4999,INR,WALLET
ORD00451,TXN00451,MERCHANT_003,CUST0203,2026-02-07,999,INR,UPI
ORD00452,TXN00452,MERCHANT_001,CUST0148,2026-03-30,2499,INR,NETBANKING
ORD00453,TXN00453,MERCHANT_002,CUST0246,2026-02-21,9999,INR,NETBANKING
ORD00454,TXN00454,MERCHANT_003,CUST0288,2026-02-05,299,INR,CARD
ORD00455,TXN00455,MERCHANT_001,CUST0125,2026-06-21,2999,INR,CARD
ORD00456,TXN00456,MERCHANT_001,CUST0120,2026-01-26,1999,INR,NETBANKING
ORD00457,TXN00457,MERCHANT_001,CUST0242,2026-06-24,7999,INR,CARD
ORD00458,TXN00458,MERCHANT_005,CUST0003,2026-02-10,1999,INR,WALLET
ORD00459,TXN00459,MERCHANT_002,CUST0245,2026-03-15,1499,INR,NETBANKING
ORD00460,TXN00460,MERCHANT_001,CUST0031,2026-06-16,3999,INR,CARD
ORD00461,TXN00461,MERCHANT_001,CUST0274,2026-02-14,1999,INR,CARD
ORD00462,TXN00462,MERCHANT_004,CUST0019,2026-05-07,499,INR,NETBANKING
ORD00463,TXN00463,MERCHANT_001,CUST0020,2026-03-18,3999,INR,UPI
ORD00464,TXN00464,MERCHANT_003,CUST0172,2026-04-27,4999,INR,WALLET
ORD00465,TXN00465,MERCHANT_005,CUST0069,2026-04-30,999,INR,CARD
ORD00466,TXN00466,MERCHANT_003,CUST0058,2026-02-11,5999,INR,WALLET
ORD00467,TXN00467,MERCHANT_002,CUST0132,2026-01-04,5999,INR,NETBANKING
ORD00468,TXN00468,MERCHANT_005,CUST0152,2026-06-22,7999,INR,CARD
ORD00469,TXN00469,MERCHANT_005,CUST0090,2026-06-13,1999,INR,WALLET
ORD00470,TXN00470,MERCHANT_003,CUST0264,2026-01-23,1999,INR,UPI
ORD00471,TXN00471,MERCHANT_002,CUST0095,2026-05-03,1499,INR,CARD
ORD00472,TXN00472,MERCHANT_003,CUST0004,2026-04-09,799,INR,WALLET
ORD00473,TXN00473,MERCHANT_003,CUST0137,2026-03-19,3999,INR,UPI
ORD00474,TXN00474,MERCHANT_003,CUST0134,2026-06-27,799,INR,UPI
ORD00475,TXN00475,MERCHANT_004,CUST0061,2026-03-20,499,INR,WALLET
ORD00476,TXN00476,MERCHANT_003,CUST0258,2026-06-26,299,INR,NETBANKING
ORD00477,TXN00477,MERCHANT_005,CUST0189,2026-02-26,799,INR,CARD
ORD00478,TXN00478,MERCHANT_002,CUST0245,2026-04-27,5999,INR,NETBANKING
ORD00479,TXN00479,MERCHANT_005,CUST0213,2026-05-01,7999,INR,CARD
ORD00480,TXN00480,MERCHANT_005,CUST0127,2026-01-21,2999,INR,WALLET
ORD00481,TXN00481,MERCHANT_003,CUST0271,2026-01-20,3999,INR,UPI
ORD00482,TXN00482,MERCHANT_005,CUST0032,2026-05-10,799,INR,CARD
ORD00483,TXN00483,MERCHANT_003,CUST0085,2026-05-14,2499,INR,UPI
ORD00484,TXN00484,MERCHANT_005,CUST0106,2026-05-06,299,INR,WALLET
ORD00485,TXN00485,MERCHANT_004,CUST0029,2026-02-03,2999,INR,WALLET
ORD00486,TXN00486,MERCHANT_005,CUST0234,2026-01-15,2999,INR,WALLET
ORD00487,TXN00487,MERCHANT_001,CUST0158,2026-04-12,999,INR,UPI
ORD00488,TXN00488,MERCHANT_005,CUST0112,2026-01-19,199,INR,WALLET
ORD00489,TXN00489,MERCHANT_001,CUST0177,2026-05-19,199,INR,UPI
ORD00490,TXN00490,MERCHANT_001,CUST0242,2026-03-15,1999,INR,CARD
ORD00491,TXN00491,MERCHANT_004,CUST0070,2026-04-06,1999,INR,WALLET
ORD00492,TXN00492,MERCHANT_004,CUST0194,2026-01-21,4999,INR,CARD
ORD00493,TXN00493,MERCHANT_001,CUST0179,2026-02-15,2999,INR,WALLET
ORD00494,TXN00494,MERCHANT_002,CUST0271,2026-02-27,9999,INR,UPI
ORD00495,TXN00495,MERCHANT_003,CUST0012,2026-04-29,4999,INR,WALLET
ORD00496,TXN00496,MERCHANT_004,CUST0273,2026-02-28,799,INR,WALLET
ORD00497,TXN00497,MERCHANT_002,CUST0178,2026-03-12,799,INR,UPI
ORD00498,TXN00498,MERCHANT_004,CUST0017,2026-06-07,7999,INR,UPI
ORD00499,TXN00499,MERCHANT_002,CUST0124,2026-01-18,299,INR,UPI
ORD00500,TXN00500,MERCHANT_005,CUST0229,2026-06-22,5999,INR,UPI
ORD00501,TXN00501,MERCHANT_001,CUST0126,2026-04-13,2499,INR,CARD
ORD00502,TXN00502,MERCHANT_002,CUST0277,2026-01-15,499,INR,NETBANKING
ORD00503,TXN00503,MERCHANT_005,CUST0120,2026-03-23,3999,INR,NETBANKING
ORD00504,TXN00504,MERCHANT_003,CUST0122,2026-02-06,4999,INR,CARD
ORD00505,TXN00505,MERCHANT_003,CUST0212,2026-03-12,199,INR,CARD
ORD00506,TXN00506,MERCHANT_005,CUST0219,2026-05-07,199,INR,NETBANKING
ORD00507,TXN00507,MERCHANT_005,CUST0196,2026-03-23,5999,INR,WALLET
ORD00508,TXN00508,MERCHANT_002,CUST0210,2026-03-18,1999,INR,CARD
ORD00509,TXN00509,MERCHANT_004,CUST0276,2026-03-03,9999,INR,CARD
ORD00510,TXN00510,MERCHANT_002,CUST0154,2026-04-29,199,INR,WALLET
ORD00511,TXN00511,MERCHANT_005,CUST0214,2026-05-16,499,INR,WALLET
ORD00512,TXN00512,MERCHANT_003,CUST0125,2026-02-22,1499,INR,UPI
ORD00513,TXN00513,MERCHANT_003,CUST0231,2026-01-24,2999,INR,CARD
ORD00514,TXN00514,MERCHANT_003,CUST0027,2026-04-07,4999,INR,UPI
ORD00515,TXN00515,MERCHANT_002,CUST0038,2026-05-31,5999,INR,CARD
ORD00516,TXN00516,MERCHANT_002,CUST0246,2026-03-27,999,INR,UPI
ORD00517,TXN00517,MERCHANT_002,CUST0109,2026-01-31,5999,INR,WALLET
ORD00518,TXN00518,MERCHANT_005,CUST0125,2026-06-30,799,INR,WALLET
ORD00519,TXN00519,MERCHANT_005,CUST0123,2026-03-24,7999,INR,NETBANKING
ORD00520,TXN00520,MERCHANT_004,CUST0195,2026-05-17,4999,INR,NETBANKING
ORD00521,TXN00521,MERCHANT_003,CUST0158,2026-04-03,2999,INR,WALLET
ORD00522,TXN00522,MERCHANT_001,CUST0239,2026-05-01,7999,INR,NETBANKING
ORD00523,TXN00523,MERCHANT_003,CUST0105,2026-03-22,1999,INR,UPI
ORD00524,TXN00524,MERCHANT_002,CUST0289,2026-02-07,199,INR,NETBANKING
ORD00525,TXN00525,MERCHANT_005,CUST0284,2026-05-29,5999,INR,WALLET
ORD00526,TXN00526,MERCHANT_002,CUST0152,2026-02-20,1499,INR,CARD
ORD00527,TXN00527,MERCHANT_005,CUST0195,2026-03-04,2499,INR,NETBANKING
ORD00528,TXN00528,MERCHANT_004,CUST0132,2026-06-14,5999,INR,WALLET
ORD00529,TXN00529,MERCHANT_002,CUST0236,2026-04-01,499,INR,CARD
ORD00530,TXN00530,MERCHANT_004,CUST0280,2026-02-17,2999,INR,UPI
ORD00531,TXN00531,MERCHANT_001,CUST0269,2026-01-20,9999,INR,UPI
ORD00532,TXN00532,MERCHANT_004,CUST0004,2026-02-05,9999,INR,CARD
ORD00533,TXN00533,MERCHANT_002,CUST0035,2026-01-03,799,INR,WALLET
ORD00534,TXN00534,MERCHANT_001,CUST0192,2026-06-08,4999,INR,WALLET
ORD00535,TXN00535,MERCHANT_001,CUST0250,2026-01-02,2999,INR,WALLET
ORD00536,TXN00536,MERCHANT_001,CUST0007,2026-05-16,5999,INR,NETBANKING
ORD00537,TXN00537,MERCHANT_003,CUST0275,2026-01-05,2999,INR,WALLET
ORD00538,TXN00538,MERCHANT_001,CUST0092,2026-01-25,2999,INR,CARD
ORD00539,TXN00539,MERCHANT_002,CUST0124,2026-06-08,2999,INR,NETBANKING
ORD00540,TXN00540,MERCHANT_003,CUST0182,2026-04-12,299,INR,NETBANKING
ORD00541,TXN00541,MERCHANT_004,CUST0208,2026-05-25,799,INR,CARD
ORD00542,TXN00542,MERCHANT_001,CUST0154,2026-06-17,9999,INR,UPI
ORD00543,TXN00543,MERCHANT_004,CUST0048,2026-04-08,1999,INR,WALLET
ORD00544,TXN00544,MERCHANT_001,CUST0029,2026-06-29,499,INR,UPI
ORD00545,TXN00545,MERCHANT_004,CUST0256,2026-06-15,7999,INR,NETBANKING
ORD00546,TXN00546,MERCHANT_001,CUST0290,2026-05-16,199,INR,CARD
ORD00547,TXN00547,MERCHANT_005,CUST0109,2026-05-02,999,INR,UPI
ORD00548,TXN00548,MERCHANT_003,CUST0039,2026-05-20,3999,INR,UPI
ORD00549,TXN00549,MERCHANT_003,CUST0092,2026-01-05,799,INR,CARD
ORD00550,TXN00550,MERCHANT_001,CUST0204,2026-03-18,499,INR,CARD
ORD00551,TXN00551,MERCHANT_004,CUST0291,2026-06-23,2999,INR,NETBANKING
ORD00552,TXN00552,MERCHANT_002,CUST0197,2026-06-26,5999,INR,UPI
ORD00553,TXN00553,MERCHANT_003,CUST0257,2026-01-14,299,INR,WALLET
ORD00554,TXN00554,MERCHANT_001,CUST0119,2026-03-29,3999,INR,WALLET
ORD00555,TXN00555,MERCHANT_001,CUST0168,2026-06-12,999,INR,WALLET
ORD00556,TXN00556,MERCHANT_002,CUST0252,2026-04-02,2999,INR,WALLET
ORD00557,TXN00557,MERCHANT_002,CUST0222,2026-06-24,3999,INR,WALLET
ORD00558,TXN00558,MERCHANT_005,CUST0044,2026-03-17,7999,INR,CARD
ORD00559,TXN00559,MERCHANT_001,CUST0038,2026-03-10,499,INR,WALLET
ORD00560,TXN00560,MERCHANT_004,CUST0079,2026-03-23,1499,INR,UPI
ORD00561,TXN00561,MERCHANT_001,CUST0047,2026-03-20,2499,INR,NETBANKING
ORD00562,TXN00562,MERCHANT_001,CUST0139,2026-02-03,299,INR,CARD
ORD00563,TXN00563,MERCHANT_004,CUST0221,2026-05-23,2999,INR,WALLET
ORD00564,TXN00564,MERCHANT_001,CUST0053,2026-01-23,1499,INR,UPI
ORD00565,TXN00565,MERCHANT_004,CUST0167,2026-01-04,999,INR,WALLET
ORD00566,TXN00566,MERCHANT_001,CUST0199,2026-05-24,799,INR,CARD
ORD00567,TXN00567,MERCHANT_002,CUST0195,2026-02-05,999,INR,NETBANKING
ORD00568,TXN00568,MERCHANT_004,CUST0138,2026-02-07,299,INR,CARD
ORD00569,TXN00569,MERCHANT_003,CUST0223,2026-04-18,999,INR,WALLET
ORD00570,TXN00570,MERCHANT_003,CUST0040,2026-03-06,799,INR,WALLET
ORD00571,TXN00571,MERCHANT_004,CUST0101,2026-01-28,499,INR,NETBANKING
ORD00572,TXN00572,MERCHANT_004,CUST0004,2026-03-27,9999,INR,WALLET
ORD00573,TXN00573,MERCHANT_004,CUST0169,2026-03-27,1999,INR,CARD
ORD00574,TXN00574,MERCHANT_003,CUST0154,2026-06-04,5999,INR,CARD
ORD00575,TXN00575,MERCHANT_003,CUST0246,2026-02-15,1999,INR,NETBANKING
ORD00576,TXN00576,MERCHANT_004,CUST0150,2026-05-28,7999,INR,CARD
ORD00577,TXN00577,MERCHANT_004,CUST0167,2026-03-13,9999,INR,WALLET
ORD00578,TXN00578,MERCHANT_001,CUST0187,2026-05-25,799,INR,CARD
ORD00579,TXN00579,MERCHANT_001,CUST0282,2026-04-29,5999,INR,CARD
ORD00580,TXN00580,MERCHANT_003,CUST0225,2026-06-27,299,INR,WALLET
ORD00581,TXN00581,MERCHANT_002,CUST0256,2026-06-12,999,INR,CARD
ORD00582,TXN00582,MERCHANT_002,CUST0130,2026-04-19,7999,INR,WALLET
ORD00583,TXN00583,MERCHANT_004,CUST0038,2026-06-03,2499,INR,WALLET
ORD00584,TXN00584,MERCHANT_005,CUST0274,2026-06-27,1999,INR,UPI
ORD00585,TXN00585,MERCHANT_005,CUST0185,2026-06-02,4999,INR,UPI
ORD00586,TXN00586,MERCHANT_002,CUST0056,2026-06-18,4999,INR,NETBANKING
ORD00587,TXN00587,MERCHANT_005,CUST0086,2026-01-12,3999,INR,WALLET
ORD00588,TXN00588,MERCHANT_004,CUST0170,2026-01-28,199,INR,UPI
ORD00589,TXN00589,MERCHANT_002,CUST0133,2026-05-11,5999,INR,CARD
ORD00590,TXN00590,MERCHANT_003,CUST0229,2026-04-11,2499,INR,CARD
ORD00591,TXN00591,MERCHANT_001,CUST0177,2026-05-04,299,INR,NETBANKING
ORD00592,TXN00592,MERCHANT_001,CUST0213,2026-01-30,9999,INR,CARD
ORD00593,TXN00593,MERCHANT_003,CUST0179,2026-03-29,2499,INR,CARD
ORD00594,TXN00594,MERCHANT_004,CUST0267,2026-03-31,2499,INR,UPI
ORD00595,TXN00595,MERCHANT_004,CUST0225,2026-03-23,299,INR,NETBANKING
ORD00596,TXN00596,MERCHANT_001,CUST0023,2026-01-06,9999,INR,NETBANKING
ORD00597,TXN00597,MERCHANT_002,CUST0056,2026-03-04,2999,INR,CARD
ORD00598,TXN00598,MERCHANT_002,CUST0283,2026-03-26,2999,INR,WALLET
ORD00599,TXN00599,MERCHANT_002,CUST0237,2026-04-14,4999,INR,CARD
ORD00600,TXN00600,MERCHANT_004,CUST0096,2026-04-12,199,INR,CARD
ORD00601,TXN00601,MERCHANT_005,CUST0231,2026-04-20,1999,INR,UPI
ORD00602,TXN00602,MERCHANT_002,CUST0110,2026-03-13,7999,INR,UPI
ORD00603,TXN00603,MERCHANT_001,CUST0296,2026-05-18,499,INR,NETBANKING
ORD00604,TXN00604,MERCHANT_002,CUST0167,2026-04-28,299,INR,NETBANKING
ORD00605,TXN00605,MERCHANT_005,CUST0251,2026-06-13,1499,INR,WALLET
ORD00606,TXN00606,MERCHANT_005,CUST0201,2026-01-30,1499,INR,NETBANKING
ORD00607,TXN00607,MERCHANT_005,CUST0235,2026-02-14,9999,INR,NETBANKING
ORD00608,TXN00608,MERCHANT_002,CUST0044,2026-03-22,299,INR,CARD
ORD00609,TXN00609,MERCHANT_001,CUST0157,2026-02-16,1499,INR,CARD
ORD00610,TXN00610,MERCHANT_004,CUST0262,2026-04-18,3999,INR,CARD
ORD00611,TXN00611,MERCHANT_004,CUST0295,2026-04-19,499,INR,WALLET
ORD00612,TXN00612,MERCHANT_002,CUST0276,2026-05-23,499,INR,WALLET
ORD00613,TXN00613,MERCHANT_002,CUST0148,2026-02-17,1499,INR,WALLET
ORD00614,TXN00614,MERCHANT_003,CUST0028,2026-01-03,2499,INR,CARD
ORD00615,TXN00615,MERCHANT_004,CUST0100,2026-05-24,2999,INR,WALLET
ORD00616,TXN00616,MERCHANT_004,CUST0210,2026-04-17,5999,INR,WALLET
ORD00617,TXN00617,MERCHANT_002,CUST0251,2026-01-22,3999,INR,UPI
ORD00618,TXN00618,MERCHANT_003,CUST0113,2026-01-09,999,INR,CARD
ORD00619,TXN00619,MERCHANT_003,CUST0276,2026-02-13,7999,INR,WALLET
ORD00620,TXN00620,MERCHANT_004,CUST0290,2026-05-21,2999,INR,UPI
ORD00621,TXN00621,MERCHANT_001,CUST0294,2026-03-10,7999,INR,NETBANKING
ORD00622,TXN00622,MERCHANT_001,CUST0278,2026-04-23,2999,INR,CARD
ORD00623,TXN00623,MERCHANT_001,CUST0218,2026-06-17,7999,INR,CARD
ORD00624,TXN00624,MERCHANT_001,CUST0153,2026-04-26,999,INR,NETBANKING
